GEO_ID|GEOGRAPHY|GEOTYPE|GEOTYPE_MEANING|SECTOR|SECTOR_MEANING|NAICS|NAICS_MEANING|TAXIND|TAXIND_MEANING|YEAR|YEAR_MEANING|CONCENFI|CONCENFI_MEANING|ESTAB|ESTABF|ECVALUE|ECVALUEF|VALPCT|VALPCTF|PAY|PAYF|PAY1Q|PAY1QF|EMP|EMPF 
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|430||606853||100||133026||30663||6372|
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|6||281718||46.4||16239||3107||540|
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|17||324641||53.5||25287||5337||1052|
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|29||393363||64.8||55915||12266||2120|
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|60||469766||77.4||81129||18304||3195|
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|T|Taxable establishments|1997|Reference year 1997|003|All firms|2558|r|1998163|r|100||709834|r|167177|r|30458|r
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|73||305498||15.3||101484||25181||5009|
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|86||397021||19.9||128812||31848||5831|
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|146||579791||29||189234||46780||7807|
01000US|United States|1|United States|61|Educational services|611519|Other trade & technical schools|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|191||845054||42.3||284631||69463||11116|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|4470||1929655||100||647192||152229||41491|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|5||196096||10.2||21148||5100||606|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|26||256057||13.3||36982||9095||1248|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|75||363595||18.8||69592||16693||2550|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|118||529020||27.4||130627||30978||4962|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|T|Taxable establishments|1997|Reference year 1997|003|All firms|19294||5197024||100||1596148||348822||123860|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|223||397252||7.6||93462||16421||5536|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|268||540980||10.4||127763||24650||6473|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|307||796160||15.3||188331||37378||8021|
01000US|United States|1|United States|61|Educational services|6116|Other schools & instruction|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|415||1108856||21.3||288048||62601||11718|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|1009||388484||100||139989||33731||11601|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|5||31062||8||9658||2017||418|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|9||53764||13.8||15256||3237||723|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|28||95125||24.5||31184||7240||2013|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|78||147943||38.1||53628||12530||3408|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|003|All firms|6245||954051||100||278143||67005||31651|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|22||28008||2.9||10099||2226||243|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|26||47101||4.9||15699||3696||418|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|42||82778||8.7||27870||6289||1181|
01000US|United States|1|United States|61|Educational services|61161|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|75||133633||14||48005||11024||2663|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|1009||388484||100||139989||33731||11601|
