GEO_ID|GEOGRAPHY|GEOTYPE|GEOTYPE_MEANING|SECTOR|SECTOR_MEANING|NAICS|NAICS_MEANING|TAXIND|TAXIND_MEANING|YEAR|YEAR_MEANING|CONCENFI|CONCENFI_MEANING|ESTAB|ESTABF|ECVALUE|ECVALUEF|VALPCT|VALPCTF|PAY|PAYF|PAY1Q|PAY1QF|EMP|EMPF 
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|5||31062||8||9658||2017||418|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|9||53764||13.8||15256||3237||723|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|28||95125||24.5||31184||7240||2013|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|78||147943||38.1||53628||12530||3408|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|003|All firms|6245||954051||100||278143||67005||31651|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|22||28008||2.9||10099||2226||243|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|26||47101||4.9||15699||3696||418|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|42||82778||8.7||27870||6289||1181|
01000US|United States|1|United States|61|Educational services|611610|Fine arts schools|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|75||133633||14||48005||11024||2663|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|270||65308||100||23394||5780||1980|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|5||18393||28.2||7811||1826||349|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|9||22321||34.2||9243||2165||438|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|21||30930||47.4||12135||2944||656|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|52||43091||66||16400||3994||1016|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|T|Taxable establishments|1997|Reference year 1997|003|All firms|5097||716424||100||199984||49429||25960|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|6||15238||2.1||6185||1383||212|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|10||25088||3.5||7679||1749||324|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|23||46315||6.5||16770||3885||925|
01000US|United States|1|United States|61|Educational services|6116101|Dance schools (including children's & professionals')|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|62||78035||10.9||28327||6483||2043|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|739||323176||100||116595||27951||9621|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|5||26066||8.1||5528||1109||222|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|11||47562||14.7||12516||2691||795|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|39||85471||26.4||27352||6381||1892|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|77||134824||41.7||47484||11108||3152|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|T|Taxable establishments|1997|Reference year 1997|003|All firms|1148||237627||100||78159||17576||5691|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|22||28008||11.8||10099||2226||243|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|26||45302||19.1||14663||3267||469|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|42||73304||30.8||25609||5886||1156|
01000US|United States|1|United States|61|Educational services|6116102|Art, drama, & music schools|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|78||105301||44.3||38559||8791||1860|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|749||156147||100||47471||10147||4390|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|13||13738||8.8||5011||1131||219|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|18||22058||14.1||6228||1421||312|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|30||39082||25||9513||2079||582|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|69||63094||40.4||16580||3581||1116|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|003|All firms|5674||1270117||100||374129||77535||33157|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|18||55475||4.4||17848||4548||518|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|23||80246||6.3||27212||6226||777|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|85||214418||16.9||60904||12407||1975|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|749||156147||100||47471||10147||4390|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|13||13738||8.8||5011||1131||219|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|18||22058||14.1||6228||1421||312|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|30||39082||25||9513||2079||582|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|69||63094||40.4||16580||3581||1116|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|003|All firms|5674||1270117||100||374129||77535||33157|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|23||80246||6.3||27212||6226||777|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|35||134357||10.6||43317||9154||1338|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|85||214418||16.9||60904||12407||1975|
01000US|United States|1|United States|61|Educational services|61163|Language schools|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|244||75344||100||31677||7439||3346|
01000US|United States|1|United States|61|Educational services|61163|Language schools|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|4||20680||27.4||8799||1963||299|
01000US|United States|1|United States|61|Educational services|61163|Language schools|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|15||30845||40.9||12034||2743||624|
01000US|United States|1|United States|61|Educational services|61163|Language schools|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|68||59733||79.3||24971||5781||1765|
01000US|United States|1|United States|61|Educational services|61163|Language schools|T|Taxable establishments|1997|Reference year 1997|003|All firms|610||413224||100||120641||27030||8490|
01000US|United States|1|United States|61|Educational services|61163|Language schools|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|98||200028||48.4||40954||10306||3215|
01000US|United States|1|United States|61|Educational services|61163|Language schools|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|115||228080||55.2||48767||12131||3611|
01000US|United States|1|United States|61|Educational services|61163|Language schools|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|142||270006||65.3||66011||15263||4296|
01000US|United States|1|United States|61|Educational services|61163|Language schools|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|186||320802||77.6||87217||19477||5378|
01000US|United States|1|United States|61|Educational services|611630|Language schools|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|244||75344||100||31677||7439||3346|
01000US|United States|1|United States|61|Educational services|611630|Language schools|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|15||30845||40.9||12034||2743||624|
01000US|United States|1|United States|61|Educational services|611630|Language schools|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|35||45769||60.7||18884||4373||965|
01000US|United States|1|United States|61|Educational services|611630|Language schools|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|68||59733||79.3||24971||5781||1765|
01000US|United States|1|United States|61|Educational services|611630|Language schools|T|Taxable establishments|1997|Reference year 1997|003|All firms|610||413224||100||120641||27030||8490|
01000US|United States|1|United States|61|Educational services|611630|Language schools|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|98||200028||48.4||40954||10306||3215|
01000US|United States|1|United States|61|Educational services|611630|Language schools|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|115||228080||55.2||48767||12131||3611|
01000US|United States|1|United States|61|Educational services|611630|Language schools|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|142||270006||65.3||66011||15263||4296|
01000US|United States|1|United States|61|Educational services|611630|Language schools|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|186||320802||77.6||87217||19477||5378|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|2468||1309680||100||428055||100912||22154|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|13||192234||14.7||26521||6653||770|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|25||250467||19.1||36278||8926||1228|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|74||353575||27||66082||16000||2407|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|140||497881||38||123765||29843||4622|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|T|Taxable establishments|1997|Reference year 1997|003|All firms|6765||2559632||100||823235||177252||50562|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|169||300340||11.7||74380||11787||3265|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|190||431830||16.9||104905||19449||4110|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|235||635200||24.8||163547||33182||5638|
01000US|United States|1|United States|61|Educational services|61169|All other schools & instruction|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|419||890403||34.8||249035||52473||9633|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|407||85564||100||32744||7503||2613|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|4||10924||12.8||948||221||58|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|8||19264||22.5||3389||827||216|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|27||32641||38.1||8329||1943||470|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|60||50773||59.3||16654||3748||1041|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|T|Taxable establishments|1997|Reference year 1997|003|All firms|2223||729808||100||258380||53553||20051|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|161||204726||28.1||71463||11952||3011|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|181||245273||33.6||78948||13752||3453|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|316||317696||43.5||110260||21014||4769|
01000US|United States|1|United States|61|Educational services|611691|Exam preparation & tutoring|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|381||383176||52.5||136043||26749||6454|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|56||30392||100||6342||1352||379|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|11||22316||73.4||3687||760||172|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|15||25256||83.1||4724||971||223|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|27||28592||94.1||5567||1188||292|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|56||30392||100||6342||1352||379|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|T|Taxable establishments|1997|Reference year 1997|003|All firms|1663||331427||100||118223||24767||9334|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|6||45374||13.7||14009||3104||553|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|27||60852||18.4||20170||4692||943|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|61||89376||27||31745||7013||1642|
01000US|United States|1|United States|61|Educational services|611692|Automobile driving schools|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|140||128164||38.7||44968||9742||2360|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|2005||1193724||100||388969||92057||19162|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|13||192234||16.1||26521||6653||770|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|32||244386||20.5||38830||9511||1316|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|73||342722||28.7||64902||15762||2373|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|139||484164||40.6||122988||29719||4599|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|T|Taxable establishments|1997|Reference year 1997|003|All firms|2879||1498397||100||446632||98932||21177|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|28||211356||14.1||32576||6860||1024|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|35||307212||20.5||56527||11501||1339|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|71||459511||30.7||98660||20989||2732|
01000US|United States|1|United States|61|Educational services|611699|All other miscellaneous schools & instruction|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|134||642774||42.9||163259||36153||5233|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|783||1961588||100||421420||100907||12947|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|19||906092||46.2||173057||42344||4036|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|31||1187783||60.6||228123||55421||5370|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|82||1436869||73.3||270385||65835||6616|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|114||1616471||82.4||310830||74680||8065|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|T|Taxable establishments|1997|Reference year 1997|003|All firms|2968||1368727||100||457139||96641||16654|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|5||170661||12.5||26694||5473||925|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|38||234965||17.2||60241||12655||3117|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|77||351986||25.7||95097||20943||4163|
01000US|United States|1|United States|61|Educational services|6117|Educational support services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|135||532243||38.9||162988||35793||5456|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|783||1961588||100||421420||100907||12947|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|19||906092||46.2||173057||42344||4036|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|31||1187783||60.6||228123||55421||5370|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|82||1436869||73.3||270385||65835||6616|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|114||1616471||82.4||310830||74680||8065|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|T|Taxable establishments|1997|Reference year 1997|003|All firms|2968||1368727||100||457139||96641||16654|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|5||170661||12.5||26694||5473||925|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|38||234965||17.2||60241||12655||3117|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|77||351986||25.7||95097||20943||4163|
01000US|United States|1|United States|61|Educational services|61171|Educational support services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|135||532243||38.9||162988||35793||5456|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|003|All firms|783||1961588||100||421420||100907||12947|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|19||906092||46.2||173057||42344||4036|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|808|8 largest firms|31||1187783||60.6||228123||55421||5370|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|82||1436869||73.3||270385||65835||6616|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|N|Non-taxable establishments|1997|Reference year 1997|850|50 largest firms|114||1616471||82.4||310830||74680||8065|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|T|Taxable establishments|1997|Reference year 1997|003|All firms|2968||1368727||100||457139||96641||16654|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|5||170661||12.5||26694||5473||925|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|38||234965||17.2||60241||12655||3117|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|77||351986||25.7||95097||20943||4163|
01000US|United States|1|United States|61|Educational services|611710|Educational support services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|135||532243||38.9||162988||35793||5456|
01000US|United States|1|United States|61|Educational services|61162|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|35||134357||10.6||43317||9154||1338|
01000US|United States|1|United States|61|Educational services|611620|Sports & recreation instruction|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|18||55475||4.4||17848||4548||518|
01000US|United States|1|United States|61|Educational services|61163|Language schools|N|Non-taxable establishments|1997|Reference year 1997|820|20 largest firms|35||45769||60.7||18884||4373||965|
01000US|United States|1|United States|61|Educational services|611630|Language schools|N|Non-taxable establishments|1997|Reference year 1997|804|4 largest firms|4||20680||27.4||8799||1963||299|
