GEO_ID|GEOGRAPHY|GEOTYPE|GEOTYPE_MEANING|SECTOR|SECTOR_MEANING|NAICS|NAICS_MEANING|TAXIND|TAXIND_MEANING|YEAR|YEAR_MEANING|CONCENFI|CONCENFI_MEANING|ESTAB|ESTABF|ECVALUE|ECVALUEF|VALPCT|VALPCTF|PAY|PAYF|PAY1Q|PAY1QF|EMP|EMPF 
01000US|United States|1|United States|54|Professional, scientific, and technical services|541340|Drafting services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|27||140778||23.3||92001||23724||1931|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541340|Drafting services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|59||218864||36.2||135749||33692||3002|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54135|Building inspection services|T|Taxable establishments|1997|Reference year 1997|003|All firms|2771||639041||100||240080||49561||8674|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54135|Building inspection services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|17||44113||6.9||9465||1672||229|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54135|Building inspection services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|21||66664||10.4||21130||4439||555|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54135|Building inspection services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|44||113835||17.8||44948||10222||1194|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54135|Building inspection services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|85||176175||27.6||69410||14812||1807|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541350|Building inspection services|T|Taxable establishments|1997|Reference year 1997|003|All firms|2771||639041||100||240080||49561||8674|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541350|Building inspection services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|17||44113||6.9||9465||1672||229|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541350|Building inspection services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|21||66664||10.4||21130||4439||555|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541350|Building inspection services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|44||113835||17.8||44948||10222||1194|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541350|Building inspection services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|85||176175||27.6||69410||14812||1807|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54136|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|003|All firms|587||1087786||100||445595||110008||9905|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54136|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|16||469392||43.2||240122||63782||4534|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54136|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|27||604886||55.6||277222||71794||5624|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54136|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|40||776064||71.3||335936||85548||6806|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54136|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|77||913846||84||382211||97532||8071|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541360|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|003|All firms|587||1087786||100||445595||110008||9905|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541360|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|16||469392||43.2||240122||63782||4534|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541360|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|27||604886||55.6||277222||71794||5624|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541360|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|40||776064||71.3||335936||85548||6806|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541360|Geophysical surveying & mapping services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|77||913846||84||382211||97532||8071|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54137|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|003|All firms|8864||3041882||100||1431603||312831||51814|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54137|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|16||183345||6||62777||14034||1640|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54137|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|21||268794||8.8||103598||23938||2655|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54137|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|45||412162||13.5||164386||37474||4214|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54137|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|117||584131||19.2||244092||55974||6447|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541370|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|003|All firms|8864||3041882||100||1431603||312831||51814|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541370|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|16||183345||6||62777||14034||1640|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541370|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|21||268794||8.8||103598||23938||2655|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541370|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|45||412162||13.5||164386||37474||4214|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541370|Surveying & mapping (except geophysical) services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|117||584131||19.2||244092||55974||6447|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54138|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|003|All firms|5488||6442964||100||2708782||642155||82024|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54138|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|397||778445||12.1||352507||85433||9544|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54138|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|429||1074647||16.7||457575||110731||11810|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54138|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|543||1523919||23.7||616297||154006||16573|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54138|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|835||2188322||34||885751||221412||24780|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541380|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|003|All firms|5488||6442964||100||2708782||642155||82024|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541380|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|397||778445||12.1||352507||85433||9544|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541380|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|429||1074647||16.7||457575||110731||11810|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541380|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|543||1523919||23.7||616297||154006||16573|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541380|Testing laboratories|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|835||2188322||34||885751||221412||24780|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414|Specialized design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|26436||14254024||100||4088006||906641||113035|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414|Specialized design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|31||343067||2.4||183442||49025||4205|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414|Specialized design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|36||514458||3.6||247201||64637||5677|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414|Specialized design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|61||834155||5.9||368455||92589||8249|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414|Specialized design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|114||1338440||9.4||543476||132695||11325|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54141|Interior design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|9612||4945340||100||1021531||218189||33915|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54141|Interior design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|10||97608||2||29221||6784||550|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54141|Interior design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|20||167457||3.4||48974||10911||963|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54141|Interior design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|36||307302||6.2||85997||19199||1812|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54141|Interior design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|67||537572||10.9||137279||31721||2692|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541410|Interior design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|9612||4945340||100||1021531||218189||33915|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541410|Interior design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|10||97608||2||29221||6784||550|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541410|Interior design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|20||167457||3.4||48974||10911||963|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541410|Interior design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|36||307302||6.2||85997||19199||1812|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541410|Interior design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|67||537572||10.9||137279||31721||2692|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54142|Industrial design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|1322||1363017||100||582591||141006||13607|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54142|Industrial design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|25||319098||23.4||170927||46602||3907|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54142|Industrial design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|30||412170||30.2||238874||62730||5336|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54142|Industrial design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|47||560002||41.1||280222||72591||6319|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54142|Industrial design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|85||738914||54.2||347464||88342||7750|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541420|Industrial design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|1322||1363017||100||582591||141006||13607|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541420|Industrial design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|25||319098||23.4||170927||46602||3907|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541420|Industrial design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|30||412170||30.2||238874||62730||5336|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541420|Industrial design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|47||560002||41.1||280222||72591||6319|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541420|Industrial design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|85||738914||54.2||347464||88342||7750|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54143|Graphic design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|14631||7554903||100||2354674||520777||61622|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54143|Graphic design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|11||192132||2.5||68544||17262||969|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54143|Graphic design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|15||312790||4.1||100693||23144||2261|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54143|Graphic design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|41||528409||7||179479||41964||3643|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54143|Graphic design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|79||870845||11.5||288081||67425||5463|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541430|Graphic design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|11||192132||2.5||68544||17262||969|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541430|Graphic design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|15||312790||4.1||100693||23144||2261|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541430|Graphic design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|41||528409||7||179479||41964||3643|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541430|Graphic design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|79||870845||11.5||288081||67425||5463|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414301|Graphic design services (except commercial art & medical artists)|T|Taxable establishments|1997|Reference year 1997|003|All firms|12565||6741083||100||2109127||465035||54791|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414301|Graphic design services (except commercial art & medical artists)|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|11||192132||2.9||68544||17262||969|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414301|Graphic design services (except commercial art & medical artists)|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|15||296269||4.4||99413||23044||2125|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414301|Graphic design services (except commercial art & medical artists)|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|77||803627||11.9||275535||65942||5430|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414302|Commercial art|T|Taxable establishments|1997|Reference year 1997|003|All firms|2017||801037||100||240746||54652||6688|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414302|Commercial art|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|4||86313||10.8||20099||4602||403|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414302|Commercial art|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|10||129366||16.1||33551||8248||575|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414302|Commercial art|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|22||208789||26.1||63175||14440||1191|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414302|Commercial art|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|54||302007||37.7||91634||21929||1806|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414303|Medical artists|T|Taxable establishments|1997|Reference year 1997|003|All firms|49||12783||100||4801||1090||143|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414303|Medical artists|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|4||3566||27.9||1641||371||37|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414303|Medical artists|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|8||6045||47.3||2397||514||56|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414303|Medical artists|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|20||10606||83||4014||909||103|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5414303|Medical artists|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|49||12783||100||4801||1090||143|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54149|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|871||390764||100||129210||26669||3891|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54149|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|4||74178||19||26962||5412||444|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54149|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|8||102008||26.1||33144||6542||690|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54149|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|20||136429||34.9||48881||9639||989|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54149|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|50||188951||48.4||68721||13336||1432|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541490|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|871||390764||100||129210||26669||3891|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541490|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|4||74178||19||26962||5412||444|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541490|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|8||102008||26.1||33144||6542||690|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541490|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|20||136429||34.9||48881||9639||989|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541490|Other specialized design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|50||188951||48.4||68721||13336||1432|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|003|All firms|72278||108967614||100||42150658||9805343||764659|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|657||16874333||15.5||4060910||1230076||70817|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|1173||20718739||19||5110040||1516698||87924|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|1870||27635789||25.4||7395889||2125113||128882|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|2826||36952160||33.9||11261158||3046496||192074|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54151|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|003|All firms|72278||108967614||100||42150658||9805343||764659|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54151|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|657||16874333||15.5||4060910||1230076||70817|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54151|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|1173||20718739||19||5110040||1516698||87924|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54151|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|1870||27635789||25.4||7395889||2125113||128882|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54151|Computer systems design & related services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|2826||36952160||33.9||11261158||3046496||192074|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541511|Custom computer programming services|T|Taxable establishments|1997|Reference year 1997|003|All firms|31624||38300515||100||18417084||4107483||318198|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541511|Custom computer programming services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|520||2609981||6.8||1077237||300759||18978|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541511|Custom computer programming services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|730||4358566||11.4||1774957||468205||31300|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541511|Custom computer programming services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|939||7382277||19.3||3226813||801297||54193|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541511|Custom computer programming services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1253||10330539||27||4720686||1159559||79775|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541512|Computer systems design services|T|Taxable establishments|1997|Reference year 1997|003|All firms|30804||51212916||100||18459669||4249529||337526|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541512|Computer systems design services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|333||5311462||10.4||1950864||463548||27882|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541512|Computer systems design services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|405||8455996||16.5||2970867||751870||42797|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541512|Computer systems design services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|991||13134642||25.6||4211195||1077231||65573|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541512|Computer systems design services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1317||18163632||35.5||5872123||1479095||93489|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415121|Computer systems integrators|T|Taxable establishments|1997|Reference year 1997|003|All firms|10571||35270055||100||11341975||2652101||207741|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415121|Computer systems integrators|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|205||4839589||13.7||1780637||417816||24354|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415121|Computer systems integrators|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|265||7712200||21.9||2492643||604241||36324|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415121|Computer systems integrators|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|830||11926779||33.8||3683912||916000||56300|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415121|Computer systems integrators|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1058||16046775||45.5||4874331||1198766||77292|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415122|Computer systems consultants (except systems integrators)|T|Taxable establishments|1997|Reference year 1997|003|All firms|20233||15942861||100||7117694||1597428||129785|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415122|Computer systems consultants (except systems integrators)|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|168||1802488||11.3||707291||202690||12404|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415122|Computer systems consultants (except systems integrators)|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|218||2450600||15.4||948524||259110||16300|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415122|Computer systems consultants (except systems integrators)|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|328||3563839||22.4||1495859||396704||26255|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5415122|Computer systems consultants (except systems integrators)|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|434||5006972||31.4||2143356||561077||38530|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541513|Computer facilities management services|T|Taxable establishments|1997|Reference year 1997|003|All firms|1445||15114194||100||3389511||1051577||71821|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541513|Computer facilities management services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|328||12440719||82.3||2241950||780330||45429|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541513|Computer facilities management services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|499||12965074||85.8||2465393||827659||50175|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541513|Computer facilities management services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|558||13586275||89.9||2686827||885214||56129|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541513|Computer facilities management services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|689||14274691||94.4||2976339||954425||62167|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541519|Other computer related services|T|Taxable establishments|1997|Reference year 1997|003|All firms|8405||4339989||100||1884394||396754||37114|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541519|Other computer related services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|73||799466||18.4||309400||72894||3969|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541519|Other computer related services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|116||1027633||23.7||417635||98269||7952|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541519|Other computer related services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|145||1317359||30.4||562746||131887||10198|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541519|Other computer related services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|178||1650441||38||721693||164951||13023|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5416|Management, scientific, & technical consulting services|T|Taxable establishments|1997|Reference year 1997|003|All firms|80426||63428740||100||26581677||5766476||511252|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5416|Management, scientific, & technical consulting services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|166||7078287||11.2||2798378||718111||40145|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5416|Management, scientific, & technical consulting services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|296||9801170||15.5||4297575||1014174||57020|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5416|Management, scientific, & technical consulting services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|571||12781831||20.2||5575312||1340327||72358|
01000US|United States|1|United States|54|Professional, scientific, and technical services|5416|Management, scientific, & technical consulting services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|991||15756507||24.8||6941185||1607089||87769|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54161|Management consulting services|T|Taxable establishments|1997|Reference year 1997|003|All firms|60794||52224697||100||22296821||4830950||411044|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54161|Management consulting services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|162||7050233||13.5||2794412||716470||40034|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54161|Management consulting services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|292||9773116||18.7||4293609||1012533||56909|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54161|Management consulting services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|574||12691540||24.3||5622163||1338441||72086|
01000US|United States|1|United States|54|Professional, scientific, and technical services|54161|Management consulting services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|887||15411431||29.5||6904028||1583982||85820|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541611|Administrative management & general management consulting service|T|Taxable establishments|1997|Reference year 1997|003|All firms|27399||28556409||100||12738842||2776200||208674|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541611|Administrative management & general management consulting service|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|126||6700766||23.5||2733466||575859||36520|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541611|Administrative management & general management consulting service|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|257||9303449||32.6||4097870||954768||54322|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541611|Administrative management & general management consulting service|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|350||10891234||38.1||4954220||1138283||60532|
01000US|United States|1|United States|54|Professional, scientific, and technical services|541611|Administrative management & general management consulting service|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|448||12638245||44.3||5690083||1280674||69293|
