YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,EXMT_INTRST_IND,EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,DIV_FRN_IND,DIV_FRN,OTHR_RCPTS_IND,OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,DP_PROD_ACTVTY_DED_IND,DP_PROD_ACTVTY_DED,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,POSS_TX_CR_IND,POSS_TX_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,CASH_PRPTY_DIST_IND,CASH_PRPTY_DIST,STCK_DIST_IND,STCK_DIST
2006,1,237210,12,0,20,0,20555665,0,905982,0,2072842,0,22499,0,6300133,0,0,0,0,0,1345386,0,0,0,0,0,3015709,0,2597170,0,380612,0,1905,0,0,0,1803378,0,350444,0,33101,0,2598928,0,20555665,0,553079,0,1586418,0,2346475,0,68395,0,8225681,0,1217445,0,6558172,0,266750,0,2744136,0,0,0,3739186,0,191900,0,9627869,0,8727433,0,135331,0,1459,0,161843,0,41,0,14188,0,147622,0,1637,0,17059,0,2026,0,419230,0,8460295,0,6056928,0,91351,0,495984,0,57947,0,6550,0,62719,0,253194,0,489473,0,6058,0,30094,0,93266,0,0,0,68281,0,6014,0,78343,0,22763,0,1184,0,640146,0,1167574,0,10487,0,1176602,0,1222000,0,45398,0,32006,0,32151,0,21896,0,10255,0,1134200,0,397849,0,396879,0,940,0,700,0,0,0,3768,0,0,0,393381,0,139618,0,0
2006,1,237210,11,0,16,0,5909838,0,247479,0,980823,0,28386,0,1514276,0,0,0,1729,0,245493,0,29904,0,41,0,557600,0,1191224,0,310489,0,0,0,0,0,199375,0,22658,0,7783,0,1265896,0,5909838,0,350717,0,152231,0,554807,0,31817,0,2426826,0,373427,0,2020012,0,234543,0,1077133,0,0,0,712847,0,4511,0,1927857,0,1752872,0,33239,0,3067,0,14740,0,0,0,0,0,5923,0,36374,0,0,0,0,0,81642,0,1823161,0,1233189,0,21354,0,183904,0,12127,0,1103,0,12818,0,28047,0,74623,0,766,0,2865,0,41253,0,0,0,18179,0,14145,0,12121,0,666,0,0,0,166000,0,104696,0,0,0,101629,0,174900,0,73271,0,39912,0,38519,0,38519,0,0,0,23204,0,10979,0,8090,0,2691,0,0,0,0,0,22,0,0,0,10957,0,0,0,0
2006,1,237210,10,0,73,0,10962183,0,528757,0,601572,0,3585,0,1974966,0,9628,0,21082,0,1409484,0,111948,0,45474,0,2097189,0,2665119,0,696830,0,7033,0,1108,0,1022166,0,189332,0,24211,0,1004167,0,10962183,0,473968,0,1252663,0,680439,0,405019,0,4034958,0,-2354168,0,6469305,0,260625,0,1860203,0,0,0,4399029,0,50552,0,3658022,0,3211281,0,42685,0,2810,0,76290,0,1267,0,4687,0,60355,0,4180,0,1066,0,0,0,253400,0,3395129,0,2107878,0,137339,0,257172,0,26122,0,6972,0,32312,0,75140,0,228827,0,5285,0,9734,0,102605,0,190,0,45534,0,5295,0,27704,0,1431,0,936,0,324652,0,262893,0,0,0,260083,0,446941,0,186858,0,90852,0,100554,0,99808,0,746,0,130870,0,47593,0,45305,0,2262,0,7,0,0,0,35,0,112,0,47439,0,4499,0,0
2006,1,237210,9,0,129,0,8876427,0,599838,0,661058,0,11304,0,2998656,0,0,0,50560,0,1276510,0,41790,0,174157,0,970881,0,1223681,0,354333,0,1714,0,1473,0,713012,0,37269,0,14153,0,508565,0,8876427,0,451274,0,1045433,0,581945,0,302464,0,3775867,0,458044,0,2261400,0,324153,0,966862,0,65,0,1004677,0,34357,0,4377565,0,3973121,0,31665,0,3846,0,84084,0,69,0,988,0,24608,0,20415,0,819,0,163,0,237788,0,4049122,0,3115590,0,63776,0,193887,0,20695,0,7601,0,57639,0,59246,0,149382,0,1989,0,4126,0,56538,0,848,0,40708,0,4934,0,11984,0,1402,0,9493,0,249285,0,328443,0,0,0,324597,0,443866,0,119269,0,213208,0,12477,0,11950,0,527,0,129863,0,44911,0,44674,0,179,0,17,0,0,0,5,0,948,0,43941,0,2663,0,0
2006,1,237210,8,0,252,0,8776074,0,484833,0,800266,1,1079,0,2183127,0,1167,1,55608,0,774111,0,94486,0,69680,0,854611,0,1789591,0,528862,0,0,0,0,0,1608052,0,43455,0,20521,0,567547,0,8776074,0,300366,0,1151452,0,664237,0,716336,0,3592073,0,1018418,0,1333192,0,242142,0,922672,0,0,0,182931,1,14553,0,4009092,0,3737679,0,14695,1,3208,0,27375,0,701,0,0,0,16494,0,5249,1,4612,0,0,0,199079,0,3849172,0,2750497,0,47803,0,278877,0,32511,0,1010,0,38875,0,66770,0,168912,0,781,0,3598,0,68331,0,35,0,54059,0,6872,0,12839,1,191,1,4889,0,312322,0,159920,1,739,0,157451,0,360758,0,203307,0,143766,1,31746,1,27134,1,4612,0,44917,0,15364,0,15236,1,128,1,2293,0,0,1,358,1,398,0,12315,1,1978,0,0
2006,1,237210,7,0,936,0,13998038,0,689285,0,752619,1,7005,0,4147024,1,15791,0,0,0,2237056,0,150171,0,148240,0,1437920,0,2147620,0,663224,0,0,0,0,0,2435648,0,43570,0,15041,0,478364,0,13998038,0,650272,0,2322787,0,908745,0,1501986,0,5499911,0,761318,0,2353018,0,207131,0,1194957,1,23224,0,961161,1,33454,0,5921257,0,5503524,0,14435,0,2961,0,45328,1,321,1,2089,0,31900,0,13988,1,1013,1,11,0,305686,0,5606282,0,4298161,0,85918,0,252075,0,45916,0,10625,0,46253,0,75918,0,198178,0,1356,0,4682,0,74823,0,0,0,31939,0,6860,0,17219,1,537,1,364,0,455460,0,314974,0,0,0,312013,0,624415,0,312402,0,290980,0,5018,1,4309,1,709,0,73790,0,25441,0,25008,0,0,1,4,0,0,1,40,1,17,0,25379,1,7432,0,0
2006,1,237210,6,0,1496,0,10304628,0,433535,0,149066,1,264,0,3726487,0,0,0,0,0,1716760,0,171588,1,181267,0,706785,0,1386323,0,352285,1,826,1,521,0,1639278,0,17149,0,12931,0,541565,0,10304628,0,189320,0,2040512,0,349038,0,1069996,0,3866172,0,699372,0,2090218,0,116232,0,1049051,0,0,0,925323,0,388,0,3752863,0,3582382,0,16837,1,20,0,19450,1,2986,0,61,1,37282,1,4839,1,566,1,386,0,88053,0,3384429,0,2666016,0,60298,0,80878,0,15167,1,513,0,32215,0,47365,0,159380,1,82,0,10819,0,26473,1,255,0,17271,0,10760,0,9802,0,0,1,49,0,247085,0,368435,0,0,0,368415,0,586278,0,217863,0,295815,0,21747,1,21025,1,722,0,79303,0,26715,0,26715,0,0,1,82,0,0,1,402,0,0,0,26230,1,8966,0,0
2006,1,237210,5,0,9818,0,20988940,0,1769492,0,1933533,1,6681,0,5351175,1,410,1,7647,0,2562350,0,404459,0,359527,0,2817577,0,3498895,0,1379072,1,2672,1,2035,0,2996265,0,49022,0,42840,0,666544,0,20988940,0,801207,0,2725014,0,980315,0,2791366,0,6672584,0,850370,0,6168084,0,619204,0,3449192,1,11245,0,2459366,0,370923,0,13769215,0,13174739,0,38555,1,3319,0,33138,1,99,1,307,0,36677,0,9298,0,2514,0,0,0,470569,0,12939306,0,10204466,0,215666,0,342748,0,39568,1,4147,0,109343,0,170041,0,350141,0,1305,0,3354,0,111377,1,1456,0,74102,0,55395,0,32285,1,411,1,2194,0,1221305,0,829908,0,0,0,826590,0,1278993,0,452403,0,717469,0,56887,0,55046,0,1842,0,129089,0,40435,0,40257,1,149,1,42,0,0,0,7,1,10,0,40375,1,40296,0,0
2006,1,237210,4,0,4892,0,3544713,0,186816,0,533566,0,0,0,767130,1,49,0,0,0,662354,0,107778,1,1197,0,266747,0,702111,0,299629,0,0,0,0,0,502104,0,5061,0,3122,0,112550,0,3544713,0,210630,0,424320,0,212947,0,840328,0,987209,1,185352,0,683926,0,33840,0,619032,0,0,0,43293,1,12239,0,1964674,0,1863499,0,4739,1,1,1,14478,0,0,0,0,1,46,1,86,0,0,0,0,0,81825,0,1896514,0,1257842,0,90065,0,86036,0,7902,1,47897,0,48307,0,60981,0,68883,1,59,1,130,0,25522,1,349,0,1980,1,8968,1,2539,1,17,1,1024,0,188013,0,68160,0,0,0,68159,0,263879,0,195721,0,72312,1,13481,1,13481,0,0,0,18940,0,3070,0,3070,0,0,0,0,0,0,0,0,0,0,0,3070,1,2487,0,0
2006,1,237210,3,0,24442,0,3216030,0,381124,0,241608,1,2674,0,744746,1,136,0,0,0,415006,0,159736,1,93784,0,260710,0,764913,0,500329,0,0,0,0,0,585336,0,21751,0,5429,0,55615,0,3216030,0,99774,0,949537,0,587095,0,1759976,0,913921,0,999609,0,-2093882,0,451341,0,316988,0,0,0,-2790257,1,71954,0,2788186,0,2745682,0,4516,1,18,1,9677,0,0,0,0,1,4,0,0,0,0,0,0,0,28289,0,2916279,0,1373495,0,264910,0,370475,0,16606,0,0,0,51376,0,91678,0,62021,1,80,0,2334,0,53964,0,0,0,33939,1,10736,0,84927,0,0,1,8666,0,491072,0,-128093,0,0,0,-128112,0,264729,0,392841,0,-96860,1,4581,1,4581,0,0,1,19011,1,3381,1,3381,0,0,0,0,0,0,0,0,0,0,1,3381,1,11632,0,0
2006,1,237210,2,0,5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518721,0,410883,0,10504,0,0,1,6503,0,0,4,,1,12774,0,1433,0,0,0,0,0,76624,0,586659,0,423142,1,4321,0,29658,0,8426,0,0,0,2000,0,18916,0,16805,1,3,1,24,0,20109,0,0,1,7505,0,2503,1,1906,0,0,1,111,0,51231,0,-67938,0,0,0,-67938,0,103478,0,171416,0,-103982,1,19774,1,19774,0,0,0,25652,0,9190,0,8532,1,316,0,0,0,0,0,0,0,0,0,9190,1,5512,0,0
2006,1,237210,1,0,47342,0,107132536,0,6227140,0,8726954,0,83478,0,29707721,1,27181,1,136627,0,12644510,0,1271859,0,1073367,0,12985729,0,17966646,0,5465667,0,14151,1,5137,0,13504614,0,779711,0,179133,0,7799741,0,107132536,0,4080608,0,13650367,0,7866043,0,9487683,0,39995202,0,4209185,0,27843446,0,2755960,0,14200226,1,34534,0,11637557,0,784831,0,52315320,0,48683096,0,347201,0,20709,0,492906,0,5484,0,22319,0,373685,0,97500,0,27650,1,2586,0,2242184,0,48906349,0,35487204,0,1082801,0,2571695,0,282988,0,86418,0,493857,0,947296,0,1966626,0,17763,0,71758,0,674260,0,3133,0,393497,0,132482,0,291670,0,27418,0,28911,0,4346571,0,3408971,1,11226,0,3399488,0,5770237,0,2370749,0,1695477,0,336934,0,317521,0,19412,0,1808838,0,624927,0,617146,0,6665,1,3146,0,0,0,4637,1,1485,0,615659,0,225082,0,0
2006,1,238,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,238,12,0,6,0,4632331,0,180933,0,823605,0,40964,0,294973,0,0,0,0,0,345520,0,9042,0,0,0,593510,0,932202,0,233225,0,0,0,0,0,64070,0,1652026,0,125264,0,135902,0,4632331,0,435598,0,118682,0,498398,0,465407,0,1591257,0,151451,0,1371536,0,299540,0,1070647,0,0,0,1350,0,0,0,3227372,0,3061975,0,17486,0,320,0,140343,0,5046,0,2000,0,2253,0,4174,0,0,0,0,0,-6224,0,3111385,0,2265414,0,7360,0,157568,0,6065,0,8000,0,94789,0,35422,0,144095,0,228,0,24896,0,99041,0,0,0,3350,0,6348,0,16284,0,4158,0,325,0,238044,0,115987,0,758,0,116425,0,148897,0,32472,0,0,0,6101,0,6101,0,0,0,142797,0,50224,0,49974,0,221,0,454,0,0,0,17,0,0,0,49753,0,0,0,0
2006,1,238,11,0,9,0,3304259,0,232185,0,793498,0,29820,0,49059,0,20623,0,0,0,765511,0,0,0,0,0,164701,0,632317,0,282723,0,0,0,0,0,52759,0,1035936,0,204085,0,74300,0,3304259,0,445648,0,103732,0,852862,0,7902,0,1286525,0,69692,0,537900,0,215,0,44068,0,0,0,493618,0,0,0,4302591,0,4224194,0,32566,0,8,0,10162,0,79,0,24,0,951,0,1577,0,270,0,457,0,32304,0,4005678,0,3191230,0,48581,0,226577,0,16335,0,2923,0,35471,0,35134,0,112199,0,1342,0,45853,0,67651,0,0,0,5773,0,13014,0,37823,0,1018,0,159,0,164593,0,296912,0,274,0,297179,0,297179,0,0,0,201726,0,761,0,572,0,189,0,94693,0,33336,0,32974,0,0,0,241,0,0,0,0,0,0,0,33096,0,0,0,0
2006,1,238,10,0,63,0,13710583,0,1936811,0,5960359,0,62105,0,312368,0,2790,0,28367,0,1419340,0,51,0,0,0,650828,0,4010368,0,2279450,0,0,0,0,0,56453,0,1580448,0,434581,0,528538,0,13710583,0,2761879,0,408995,0,3207879,0,39888,0,1887174,0,747333,0,4657435,0,249776,0,3714803,0,1107,0,929789,0,238038,0,23983217,0,23271720,0,41646,0,13181,0,39663,0,2210,0,129,0,25179,0,37929,0,169,0,922,0,550468,0,23258688,0,18297722,0,317610,0,1357365,0,48580,0,30416,0,477518,0,441285,0,276344,0,19678,0,109874,0,341883,0,943,0,21371,0,85719,0,260169,0,10852,0,28432,0,1132927,0,724529,0,7997,0,719345,0,1094389,0,375044,0,544258,0,21577,0,21458,0,119,0,521588,0,183302,0,181773,0,167,0,1871,0,0,0,1303,0,3500,0,176628,0,8248,0,7036
2006,1,238,9,0,124,0,8516461,0,1149609,0,4060995,0,30483,0,274937,0,0,0,14563,0,766810,0,44389,0,6654,0,609668,0,2413878,0,1295199,0,13173,0,10440,0,65735,0,307892,0,38028,0,162307,0,8516461,0,1720968,0,366075,0,2061582,0,76675,0,892976,0,372822,0,3025362,0,173581,0,558816,0,85,0,2391602,0,98722,0,18484488,0,18272562,0,31752,0,4369,0,1410,0,17,0,264,0,14976,0,17249,0,775,0,294,0,140820,0,17548853,0,14103181,0,257846,0,980105,0,59914,0,16063,0,280732,0,287227,0,113418,0,5527,0,16327,0,234323,0,317,0,27468,0,79987,0,284159,0,7426,0,2210,0,792625,0,935635,0,3097,0,934363,0,996223,0,61860,0,626777,0,3918,0,3376,0,542,0,349240,0,120514,0,119965,0,180,0,4569,0,0,0,2521,0,96,0,113328,0,18525,0,0
2006,1,238,8,0,409,0,13822270,0,1716126,0,6799113,0,67038,0,665394,1,343,1,3929,0,1265652,0,96406,1,2459,0,648658,0,4762538,0,2727886,1,27988,1,8333,0,81884,0,291678,0,44387,0,307747,0,13822270,0,3070801,0,944538,0,3348481,0,199442,0,1467697,0,298309,0,4493003,0,208677,0,799519,5,,0,3770321,0,285514,0,33248574,0,32903714,0,34962,0,4015,0,20911,1,5287,1,93,0,17213,0,63549,0,696,1,1,0,198133,0,31728060,0,25933239,0,531620,0,1329272,0,95759,0,40503,0,644025,0,584787,0,158832,0,5555,0,16263,0,431484,1,8689,0,58440,0,141009,0,587736,0,8224,0,4576,0,1148048,0,1520514,1,186,0,1516685,0,1588978,0,72292,0,1136035,0,53730,0,53238,0,491,0,364468,0,125537,0,122866,1,1719,5,,0,0,1,236,1,706,0,124595,0,25174,0,0
2006,1,238,7,0,1670,0,25376176,0,3291370,0,13356895,0,108530,0,845523,1,238,1,62424,0,2684366,0,139796,1,6407,0,1192526,0,8303481,0,5087786,1,6567,1,1292,0,353702,0,178172,0,48989,0,201307,0,25376176,0,5799818,0,1947833,0,5654490,0,490023,0,2447583,0,764741,0,8271689,0,567044,0,887806,1,28715,0,6981513,0,193390,0,60873618,0,60419975,0,40735,0,6087,0,26693,0,0,1,412,0,34582,0,86290,0,3597,1,368,0,254879,0,57583860,0,46408064,0,1343354,0,2601581,0,157438,0,108239,0,965756,0,1153580,0,303403,0,10967,0,17279,0,732302,1,4089,0,82950,0,367685,0,1334893,0,13876,0,4831,0,1973571,0,3289758,1,8,0,3283679,0,3474006,0,190327,0,2625430,0,98182,0,95203,0,2979,0,670170,0,230643,0,227809,0,1623,0,0,0,0,0,3510,1,463,0,226670,0,24871,0,0
2006,1,238,6,0,3513,0,24617969,0,3266755,0,12431449,0,86876,0,1332878,1,4020,1,45,0,2955192,0,165802,1,4278,0,1020778,0,8059150,0,5127094,0,0,0,0,0,310645,0,282743,0,105681,0,103886,0,24617969,0,6006313,0,2085596,0,5442562,0,495835,0,1982197,0,523069,0,8082396,0,376140,0,754274,1,104896,0,7072112,0,225026,0,60386658,0,59918888,0,42763,0,3770,0,9478,1,10,1,552,0,9002,0,76600,0,2617,0,0,0,322979,0,57285296,0,44518250,0,1698575,0,3032948,0,222328,0,94702,0,1351849,0,1185622,0,309151,0,17170,0,11951,0,668431,1,1477,0,114690,0,319318,0,1198306,0,12977,0,2088,0,2525463,0,3101362,0,0,0,3097591,0,3322693,0,225102,0,2388643,0,102199,0,100367,0,1832,0,716649,0,242606,0,239693,0,2363,0,0,0,0,1,1725,0,2188,0,238693,0,29268,0,0
2006,1,238,5,0,24519,0,51607092,0,8102934,0,21805504,0,170072,0,3252218,0,8,1,9516,0,4164001,0,840435,1,32249,0,2646115,0,28159932,0,18656346,1,33,1,33,0,627130,0,454765,0,141000,0,479701,0,51607092,0,10187211,0,4631016,0,7414665,0,2236523,0,7903527,0,876763,0,18357387,0,857584,0,2125035,0,143915,0,16382887,0,1152034,0,152881220,0,151864283,0,112487,0,61324,0,37658,0,0,1,2768,0,71430,0,172759,0,8891,1,4373,0,545247,0,146530547,0,106913840,0,5549164,0,8986911,0,737416,0,345757,0,3427738,0,3628917,0,848344,0,30036,0,29464,0,2466995,1,403,0,625236,0,723532,0,2719002,0,17472,0,17646,0,9462675,0,6350673,1,953,0,6290301,0,7301354,0,1011052,0,4954148,0,496245,0,485663,0,10582,0,1288991,0,402440,0,394796,0,1669,1,15,0,0,0,2083,0,5554,0,394788,0,87563,0,1416
2006,1,238,4,0,26388,0,18635606,0,3907372,0,5615700,0,12559,0,1065594,1,6928,0,8,0,1047751,0,664576,1,129850,0,557648,0,17149361,0,12242724,1,9414,1,1019,0,297343,0,178344,0,50102,0,312123,0,18635606,0,2976296,0,1553800,0,1714172,0,1233976,0,3551044,0,253321,0,7352997,0,457899,0,962671,1,68002,0,6302616,0,438192,0,68736875,0,68309735,0,52102,1,2267,0,10489,4,,1,217,0,28559,0,154735,1,1207,1,115,0,177448,0,65703769,0,42547485,0,3123202,0,5560449,0,549127,0,138736,0,1713968,0,1756053,0,422364,0,14153,0,10577,0,1333207,0,0,0,409117,0,253239,0,998575,0,2856,0,13329,0,6857332,0,3033106,0,0,0,3030839,0,3616089,0,585250,0,2662056,0,234417,0,233572,1,845,0,397359,0,94895,0,94657,1,238,1,2,0,0,0,668,0,0,0,94226,0,21000,0,0
2006,1,238,3,0,339557,0,31274933,0,8010228,0,5326763,0,22398,0,1877553,1,39289,1,9137,0,1072074,0,2728506,1,29832,0,743819,0,43318894,0,32982741,1,13837,1,439,0,421066,0,758265,0,333654,0,264900,0,31274933,0,3985710,0,3756285,0,3422050,0,5513936,0,9182773,0,351778,0,5062400,0,1875018,0,3038098,0,125236,0,924049,0,900000,0,202121129,0,201224324,0,63391,0,0,0,42633,0,254,1,432,0,73905,0,305400,0,1713,0,0,0,409077,0,192979584,0,107454103,0,13812966,0,21733761,0,1332869,0,236744,0,4987792,0,5594324,0,1244183,0,25536,0,55666,0,3504812,1,5978,0,1226356,0,625178,0,2363551,0,4946,0,21814,0,28749006,0,9141546,0,0,0,9141546,0,12233540,0,3091995,0,8746814,0,632178,0,630979,0,1199,0,801961,0,123911,0,121930,1,6043,0,0,0,0,0,422,1,231,0,123257,0,135882,1,13374
2006,1,238,2,0,74965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11066316,0,10925583,0,3127,0,401,1,8,0,0,0,0,1,29423,0,48320,0,0,0,0,0,59454,0,10251820,0,5199438,0,787710,0,750973,0,104636,0,19608,0,261066,0,253218,0,99589,0,1677,0,16245,0,203790,1,1584,0,92766,0,49417,0,123406,1,430,1,6411,0,2279858,0,814496,0,0,0,814094,0,1076977,0,262882,0,748105,0,50270,0,50270,0,0,0,100305,0,10863,0,16957,0,0,0,0,0,0,0,3,0,0,0,10860,1,69705,0,0
2006,1,238,1,0,471223,0,195497681,0,31794323,0,76973881,0,630844,0,9970497,0,74239,0,127988,0,16486217,0,4689001,0,211730,0,8828250,0,117742122,0,80915174,1,71013,1,21557,0,2330788,0,6720268,0,1525772,0,2570711,0,195497681,0,37390243,0,15916552,0,33617140,0,10759608,0,32192752,0,4409278,0,61212107,0,5065473,0,13955736,0,471956,0,45249857,0,3530915,0,639312058,0,634396954,0,473017,0,95742,0,339446,0,12903,0,6892,0,307472,0,968583,0,19935,0,6530,0,2684584,0,609987541,0,416831965,0,27477987,0,46717509,0,3330468,0,1041691,0,14240704,0,14955569,0,4031921,0,131868,0,354395,0,10083919,0,23481,0,2667518,0,2664446,0,9923904,0,84234,0,101821,0,55324141,0,29324517,0,13274,0,29242049,0,35150325,0,5908276,0,24633991,0,1699579,0,1680800,0,18779,0,5448221,0,1618273,0,1603394,0,14224,0,7152,0,0,0,12488,0,12738,0,1585894,0,420235,1,21826
2006,1,238210,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,238210,12,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,2,,2,,2,,0,0,2,,2,,0,0,0,0,0,0,0,0,2,,0,0,0,0,2,,2,,0,0,2,,2,,0,0,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,0,0,2,,2,,0,0,2,,2,,0,0,0,0,2,,2,,0,0,2,,2,,2,,0,0,0,0,0,0,2,,2,,2,,0,0,0,0
2006,1,238210,11,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,2,,2,,0,0,0,0,0,0,2,,0,0,2,,2,,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,,2,,0,0,2,,0,0,2,,2,,2,,2,,2,,2,,2,,0,0,2,,0,0,2,,0,0,2,,2,,2,,0,0,2,,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
