GEO_ID|GEOGRAPHY|GEOTYPE|GEOTYPE_MEANING|SECTOR|SECTOR_MEANING|OPTYPE|OPTYPE_MEANING|NAICS|NAICS_MEANING|YEAR|YEAR_MEANING|CONCENFI|CONCENFI_MEANING|ESTAB|ESTABF|ECVALUE|ECVALUEF|VALPCT|VALPCTF|PAY|PAYF|PAY1Q|PAY1QF|EMP|EMPF 
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422520|Livestock whsle|1997|Reference year 1997|808|8 largest firms|198||3734065||15.5||18554||4783||1241|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422520|Livestock whsle|1997|Reference year 1997|820|20 largest firms|305||5890023||24.4||34202||8470||2160|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422520|Livestock whsle|1997|Reference year 1997|850|50 largest firms|344||8662541||35.9||56669||13314||3376|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42259|Other farm product raw material whsle|1997|Reference year 1997|003|All firms|1684||22375228||100||402889||87872||13971|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42259|Other farm product raw material whsle|1997|Reference year 1997|804|4 largest firms|36||5166080||23.1||61197||13079||1012|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42259|Other farm product raw material whsle|1997|Reference year 1997|808|8 largest firms|49||7778289||34.8||85854||17479||1464|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42259|Other farm product raw material whsle|1997|Reference year 1997|820|20 largest firms|104||11458216||51.2||142841||29075||3063|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42259|Other farm product raw material whsle|1997|Reference year 1997|850|50 largest firms|148||14425860||64.5||177783||36951||3884|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422590|Other farm product raw material whsle|1997|Reference year 1997|003|All firms|1684||22375228||100||402889||87872||13971|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422590|Other farm product raw material whsle|1997|Reference year 1997|804|4 largest firms|36||5166080||23.1||61197||13079||1012|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422590|Other farm product raw material whsle|1997|Reference year 1997|808|8 largest firms|49||7778289||34.8||85854||17479||1464|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422590|Other farm product raw material whsle|1997|Reference year 1997|820|20 largest firms|104||11458216||51.2||142841||29075||3063|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422590|Other farm product raw material whsle|1997|Reference year 1997|850|50 largest firms|148||14425860||64.5||177783||36951||3884|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225901|Hides, skins, & pelts whsle|1997|Reference year 1997|003|All firms|260||2096303||100||54276||13637||1983|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225901|Hides, skins, & pelts whsle|1997|Reference year 1997|804|4 largest firms|8||478640||22.8||5204||1246||179|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225901|Hides, skins, & pelts whsle|1997|Reference year 1997|808|8 largest firms|13||784712||37.4||12058||3344||414|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225901|Hides, skins, & pelts whsle|1997|Reference year 1997|820|20 largest firms|25||1297858||61.9||19037||4987||532|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225901|Hides, skins, & pelts whsle|1997|Reference year 1997|850|50 largest firms|59||1757190||83.8||31780||8217||931|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225902|Leaf tobacco whsle|1997|Reference year 1997|003|All firms|328||3658394||100||86300||19974||3720|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225902|Leaf tobacco whsle|1997|Reference year 1997|804|4 largest firms|10||1587375||43.4||48905||10452||809|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225902|Leaf tobacco whsle|1997|Reference year 1997|808|8 largest firms|15||1817581||49.7||54051||11826||1102|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225902|Leaf tobacco whsle|1997|Reference year 1997|820|20 largest firms|36||2171938||59.4||58742||13139||1651|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225902|Leaf tobacco whsle|1997|Reference year 1997|850|50 largest firms|68||2663401||72.8||64965||14141||1816|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225903|Wool, wool tops, & mohair whsle|1997|Reference year 1997|003|All firms|80||202820||100||7838||1656||307|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225903|Wool, wool tops, & mohair whsle|1997|Reference year 1997|804|4 largest firms|4||68752||33.9||1951||324||21|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225903|Wool, wool tops, & mohair whsle|1997|Reference year 1997|808|8 largest firms|10||98700||48.7||3138||555||69|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225903|Wool, wool tops, & mohair whsle|1997|Reference year 1997|820|20 largest firms|22||147325||72.6||4349||830||122|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225903|Wool, wool tops, & mohair whsle|1997|Reference year 1997|850|50 largest firms|52||194583||95.9||7146||1509||260|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225904|Cotton whsle|1997|Reference year 1997|003|All firms|297||10618437||100||110196||21147||2595|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225904|Cotton whsle|1997|Reference year 1997|804|4 largest firms|25||3791823||35.7||37348||7269||591|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225904|Cotton whsle|1997|Reference year 1997|808|8 largest firms|39||5771415||54.4||51918||9546||940|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225904|Cotton whsle|1997|Reference year 1997|820|20 largest firms|61||7842811||73.9||76218||14666||1510|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225904|Cotton whsle|1997|Reference year 1997|850|50 largest firms|91||9285177||87.4||86781||16608||1748|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225905|Other farm-product raw material whsle|1997|Reference year 1997|003|All firms|719||5799274||100||144279||31458||5366|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225905|Other farm-product raw material whsle|1997|Reference year 1997|804|4 largest firms|8||2285270||39.4||15038||2392||250|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225905|Other farm-product raw material whsle|1997|Reference year 1997|808|8 largest firms|45||3188998||55||27200||5372||888|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225905|Other farm-product raw material whsle|1997|Reference year 1997|820|20 largest firms|64||4039048||69.6||41626||8855||1212|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4225905|Other farm-product raw material whsle|1997|Reference year 1997|850|50 largest firms|97||4690997||80.9||66468||14818||1977|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226|Chemical & allied products whsle|1997|Reference year 1997|003|All firms|15920||128923496||100||7241315||1741474||165768|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226|Chemical & allied products whsle|1997|Reference year 1997|804|4 largest firms|296||17131593||13.3||360925||108823||4954|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226|Chemical & allied products whsle|1997|Reference year 1997|808|8 largest firms|343||25063692||19.4||512586||150210||7129|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226|Chemical & allied products whsle|1997|Reference year 1997|820|20 largest firms|802||39813483||30.9||1139312||311032||18320|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226|Chemical & allied products whsle|1997|Reference year 1997|850|50 largest firms|1351||58103877||45.1||1714328||452150||30218|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42261|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|003|All firms|4349||35193271||100||1743650||405948||43680|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42261|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|804|4 largest firms|76||6688355||19||91509||24350||1295|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42261|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|808|8 largest firms|169||9491567||27||159952||40884||2630|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42261|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|820|20 largest firms|237||13734958||39||238515||60415||3804|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42261|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|850|50 largest firms|420||17805435||50.6||376209||94793||7728|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422610|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|003|All firms|4349||35193271||100||1743650||405948||43680|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422610|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|804|4 largest firms|76||6688355||19||91509||24350||1295|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422610|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|808|8 largest firms|169||9491567||27||159952||40884||2630|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422610|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|820|20 largest firms|237||13734958||39||238515||60415||3804|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422610|Plastics materials & basic forms & shapes whsle|1997|Reference year 1997|850|50 largest firms|420||17805435||50.6||376209||94793||7728|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42269|Other chemical & allied products whsle|1997|Reference year 1997|003|All firms|11571||93730225||100||5497665||1335526||122088|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42269|Other chemical & allied products whsle|1997|Reference year 1997|804|4 largest firms|28||13384948||14.3||328229||102697||4102|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42269|Other chemical & allied products whsle|1997|Reference year 1997|808|8 largest firms|274||20045222||21.4||458978||134483||6654|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42269|Other chemical & allied products whsle|1997|Reference year 1997|820|20 largest firms|735||32706809||34.9||1048396||284013||17396|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42269|Other chemical & allied products whsle|1997|Reference year 1997|850|50 largest firms|1234||48555375||51.8||1569538||413820||28059|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422690|Other chemical & allied products whsle|1997|Reference year 1997|003|All firms|11571||93730225||100||5497665||1335526||122088|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422690|Other chemical & allied products whsle|1997|Reference year 1997|804|4 largest firms|28||13384948||14.3||328229||102697||4102|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422690|Other chemical & allied products whsle|1997|Reference year 1997|808|8 largest firms|274||20045222||21.4||458978||134483||6654|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422690|Other chemical & allied products whsle|1997|Reference year 1997|820|20 largest firms|735||32706809||34.9||1048396||284013||17396|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422690|Other chemical & allied products whsle|1997|Reference year 1997|850|50 largest firms|1234||48555375||51.8||1569538||413820||28059|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226901|Industrial gases (except LP) whsle|1997|Reference year 1997|003|All firms|1106||2806880||100||407882||97550||11505|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226901|Industrial gases (except LP) whsle|1997|Reference year 1997|804|4 largest firms|377||1219885||43.5||175921||42872||4653|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226901|Industrial gases (except LP) whsle|1997|Reference year 1997|808|8 largest firms|432||1618563||57.7||209670||51169||5397|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226901|Industrial gases (except LP) whsle|1997|Reference year 1997|820|20 largest firms|522||1949943||69.5||249252||60584||6480|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226901|Industrial gases (except LP) whsle|1997|Reference year 1997|850|50 largest firms|594||2274399||81||303079||73670||8041|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226902|Other chemical & allied products whsle|1997|Reference year 1997|003|All firms|10465||90923345||100||5089783||1237976||110583|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226902|Other chemical & allied products whsle|1997|Reference year 1997|804|4 largest firms|28||13384948||14.7||328229||102697||4102|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226902|Other chemical & allied products whsle|1997|Reference year 1997|808|8 largest firms|270||20032737||22||457949||134198||6620|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226902|Other chemical & allied products whsle|1997|Reference year 1997|820|20 largest firms|731||32694324||36||1047367||283728||17362|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4226902|Other chemical & allied products whsle|1997|Reference year 1997|850|50 largest firms|1100||48222203||53||1503331||398405||26578|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227|Petroleum & petroleum products whsle|1997|Reference year 1997|003|All firms|11297|r|267623942|r|100||4479853|r|1081580|r|137829|r
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227|Petroleum & petroleum products whsle|1997|Reference year 1997|804|4 largest firms|251||39947959||14.9||311939||89980||5059|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227|Petroleum & petroleum products whsle|1997|Reference year 1997|808|8 largest firms|377||71198529||26.6||469096||130422||7837|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227|Petroleum & petroleum products whsle|1997|Reference year 1997|820|20 largest firms|932||125223451||46.8||938448||249099||21582|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227|Petroleum & petroleum products whsle|1997|Reference year 1997|850|50 largest firms|1274||168592247||63||1211757||316200||27422|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271|Petroleum bulk stations & terminals|1997|Reference year 1997|003|All firms|7690|r|176719246|r|100||3165900|r|754255|r|102489|r
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271|Petroleum bulk stations & terminals|1997|Reference year 1997|804|4 largest firms|148||33093072||18.7||158502||41757||2928|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271|Petroleum bulk stations & terminals|1997|Reference year 1997|808|8 largest firms|344||59346254||33.6||324442||84630||6538|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271|Petroleum bulk stations & terminals|1997|Reference year 1997|820|20 largest firms|676||96267989||54.5||623565||156496||14731|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271|Petroleum bulk stations & terminals|1997|Reference year 1997|850|50 largest firms|939||117451794||66.5||847107||210536||19242|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422710|Petroleum bulk stations & terminals|1997|Reference year 1997|003|All firms|7690|r|176719246|r|100||3165900|r|754255|r|102489|r
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422710|Petroleum bulk stations & terminals|1997|Reference year 1997|804|4 largest firms|148||33093072||18.7||158502||41757||2928|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422710|Petroleum bulk stations & terminals|1997|Reference year 1997|808|8 largest firms|344||59346254||33.6||324442||84630||6538|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422710|Petroleum bulk stations & terminals|1997|Reference year 1997|820|20 largest firms|676||96267989||54.5||623565||156496||14731|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422710|Petroleum bulk stations & terminals|1997|Reference year 1997|850|50 largest firms|939||117451794||66.5||847107||210536||19242|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227101|Petroleum bulk stations & terminals (except LP)|1997|Reference year 1997|003|All firms|7270|r|171008939|r|100||2991345|r|713993|r|97752|r
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227101|Petroleum bulk stations & terminals (except LP)|1997|Reference year 1997|804|4 largest firms|145||33024979||19.3||156945||41295||2895|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227101|Petroleum bulk stations & terminals (except LP)|1997|Reference year 1997|808|8 largest firms|335||57948691||33.9||318946||82901||6454|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227101|Petroleum bulk stations & terminals (except LP)|1997|Reference year 1997|820|20 largest firms|664||94807229||55.4||614312||153793||14568|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227101|Petroleum bulk stations & terminals (except LP)|1997|Reference year 1997|850|50 largest firms|934||115193761||67.4||832130||207162||19045|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271011|Petroleum bulk stations (except LP)|1997|Reference year 1997|003|All firms|6045||50922994||100||1878095||443455||69499|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271011|Petroleum bulk stations (except LP)|1997|Reference year 1997|804|4 largest firms|64||4589913||9||29791||7750||558|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271011|Petroleum bulk stations (except LP)|1997|Reference year 1997|808|8 largest firms|122||6762680||13.3||80481||21792||1910|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271011|Petroleum bulk stations (except LP)|1997|Reference year 1997|820|20 largest firms|200||9213502||18.1||128984||32894||3253|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271011|Petroleum bulk stations (except LP)|1997|Reference year 1997|850|50 largest firms|423||12794919||25.1||217187||55531||6793|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271012|Petroleum bulk terminals (except LP)|1997|Reference year 1997|003|All firms|1225|r|120085945|r|100||1113250|r|270538|r|28253|r
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271012|Petroleum bulk terminals (except LP)|1997|Reference year 1997|804|4 largest firms|109||30861730||25.7||119424||30729||2157|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271012|Petroleum bulk terminals (except LP)|1997|Reference year 1997|808|8 largest firms|265||54400193||45.3||286846||74167||5769|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271012|Petroleum bulk terminals (except LP)|1997|Reference year 1997|820|20 largest firms|517||88838172||74||546715||135582||12940|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42271012|Petroleum bulk terminals (except LP)|1997|Reference year 1997|850|50 largest firms|749||107929990||89.9||726907||179264||16482|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227102|Liquefied petroleum bulk stations & terminals|1997|Reference year 1997|003|All firms|420||5710307||100||174555||40262||4737|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227102|Liquefied petroleum bulk stations & terminals|1997|Reference year 1997|804|4 largest firms|131||2905372||50.9||41795||10159||1277|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227102|Liquefied petroleum bulk stations & terminals|1997|Reference year 1997|808|8 largest firms|146||3660991||64.1||57334||13716||1591|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227102|Liquefied petroleum bulk stations & terminals|1997|Reference year 1997|820|20 largest firms|172||4515054||79.1||103418||23145||2508|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4227102|Liquefied petroleum bulk stations & terminals|1997|Reference year 1997|850|50 largest firms|220||5227056||91.5||131082||29930||3286|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42272|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|003|All firms|3607||90904696|r|100||1313953||327325||35340|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42272|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|804|4 largest firms|54||20029964||22||178476||52425||2408|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42272|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|808|8 largest firms|162||32151780||35.4||260354||76120||5744|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42272|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|820|20 largest firms|199||51354933||56.5||322847||91506||7103|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42272|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|850|50 largest firms|386||64935217||71.4||471301||130143||9703|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422720|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|003|All firms|3607||90904696|r|100||1313953||327325||35340|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422720|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|804|4 largest firms|54||20029964||22||178476||52425||2408|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422720|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|808|8 largest firms|162||32151780||35.4||260354||76120||5744|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422720|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|820|20 largest firms|199||51354933||56.5||322847||91506||7103|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422720|Petroleum & petroleum prod whsle (exc bulk stations & terminals)|1997|Reference year 1997|850|50 largest firms|386||64935217||71.4||471301||130143||9703|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228|Beer, wine, & distilled alcoholic beverage whsle|1997|Reference year 1997|003|All firms|4850||69703203||100||5667069||1336925||151677|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228|Beer, wine, & distilled alcoholic beverage whsle|1997|Reference year 1997|804|4 largest firms|100||8327779||11.9||385224||106702||6323|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228|Beer, wine, & distilled alcoholic beverage whsle|1997|Reference year 1997|808|8 largest firms|138||12020444||17.2||577303||158275||9854|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228|Beer, wine, & distilled alcoholic beverage whsle|1997|Reference year 1997|820|20 largest firms|259||19440661||27.9||1023993||267350||20212|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228|Beer, wine, & distilled alcoholic beverage whsle|1997|Reference year 1997|850|50 largest firms|366||26567239||38.1||1556631||396175||33294|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42281|Beer & ale whsle|1997|Reference year 1997|003|All firms|3013||34997239||100||3308583||752374||96284|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42281|Beer & ale whsle|1997|Reference year 1997|804|4 largest firms|26||2143375||6.1||115216||24243||2816|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42281|Beer & ale whsle|1997|Reference year 1997|808|8 largest firms|43||3222507||9.2||177967||39807||4309|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42281|Beer & ale whsle|1997|Reference year 1997|820|20 largest firms|82||5387866||15.4||350299||80952||9045|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42281|Beer & ale whsle|1997|Reference year 1997|850|50 largest firms|165||8544471||24.4||635115||149342||17125|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422810|Beer & ale whsle|1997|Reference year 1997|003|All firms|3013||34997239||100||3308583||752374||96284|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422810|Beer & ale whsle|1997|Reference year 1997|804|4 largest firms|26||2143375||6.1||115216||24243||2816|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422810|Beer & ale whsle|1997|Reference year 1997|808|8 largest firms|43||3222507||9.2||177967||39807||4309|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422810|Beer & ale whsle|1997|Reference year 1997|820|20 largest firms|82||5387866||15.4||350299||80952||9045|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422810|Beer & ale whsle|1997|Reference year 1997|850|50 largest firms|165||8544471||24.4||635115||149342||17125|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42282|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|003|All firms|1837||34705964||100||2358486||584551||55393|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42282|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|804|4 largest firms|100||8327779||24||385224||106702||6323|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42282|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|808|8 largest firms|140||11934053||34.4||552741||153589||9567|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42282|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|820|20 largest firms|246||18236711||52.5||990216||260438||19533|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|42282|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|850|50 largest firms|341||23812781||68.6||1445774||371522||30226|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422820|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|003|All firms|1837||34705964||100||2358486||584551||55393|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422820|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|804|4 largest firms|100||8327779||24||385224||106702||6323|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422820|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|808|8 largest firms|140||11934053||34.4||552741||153589||9567|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422820|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|820|20 largest firms|246||18236711||52.5||990216||260438||19533|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|422820|Wine & distilled alcoholic beverage whsle|1997|Reference year 1997|850|50 largest firms|341||23812781||68.6||1445774||371522||30226|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228201|Wine & distilled alcoholic bev (licensed operation) whsle|1997|Reference year 1997|003|All firms|1715||34325562||100||2348175||580900||54751|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228201|Wine & distilled alcoholic bev (licensed operation) whsle|1997|Reference year 1997|804|4 largest firms|100||8327779||24.3||385224||106702||6323|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228201|Wine & distilled alcoholic bev (licensed operation) whsle|1997|Reference year 1997|808|8 largest firms|140||11934053||34.8||552741||153589||9567|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228201|Wine & distilled alcoholic bev (licensed operation) whsle|1997|Reference year 1997|820|20 largest firms|246||18236711||53.1||990216||260438||19533|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228201|Wine & distilled alcoholic bev (licensed operation) whsle|1997|Reference year 1997|850|50 largest firms|342||23787811||69.3||1453064||373628||30394|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228202|Wine & distilled alcoholic beverage (State operated) whsle|1997|Reference year 1997|003|All firms|122||380402||100||10311||3651||642|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228202|Wine & distilled alcoholic beverage (State operated) whsle|1997|Reference year 1997|804|4 largest firms|37||282909||74.4||7287||1798||314|
01000US|United States|1|United States|42|Wholesale trade|00|Wholesale trade|4228202|Wine & distilled alcoholic beverage (State operated) whsle|1997|Reference year 1997|808|8 largest firms|118||0|D|0|D|0|D|0|D|0|f
