GEO_ID|GEOGRAPHY|GEOTYPE|GEOTYPE_MEANING|SECTOR|SECTOR_MEANING|OPTYPE|OPTYPE_MEANING|NAICS|NAICS_MEANING|YEAR|YEAR_MEANING|CONCENFI|CONCENFI_MEANING|ESTAB|ESTABF|ECVALUE|ECVALUEF|VALPCT|VALPCTF|PAY|PAYF|PAY1Q|PAY1QF|EMP|EMPF 
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218|Machinery, equipment, & supplies whsle|1997|Reference year 1997|804|4 largest firms|104||25635032||33.9||498750||131328||7944|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218|Machinery, equipment, & supplies whsle|1997|Reference year 1997|808|8 largest firms|203||32429443||42.8||677848||168256||11370|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218|Machinery, equipment, & supplies whsle|1997|Reference year 1997|820|20 largest firms|682||43555004||57.5||1060926||257928||21204|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218|Machinery, equipment, & supplies whsle|1997|Reference year 1997|850|50 largest firms|1415||55314753||73.1||1727499||420728||34838|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42181|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|003|All firms|281||11913590||100||447715||117664||8930|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42181|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|804|4 largest firms|50||9468961||79.5||265371||71675||4559|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42181|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|808|8 largest firms|97||10260954||86.1||306542||81765||5413|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42181|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|820|20 largest firms|155||11386982||95.6||382962||101579||7296|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42181|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|850|50 largest firms|250||11869456||99.6||442781||116455||8767|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421810|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|003|All firms|281||11913590||100||447715||117664||8930|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421810|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|804|4 largest firms|50||9468961||79.5||265371||71675||4559|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421810|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|808|8 largest firms|97||10260954||86.1||306542||81765||5413|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421810|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|820|20 largest firms|155||11386982||95.6||382962||101579||7296|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421810|Construction & mining (except petroleum) machinery & equip whsle|1997|Reference year 1997|850|50 largest firms|250||11869456||99.6||442781||116455||8767|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42182|Farm & garden machinery & equipment whsle|1997|Reference year 1997|003|All firms|132||7823700||100||181944||42452||4175|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42182|Farm & garden machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|24||0|D|0|D|0|D|0|D|0|g
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42182|Farm & garden machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|49||7439538||95.1||141809||32909||2985|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42182|Farm & garden machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|70||7683735||98.2||171300||39832||3841|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42182|Farm & garden machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|129||7822723||100||181839||42432||4170|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421820|Farm & garden machinery & equipment whsle|1997|Reference year 1997|003|All firms|132||7823700||100||181944||42452||4175|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421820|Farm & garden machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|24||0|D|0|D|0|D|0|D|0|g
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421820|Farm & garden machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|49||7439538||95.1||141809||32909||2985|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421820|Farm & garden machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|70||7683735||98.2||171300||39832||3841|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421820|Farm & garden machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|129||7822723||100||181839||42432||4170|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218201|Farm machinery & equipment - farm dealers|1997|Reference year 1997|003|All firms|42||0|D|0|D|0|D|0|D|0|f
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218201|Farm machinery & equipment - farm dealers|1997|Reference year 1997|804|4 largest firms|18||0|D|0|D|0|D|0|D|0|e
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218201|Farm machinery & equipment - farm dealers|1997|Reference year 1997|808|8 largest firms|25||0|D|0|D|0|D|0|D|0|f
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218201|Farm machinery & equipment - farm dealers|1997|Reference year 1997|820|20 largest firms|40||0|D|0|D|0|D|0|D|0|f
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218201|Farm machinery & equipment - farm dealers|1997|Reference year 1997|850|50 largest firms|42||0|D|0|D|0|D|0|D|0|f
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218202|Farm machinery & equipment - whsle distributors|1997|Reference year 1997|003|All firms|70||0|D|0|D|0|D|0|D|0|h
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218202|Farm machinery & equipment - whsle distributors|1997|Reference year 1997|804|4 largest firms|16||0|D|0|D|0|D|0|D|0|g
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218202|Farm machinery & equipment - whsle distributors|1997|Reference year 1997|808|8 largest firms|23||0|D|0|D|0|D|0|D|0|g
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218202|Farm machinery & equipment - whsle distributors|1997|Reference year 1997|820|20 largest firms|56||0|D|0|D|0|D|0|D|0|h
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218202|Farm machinery & equipment - whsle distributors|1997|Reference year 1997|850|50 largest firms|70||0|D|0|D|0|D|0|D|0|h
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218203|Lawn & garden machinery & equipment whsle|1997|Reference year 1997|003|All firms|20||1036338||100||39387||8747||754|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218203|Lawn & garden machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|5||998624||96.4||34344||7628||615|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218203|Lawn & garden machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|19||1036262||100||39343||8745||752|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218203|Lawn & garden machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|20||1036338||100||39387||8747||754|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218203|Lawn & garden machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|20||1036338||100||39387||8747||754|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183|Industrial machinery & equipment whsle|1997|Reference year 1997|003|All firms|2332||25170814||100||1793155||423140||38160|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183|Industrial machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|89||4482494||17.8||217538||46367||5717|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183|Industrial machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|422||6685948||26.6||348785||77190||8296|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183|Industrial machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|759||11365979||45.2||764527||173293||16536|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183|Industrial machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|1087||17942466||71.3||1127479||264878||23695|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421830|Industrial machinery & equipment whsle|1997|Reference year 1997|003|All firms|2332||25170814||100||1793155||423140||38160|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421830|Industrial machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|89||4482494||17.8||217538||46367||5717|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421830|Industrial machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|422||6685948||26.6||348785||77190||8296|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421830|Industrial machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|759||11365979||45.2||764527||173293||16536|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421830|Industrial machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|1087||17942466||71.3||1127479||264878||23695|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218301|Food-processing machinery & equipment whsle|1997|Reference year 1997|003|All firms|33||337285||100||31261||7266||771|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218301|Food-processing machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|14||232046||68.8||12836||3156||354|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218301|Food-processing machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|19||280075||83||20787||4948||512|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218301|Food-processing machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|32||336785||99.9||31161||7245||770|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218301|Food-processing machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|33||337285||100||31261||7266||771|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218302|Hydraulic & pneumatic (fluid-power) machinery & equipment whsle|1997|Reference year 1997|003|All firms|264||2063142||100||118654||30155||2901|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218302|Hydraulic & pneumatic (fluid-power) machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|59||913609||44.3||38371||10056||1045|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218302|Hydraulic & pneumatic (fluid-power) machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|112||1420075||68.8||59427||15843||1607|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218302|Hydraulic & pneumatic (fluid-power) machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|178||1813776||87.9||89415||22467||2189|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218302|Hydraulic & pneumatic (fluid-power) machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|245||2044444||99.1||116037||29531||2834|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183021|Hydraulic & pneumatic pumps & motors whsle|1997|Reference year 1997|003|All firms|204||1185714||100||77648||20182||1799|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183021|Hydraulic & pneumatic pumps & motors whsle|1997|Reference year 1997|804|4 largest firms|73||660682||55.7||30606||8140||741|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183021|Hydraulic & pneumatic pumps & motors whsle|1997|Reference year 1997|808|8 largest firms|116||872215||73.6||46663||12401||1172|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183021|Hydraulic & pneumatic pumps & motors whsle|1997|Reference year 1997|820|20 largest firms|175||1118422||94.3||70208||17721||1610|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183021|Hydraulic & pneumatic pumps & motors whsle|1997|Reference year 1997|850|50 largest firms|204||1185714||100||77648||20182||1799|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183022|Hydraulic & pneumatic parts, accessories, & supplies whsle|1997|Reference year 1997|003|All firms|60||877428||100||41006||9973||1102|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183022|Hydraulic & pneumatic parts, accessories, & supplies whsle|1997|Reference year 1997|804|4 largest firms|21||687638||78.4||19858||5330||622|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183022|Hydraulic & pneumatic parts, accessories, & supplies whsle|1997|Reference year 1997|808|8 largest firms|27||776031||88.4||28649||6816||768|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183022|Hydraulic & pneumatic parts, accessories, & supplies whsle|1997|Reference year 1997|820|20 largest firms|45||863462||98.4||38947||9376||1037|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42183022|Hydraulic & pneumatic parts, accessories, & supplies whsle|1997|Reference year 1997|850|50 largest firms|60||877428||100||41006||9973||1102|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218303|General-purpose industrial machinery & equipment whsle|1997|Reference year 1997|003|All firms|679||7711350||100||540870||118105||10902|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218303|General-purpose industrial machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|128||2918721||37.8||163901||31776||3247|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218303|General-purpose industrial machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|221||4017455||52.1||267161||53005||5127|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218303|General-purpose industrial machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|372||5772973||74.9||367000||78474||7116|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218303|General-purpose industrial machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|505||7101243||92.1||470724||101077||9183|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218304|Metalworking machinery & equipment whsle|1997|Reference year 1997|003|All firms|133||2386799||100||146132||36850||3061|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218304|Metalworking machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|21||1340297||56.2||51320||13401||1004|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218304|Metalworking machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|42||1803892||75.6||80242||21207||1508|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218304|Metalworking machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|77||2244350||94||126427||32256||2606|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218304|Metalworking machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|125||2383143||99.8||145535||36700||3037|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218305|Materials handling equipment whsle|1997|Reference year 1997|003|All firms|188||2721654||100||244145||58321||5619|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218305|Materials handling equipment whsle|1997|Reference year 1997|804|4 largest firms|40||1423524||52.3||95935||22603||1870|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218305|Materials handling equipment whsle|1997|Reference year 1997|808|8 largest firms|68||1966244||72.2||167917||40421||3822|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218305|Materials handling equipment whsle|1997|Reference year 1997|820|20 largest firms|119||2462060||90.5||212496||51585||4818|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218305|Materials handling equipment whsle|1997|Reference year 1997|850|50 largest firms|160||2695452||99||239835||57390||5500|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218306|Oilwell, oil refinery, & pipeline mach, equip, & supplies whsle|1997|Reference year 1997|003|All firms|599||2860833||100||271680||65414||5782|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218306|Oilwell, oil refinery, & pipeline mach, equip, & supplies whsle|1997|Reference year 1997|804|4 largest firms|294||1417927||49.6||130163||31071||2789|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218306|Oilwell, oil refinery, & pipeline mach, equip, & supplies whsle|1997|Reference year 1997|808|8 largest firms|384||1998426||69.9||178594||42706||3616|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218306|Oilwell, oil refinery, & pipeline mach, equip, & supplies whsle|1997|Reference year 1997|820|20 largest firms|487||2546961||89||229334||55047||4818|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218306|Oilwell, oil refinery, & pipeline mach, equip, & supplies whsle|1997|Reference year 1997|850|50 largest firms|584||2846227||99.5||269031||64740||5691|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218307|Other industrial machinery & equipment whsle|1997|Reference year 1997|003|All firms|436||7089751||100||440413||107029||9124|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218307|Other industrial machinery & equipment whsle|1997|Reference year 1997|804|4 largest firms|44||2543219||35.9||129101||31107||3582|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218307|Other industrial machinery & equipment whsle|1997|Reference year 1997|808|8 largest firms|65||3585473||50.6||174459||44432||4482|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218307|Other industrial machinery & equipment whsle|1997|Reference year 1997|820|20 largest firms|137||5275614||74.4||288397||70245||6248|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218307|Other industrial machinery & equipment whsle|1997|Reference year 1997|850|50 largest firms|270||6564715||92.6||384655||93780||7951|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42184|Industrial supplies whsle|1997|Reference year 1997|003|All firms|1097||23846292||100||643575||160535||14411|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42184|Industrial supplies whsle|1997|Reference year 1997|804|4 largest firms|46||13677576||57.4||149555||40777||2127|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42184|Industrial supplies whsle|1997|Reference year 1997|808|8 largest firms|218||17106090||71.7||192034||51305||2915|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42184|Industrial supplies whsle|1997|Reference year 1997|820|20 largest firms|360||20385422||85.5||350965||88922||6634|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42184|Industrial supplies whsle|1997|Reference year 1997|850|50 largest firms|756||22402692||93.9||498761||125071||10295|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421840|Industrial supplies whsle|1997|Reference year 1997|003|All firms|1097||23846292||100||643575||160535||14411|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421840|Industrial supplies whsle|1997|Reference year 1997|804|4 largest firms|46||13677576||57.4||149555||40777||2127|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421840|Industrial supplies whsle|1997|Reference year 1997|808|8 largest firms|218||17106090||71.7||192034||51305||2915|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421840|Industrial supplies whsle|1997|Reference year 1997|820|20 largest firms|360||20385422||85.5||350965||88922||6634|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421840|Industrial supplies whsle|1997|Reference year 1997|850|50 largest firms|756||22402692||93.9||498761||125071||10295|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218402|Mechanical power transmission supplies whsle|1997|Reference year 1997|003|All firms|301||5311517||100||165934||38789||3993|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218402|Mechanical power transmission supplies whsle|1997|Reference year 1997|804|4 largest firms|172||3428514||64.5||42479||10528||788|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218402|Mechanical power transmission supplies whsle|1997|Reference year 1997|808|8 largest firms|211||4577253||86.2||129090||29770||3046|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218402|Mechanical power transmission supplies whsle|1997|Reference year 1997|820|20 largest firms|266||5228022||98.4||157609||36867||3700|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218402|Mechanical power transmission supplies whsle|1997|Reference year 1997|850|50 largest firms|301||5311517||100||165934||38789||3993|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218403|Welding supplies whsle|1997|Reference year 1997|003|All firms|241||451429||100||55031||12847||1663|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218403|Welding supplies whsle|1997|Reference year 1997|804|4 largest firms|170||301233||66.7||40023||9487||1157|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218403|Welding supplies whsle|1997|Reference year 1997|808|8 largest firms|206||381908||84.6||46807||11221||1424|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218403|Welding supplies whsle|1997|Reference year 1997|820|20 largest firms|241||451429||100||55031||12847||1663|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218403|Welding supplies whsle|1997|Reference year 1997|850|50 largest firms|241||451429||100||55031||12847||1663|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218404|Industrial containers & supplies whsle|1997|Reference year 1997|003|All firms|57||4145874||100||26872||7133||618|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218404|Industrial containers & supplies whsle|1997|Reference year 1997|804|4 largest firms|19||3845152||92.7||7960||2473||112|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218404|Industrial containers & supplies whsle|1997|Reference year 1997|808|8 largest firms|28||4003272||96.6||12571||3717||207|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218404|Industrial containers & supplies whsle|1997|Reference year 1997|820|20 largest firms|44||4115279||99.3||23574||6225||480|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218404|Industrial containers & supplies whsle|1997|Reference year 1997|850|50 largest firms|57||4145874||100||26872||7133||618|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218405|Industrial valves & fittings (except fluid-power) whsle|1997|Reference year 1997|003|All firms|98||654866||100||67124||17160||1422|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218405|Industrial valves & fittings (except fluid-power) whsle|1997|Reference year 1997|804|4 largest firms|33||405524||61.9||33772||8061||666|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218405|Industrial valves & fittings (except fluid-power) whsle|1997|Reference year 1997|808|8 largest firms|65||522204||79.7||48321||11996||991|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218405|Industrial valves & fittings (except fluid-power) whsle|1997|Reference year 1997|820|20 largest firms|93||643207||98.2||66572||17031||1410|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218405|Industrial valves & fittings (except fluid-power) whsle|1997|Reference year 1997|850|50 largest firms|98||654866||100||67124||17160||1422|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218406|Other industrial supplies whsle|1997|Reference year 1997|003|All firms|400||13282606||100||328614||84606||6715|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218406|Other industrial supplies whsle|1997|Reference year 1997|804|4 largest firms|42||10669605||80.3||166326||44487||2528|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218406|Other industrial supplies whsle|1997|Reference year 1997|808|8 largest firms|92||11480010||86.4||196434||52292||3141|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218406|Other industrial supplies whsle|1997|Reference year 1997|820|20 largest firms|236||12412201||93.4||247731||64942||4410|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|4218406|Other industrial supplies whsle|1997|Reference year 1997|850|50 largest firms|328||13055984||98.3||305347||78397||5925|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42185|Service establishment equipment & supplies whsle|1997|Reference year 1997|003|All firms|182||3466042||100||98546||23118||2107|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42185|Service establishment equipment & supplies whsle|1997|Reference year 1997|804|4 largest firms|111||3055672||88.2||52206||11998||1043|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42185|Service establishment equipment & supplies whsle|1997|Reference year 1997|808|8 largest firms|133||3324896||95.9||73590||17244||1445|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42185|Service establishment equipment & supplies whsle|1997|Reference year 1997|820|20 largest firms|157||3436063||99.1||93528||21876||1931|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|42185|Service establishment equipment & supplies whsle|1997|Reference year 1997|850|50 largest firms|182||3466042||100||98546||23118||2107|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421850|Service establishment equipment & supplies whsle|1997|Reference year 1997|003|All firms|182||3466042||100||98546||23118||2107|
01000US|United States|1|United States|42|Wholesale trade|20|Manufacturers' sales branches and sales offices|421850|Service establishment equipment & supplies whsle|1997|Reference year 1997|804|4 largest firms|111||3055672||88.2||52206||11998||1043|
