year,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1979,h) 2500 to 4999,1381,53148,3406639,3276356,8295,16.16,4659,9.077,607347,251354,355993,7.672,18.537,349652,142646,207006,4.354,10.672,257695,7.865,21.344,(D),(D),(D)
1979,i) 5000 to 9999,807,55103,3869219,3759389,5673,10.484,3692,6.823,612180,197241,414939,5.247,16.284,393759,124872,268887,3.322,10.474,218421,5.81,20.948,(D),(D),(D)
1979,j) 10000+,692,229392,18463573,18100847,24260,10.719,18143,8.016,2523520,758153,1765367,4.188,13.941,1783019,578044,1204975,3.193,9.85,740501,4.091,19.701,0,0,0
1980,a) 1 to 4,2203441,2211777,5204244,5177158,454261,20.753,408464,18.661,1760237,1176205,584032,22.719,34.0,1708044,1018818,689226,19.679,32.992,52193,1.008,65.984,328110,329340,831739
1980,b) 5 to 9,715099,734978,5024685,5055293,37994,5.184,33860,4.62,1102549,453518,649031,8.971,21.81,1162594,403066,759528,7.973,22.998,-60045,-1.188,43.62,25010,26076,330929
1980,c) 10 to 19,426026,464609,5960740,5984463,17796,3.834,16973,3.656,1107867,366024,741843,6.116,18.512,1154547,339448,815099,5.672,19.292,-46680,-0.78,37.025,10007,11003,268784
1980,d) 20 to 99,342623,468136,13653266,13664882,19385,4.141,19375,4.139,2223574,591928,1631646,4.332,16.272,2247568,583151,1664417,4.268,16.448,-23994,-0.176,32.544,5088,6439,365049
1980,e) 100 to 499,51418,181073,9879321,9851170,14161,7.851,12777,7.083,1526984,422347,1104637,4.287,15.501,1475108,457593,1017515,4.645,14.974,51876,0.527,29.948,341,829,116439
1980,f) 500 to 999,5777,55718,3561574,3525953,5830,10.584,4561,8.28,522238,189154,333084,5.365,14.811,451688,147529,304159,4.184,12.81,70550,2.001,25.621,18,63,19032
1980,g) 1000 to 2499,3597,68784,4699111,4621187,8831,13.069,6405,9.479,676134,269588,406546,5.834,14.631,517813,192969,324844,4.176,11.205,158321,3.426,22.41,3,3,4126
1980,h) 2500 to 4999,1393,55219,3503557,3456651,7210,13.42,4222,7.859,507389,222363,285026,6.433,14.679,410138,157767,252371,4.564,11.865,97251,2.813,23.73,(D),(D),(D)
1980,i) 5000 to 9999,832,57864,3857790,3860388,6504,11.247,6432,11.123,522280,228078,294202,5.908,13.529,529844,248872,280972,6.447,13.725,-7564,-0.196,27.058,0,0,0
1980,j) 10000+,725,235093,18764979,18821076,20512,8.751,19134,8.163,2293091,760080,1533011,4.038,12.184,2395710,696922,1698788,3.703,12.729,-102619,-0.545,24.367,0,0,0
1981,a) 1 to 4,2228625,2236346,5278265,5233394,446001,20.048,422703,19.0,1784809,1174465,610344,22.442,34.104,1695696,1045378,650318,19.975,32.401,89113,1.703,64.803,336693,338377,852375
1981,b) 5 to 9,718787,739291,5111099,5064828,39255,5.335,32381,4.4,1167999,488562,679437,9.646,23.061,1076163,391640,684523,7.733,21.248,91836,1.813,42.496,24719,26099,327592
1981,c) 10 to 19,426434,465517,6030393,5982673,18971,4.092,15102,3.258,1178495,425777,752718,7.117,19.698,1082230,330400,751830,5.523,18.089,96265,1.609,36.179,10215,11271,274248
1981,d) 20 to 99,343263,472809,13768629,13641908,24337,5.198,15099,3.225,2364655,772530,1592125,5.663,17.334,2108657,523896,1584761,3.84,15.457,255998,1.877,30.914,5288,6777,372082
1981,e) 100 to 499,52168,189870,10012308,9902834,17712,9.544,9125,4.917,1612560,568816,1043744,5.744,16.284,1392138,303601,1088537,3.066,14.058,220422,2.226,28.116,336,883,110140
1981,f) 500 to 999,5983,59112,3641054,3572105,7532,13.261,2908,5.12,579669,237982,341687,6.662,16.228,438999,108595,330404,3.04,12.29,140670,3.938,24.579,20,291,20593
1981,g) 1000 to 2499,3777,72491,4823873,4736267,9060,12.985,3625,5.195,685949,291325,394624,6.151,14.483,511365,138824,372541,2.931,10.797,174584,3.686,21.594,17,39,34462
1981,h) 2500 to 4999,1494,62432,3717885,3666728,8037,13.448,2701,4.519,501148,225512,275636,6.15,13.667,397296,80814,316482,2.204,10.835,103852,2.832,21.67,0,0,0
1981,i) 5000 to 9999,850,63827,3860983,3783073,7774,12.651,3022,4.918,521390,225474,295916,5.96,13.782,367280,87989,279291,2.326,9.709,154110,4.074,19.417,3,11,14215
1981,j) 10000+,817,253784,19484163,19340254,28174,11.389,15381,6.217,2485149,967276,1517873,5.001,12.85,2202538,467706,1734832,2.418,11.388,282611,1.461,22.777,0,0,0
1982,a) 1 to 4,2185739,2194440,5239501,5251949,431489,19.495,469208,21.199,1785909,1133653,652256,21.585,34.005,1808526,1160330,648196,22.093,34.435,-22617,-0.431,68.009,367457,368970,938230
1982,b) 5 to 9,720237,740860,5061229,5088317,39409,5.327,37169,5.025,1119444,445822,673622,8.762,22.0,1172898,433038,739860,8.51,23.051,-53454,-1.051,44.001,27181,28314,361139
1982,c) 10 to 19,424824,463392,5922975,5958003,20317,4.387,19703,4.255,1135876,393199,742677,6.6,19.065,1204883,375790,829093,6.307,20.223,-69007,-1.158,38.129,11306,12412,303798
1982,d) 20 to 99,340299,471810,13545182,13570230,20653,4.388,18295,3.887,2314682,674670,1640012,4.972,17.057,2366317,593511,1772806,4.374,17.438,-51635,-0.381,34.114,6106,7687,435105
1982,e) 100 to 499,52426,197279,10080285,10024421,14323,7.366,8634,4.441,1621579,486137,1135442,4.85,16.176,1511479,323958,1187521,3.232,15.078,110100,1.098,30.156,419,1049,137066
1982,f) 500 to 999,5863,61602,3593547,3574002,4799,7.883,3357,5.514,492217,146868,345349,4.109,13.772,452137,111152,340985,3.11,12.651,40080,1.121,25.301,13,62,17696
1982,g) 1000 to 2499,3838,76561,4952837,4912748,6591,8.703,4931,6.511,625391,206551,418840,4.204,12.73,542944,145523,397421,2.962,11.052,82447,1.678,22.103,6,7,18910
1982,h) 2500 to 4999,1456,60660,3694576,3684475,5204,8.71,3384,5.664,487395,189470,297925,5.142,13.228,462463,122672,339791,3.329,12.552,24932,0.677,25.103,0,0,0
1982,i) 5000 to 9999,883,68604,3974906,3990592,6124,9.036,4458,6.578,474115,171795,302320,4.305,11.881,505910,144071,361839,3.61,12.678,-31795,-0.797,23.762,0,0,0
1982,j) 10000+,882,263561,18857188,19212539,23121,8.821,20229,7.718,2017720,627065,1390655,3.264,10.502,2721835,645194,2076641,3.358,14.167,-704115,-3.665,21.004,0,0,0
1983,a) 1 to 4,2283454,2291931,5437359,5304723,486466,21.74,377854,16.886,1857223,1244462,612761,23.46,35.011,1591591,971227,620364,18.309,30.003,265632,5.007,60.007,297921,299459,794865
1983,b) 5 to 9,732890,754170,5177199,5146361,38718,5.157,32031,4.266,1112854,453619,659235,8.814,21.624,1051761,385165,666596,7.484,20.437,61093,1.187,40.874,24759,26104,328502
1983,c) 10 to 19,425400,466931,5951208,5959345,19519,4.191,17172,3.687,1104298,389445,714853,6.535,18.531,1120871,345656,775215,5.8,18.809,-16573,-0.278,37.061,10778,12112,289631
1983,d) 20 to 99,337862,472397,13382023,13423830,22671,4.809,20712,4.394,2240471,671191,1569280,5.0,16.69,2321176,599361,1721815,4.465,17.291,-80705,-0.601,33.381,5959,8095,425918
1983,e) 100 to 499,52154,196948,9857722,9910081,15023,7.648,13989,7.122,1593959,493508,1100451,4.98,16.084,1696978,396782,1300196,4.004,17.124,-103019,-1.04,32.168,406,1155,134003
1983,f) 500 to 999,6064,62000,3559513,3574337,5215,8.452,4613,7.477,518862,172358,346504,4.822,14.516,549576,121477,428099,3.399,15.376,-30714,-0.859,29.033,6,7,7781
1983,g) 1000 to 2499,3901,75852,4864461,4863021,6536,8.659,5794,7.676,644604,242887,401717,4.995,13.255,639459,161405,478054,3.319,13.149,5145,0.106,26.299,4,5,11868
1983,h) 2500 to 4999,1549,61051,3709248,3693782,5175,8.545,4192,6.922,570846,280053,290793,7.582,15.454,543686,131438,412248,3.558,14.719,27160,0.735,29.438,(D),(D),(D)
1983,i) 5000 to 9999,940,67648,4060401,4052963,4939,7.264,5636,8.289,652567,292694,359873,7.222,16.101,634872,194890,439982,4.809,15.664,17695,0.437,31.329,(D),(D),(D)
1983,j) 10000+,920,264610,18179420,18615114,17592,6.551,25465,9.483,2290544,576163,1714381,3.095,12.305,3174216,980536,2193680,5.267,17.052,-883672,-4.747,24.61,0,0,0
1984,a) 1 to 4,2387492,2395862,5817107,5518708,551796,23.786,399730,17.231,2171709,1448270,723439,26.243,39.352,1571145,1009153,561992,18.286,28.469,600564,10.882,56.939,321909,323675,837476
1984,b) 5 to 9,760145,782262,5539417,5338493,40640,5.223,32381,4.161,1348997,505273,843724,9.465,25.269,947854,387175,560679,7.253,17.755,401143,7.514,35.51,24924,26319,331038
1984,c) 10 to 19,438879,480905,6383435,6155908,18162,3.783,16459,3.429,1382427,411521,970906,6.685,22.457,927010,343445,583565,5.579,15.059,455417,7.398,30.118,10854,12257,292225
1984,d) 20 to 99,349374,483936,14470237,13899308,19944,4.134,16842,3.491,2877055,658750,2218305,4.739,20.699,1735187,554935,1180252,3.993,12.484,1141868,8.215,24.968,5696,7163,403999
1984,e) 100 to 499,54025,202613,10666201,10272210,15843,7.915,10968,5.479,1985409,488960,1496449,4.76,19.328,1196340,338953,857387,3.3,11.646,789069,7.682,23.293,390,749,131536
1984,f) 500 to 999,6097,65106,3850573,3705352,6151,9.628,3711,5.809,663127,215405,447722,5.813,17.896,374197,96094,278103,2.593,10.099,288930,7.798,20.198,9,15,12724
1984,g) 1000 to 2499,3971,80217,5224083,5036941,7632,9.695,4648,5.904,856474,366375,490099,7.274,17.004,488539,125410,363129,2.49,9.699,367935,7.305,19.398,6,25,16748
1984,h) 2500 to 4999,1601,60849,3888746,3790709,5556,9.3,3345,5.599,636438,238786,397652,6.299,16.789,439489,104146,335343,2.747,11.594,196949,5.196,23.188,(D),(D),(D)
1984,i) 5000 to 9999,907,69203,4036887,4000829,5707,8.376,3575,5.247,578930,213101,365829,5.326,14.47,506058,101284,404774,2.532,12.649,72872,1.821,25.298,0,0,0
1984,j) 10000+,892,281021,18975988,18719354,26130,9.413,19285,6.947,2681775,982980,1698795,5.251,14.326,2152600,715590,1437010,3.823,11.499,529175,2.827,22.999,(D),(D),(D)
1985,a) 1 to 4,2403474,2411451,5878296,5691906,545634,23.012,464801,19.603,2166433,1450101,716332,25.477,38.062,1789074,1194073,595001,20.978,31.432,377359,6.63,62.864,373726,375913,988978
1985,b) 5 to 9,787851,809277,5690111,5581602,43667,5.406,40547,5.02,1358129,545486,812643,9.773,24.332,1141426,498578,642848,8.933,20.45,216703,3.882,40.9,31889,33541,424114
1985,c) 10 to 19,456086,496103,6560388,6447430,20243,4.079,20623,4.155,1378354,452438,925916,7.017,21.378,1152335,470958,681377,7.305,17.873,226019,3.506,35.746,14652,16200,396775
1985,d) 20 to 99,365476,496904,15000648,14727226,19242,3.873,18986,3.822,2807801,733002,2074799,4.977,19.065,2260960,843056,1417904,5.724,15.352,546841,3.713,30.704,8928,11078,652676
1985,e) 100 to 499,57184,210064,11271120,10962457,15778,7.598,10990,5.292,2057298,531273,1526025,4.846,18.767,1440551,478750,961801,4.367,13.141,616747,5.626,26.282,720,1698,250139
1985,f) 500 to 999,6413,65535,4016990,3906717,6434,9.968,4452,6.898,720564,230879,489685,5.91,18.444,496779,163988,332791,4.198,12.716,223785,5.728,25.432,39,507,53468
1985,g) 1000 to 2499,4141,84035,5494278,5363975,8612,10.405,6073,7.338,857967,290982,566985,5.425,15.995,592371,201589,390782,3.758,11.044,265596,4.951,22.087,12,91,35011
1985,h) 2500 to 4999,1589,61624,3928029,3868639,6854,11.391,3944,6.555,603087,234520,368567,6.062,15.589,483025,165225,317800,4.271,12.486,120062,3.103,24.971,(D),(D),(D)
1985,i) 5000 to 9999,949,77049,4315621,4258668,7309,9.605,5404,7.102,679699,286251,393448,6.722,15.96,564494,178747,385747,4.197,13.255,115205,2.705,26.51,0,0,0
1985,j) 10000+,952,282390,19927945,19709075,22287,7.822,27367,9.605,2772142,932668,1839474,4.732,14.065,2352636,844922,1507714,4.287,11.937,419506,2.128,23.874,0,0,0
1986,a) 1 to 4,2434643,2443362,5943447,5776850,539584,22.474,454769,18.941,2147888,1437433,710455,24.883,37.181,1810492,1189999,620493,20.599,31.34,337396,5.84,62.681,362457,364395,975947
1986,b) 5 to 9,813233,835439,5841633,5732724,46993,5.653,38628,4.647,1377046,555240,821806,9.685,24.021,1158954,478789,680165,8.352,20.216,218092,3.804,40.433,30726,32108,408379
1986,c) 10 to 19,474708,516261,6781310,6646903,25761,5.024,18748,3.656,1432804,500734,932070,7.533,21.556,1163655,420129,743526,6.321,17.507,269149,4.049,35.013,13301,14895,357916
1986,d) 20 to 99,383323,522380,15644357,15317336,34486,6.689,20926,4.059,3076501,974639,2101862,6.363,20.085,2422242,738348,1683894,4.82,15.814,654259,4.271,31.627,7471,9701,541788
1986,e) 100 to 499,59237,210133,11388003,11238134,17858,8.578,13972,6.711,2101306,631653,1469653,5.621,18.698,1801225,471878,1329347,4.199,16.028,300081,2.67,32.056,595,1201,201552
1986,f) 500 to 999,6749,69284,4114216,4070104,8077,12.012,3995,5.941,693027,254676,438351,6.257,17.027,603371,153898,449473,3.781,14.824,89656,2.203,29.649,26,196,33555
1986,g) 1000 to 2499,4336,87449,5636806,5534732,9929,11.65,5487,6.438,903619,377189,526430,6.815,16.326,694180,169413,524767,3.061,12.542,209439,3.784,25.085,8,8,20237
1986,h) 2500 to 4999,1727,64354,4094638,4039046,6807,10.752,4716,7.449,636556,257296,379260,6.37,15.76,525874,129239,396635,3.2,13.02,110682,2.74,26.04,0,0,0
1986,i) 5000 to 9999,1001,79126,4351346,4323028,7737,9.879,6114,7.807,620701,230971,389730,5.343,14.358,564895,179522,385373,4.153,13.067,55806,1.291,26.134,(D),(D),(D)
1986,j) 10000+,977,294938,20420703,20422619,22802,7.732,22760,7.717,2439497,786785,1652712,3.853,11.945,2443459,768655,1674804,3.764,11.964,-3962,-0.019,23.89,0,0,0
1987,a) 1 to 4,2460669,2468410,6008400,5859802,545987,22.463,470286,19.349,2174731,1451248,723483,24.766,37.113,1875798,1234491,641307,21.067,32.011,298933,5.101,64.023,378619,380487,1021844
1987,b) 5 to 9,829858,850928,5963291,5865629,49079,5.781,45306,5.336,1422634,569987,852647,9.717,24.254,1228240,519738,708502,8.861,20.94,194394,3.314,41.879,32926,34369,436403
1987,c) 10 to 19,485984,527626,6936519,6849078,26828,5.092,25407,4.822,1495478,517466,978012,7.555,21.835,1322194,489072,833122,7.141,19.305,173284,2.53,38.609,14907,16222,400816
1987,d) 20 to 99,391002,538718,16015502,15774391,33373,6.237,26017,4.863,3196623,993332,2203291,6.297,20.265,2715953,869582,1846371,5.513,17.217,480670,3.047,34.435,8830,11143,642693
1987,e) 100 to 499,61966,224693,12169822,11971588,22242,10.058,15113,6.834,2472096,873555,1598541,7.297,20.65,2080007,564486,1515521,4.715,17.375,392089,3.275,34.749,754,1801,260377
1987,f) 500 to 999,7202,71075,4363328,4300438,7190,10.235,5539,7.885,826968,352131,474837,8.188,19.23,699992,198782,501210,4.622,16.277,126976,2.953,32.554,28,245,38088
1987,g) 1000 to 2499,4510,87308,5849377,5861894,10467,12.254,6681,7.822,969469,441639,527830,7.534,16.538,995104,248236,746868,4.235,16.976,-25635,-0.437,33.077,10,283,28745
1987,h) 2500 to 4999,1778,71897,4250376,4247791,7711,10.905,5336,7.546,683707,277232,406475,6.526,16.096,678369,208814,469555,4.916,15.97,5338,0.126,31.94,(D),(D),(D)
1987,i) 5000 to 9999,1094,85730,4514439,4573115,11387,13.647,6812,8.164,653858,254152,399706,5.558,14.298,772064,223319,548745,4.883,16.883,-118206,-2.585,28.596,0,0,0
1987,j) 10000+,971,298785,19997748,20259526,27879,9.264,32205,10.701,2628755,977971,1650784,4.827,12.975,3134829,1133410,2001419,5.594,15.473,-506074,-2.498,25.951,0,0,0
1988,a) 1 to 4,2494847,2502589,6080390,5945443,540774,21.947,463519,18.812,2153624,1428226,725398,24.022,36.223,1882686,1191807,690879,20.046,31.666,270938,4.557,63.332,371730,373706,984658
1988,b) 5 to 9,850428,871425,6098516,6002661,47535,5.482,38780,4.473,1397332,550011,847321,9.163,23.279,1205653,474507,731146,7.905,20.085,191679,3.193,40.171,30762,32391,408053
1988,c) 10 to 19,500721,544606,7154075,7041452,24718,4.557,20236,3.731,1461643,489638,972005,6.954,20.758,1237109,435607,801502,6.186,17.569,224534,3.189,35.138,13986,15745,376535
1988,d) 20 to 99,403113,557403,16494503,16230322,32471,5.875,23119,4.183,3092674,913927,2178747,5.631,19.055,2563291,796303,1766988,4.906,15.793,529383,3.262,31.586,8174,10988,599725
1988,e) 100 to 499,64444,238059,12552661,12317987,24972,10.696,15784,6.761,2421750,797817,1623933,6.477,19.66,1949875,595370,1354505,4.833,15.829,471875,3.831,31.659,800,2252,284901
1988,f) 500 to 999,7579,75340,4602169,4503158,8572,11.604,5638,7.632,845920,291401,554519,6.471,18.785,651748,208416,443332,4.628,14.473,194172,4.312,28.946,38,213,52207
1988,g) 1000 to 2499,4774,92865,6251538,6078679,12128,13.425,7075,7.832,1097392,426892,670500,7.023,18.053,748934,269568,479366,4.435,12.321,348458,5.732,24.641,14,130,40074
1988,h) 2500 to 4999,1812,76513,4339381,4279258,8423,11.123,6855,9.052,706881,279656,427225,6.535,16.519,584723,226422,358301,5.291,13.664,122158,2.855,27.328,4,129,26790
1988,i) 5000 to 9999,1053,78900,4648510,4616567,8592,10.953,7678,9.788,771484,265314,506170,5.747,16.711,706672,259020,447652,5.611,15.307,64812,1.404,30.615,(D),(D),(D)
1988,j) 10000+,908,321134,20644665,20514236,35215,11.083,28418,8.944,2959776,965956,1993820,4.709,14.428,2702840,935708,1767132,4.561,13.175,256936,1.252,26.351,0,0,0
1989,a) 1 to 4,2520174,2528364,6128581,5990466,529653,21.247,458699,18.4,2136083,1406712,729371,23.483,35.658,1858192,1187103,671089,19.817,31.019,277891,4.639,62.038,373277,375455,995480
1989,b) 5 to 9,865271,887725,6212718,6108735,44482,5.024,39781,4.493,1414205,546317,867888,8.943,23.151,1207115,489898,717217,8.02,19.76,207090,3.39,39.521,32356,34387,429966
1989,c) 10 to 19,512208,558339,7332107,7202127,21904,3.929,20221,3.627,1470822,472666,998156,6.563,20.422,1210690,442318,768372,6.141,16.81,260132,3.612,33.62,14365,16813,388027
1989,d) 20 to 99,415877,573223,17029843,16680797,30633,5.379,23071,4.052,3154495,914403,2240092,5.482,18.911,2457355,846265,1611090,5.073,14.732,697140,4.179,29.463,8895,12397,648026
1989,e) 100 to 499,66978,246084,13043943,12747385,23148,9.547,15890,6.554,2360572,710022,1650550,5.57,18.518,1765722,547645,1218077,4.296,13.852,594850,4.666,27.703,704,2475,235700
1989,f) 500 to 999,7866,79366,4751672,4658849,8606,11.087,5112,6.586,773728,253810,519918,5.448,16.608,584111,168413,415698,3.615,12.538,189617,4.07,25.075,28,287,40454
1989,g) 1000 to 2499,5057,98136,6555284,6419877,11345,11.864,6331,6.62,1014817,357495,657322,5.569,15.807,747345,216007,531338,3.365,11.641,267472,4.166,23.282,15,145,41095
1989,h) 2500 to 4999,1901,81714,4629798,4542209,8677,10.858,5081,6.358,710928,290418,420510,6.394,15.652,536125,171603,364522,3.778,11.803,174803,3.848,23.606,3,3,18150
1989,i) 5000 to 9999,1071,84843,4783074,4746357,6613,7.779,6944,8.169,718939,244010,474929,5.141,15.147,641417,203424,437993,4.286,13.514,77522,1.633,27.028,0,0,0
1989,j) 10000+,976,338641,21343100,21248868,41718,12.536,29990,9.012,2916119,997951,1918168,4.696,13.724,2764668,827604,1937064,3.895,13.011,151451,0.713,26.022,0,0,0
1990,a) 1 to 4,2542738,2550881,6185307,6056894,524110,20.803,461251,18.308,2131660,1394335,737325,23.021,35.194,1874390,1192883,681507,19.695,30.946,257270,4.248,61.893,377230,379900,1007844
1990,b) 5 to 9,880449,902949,6287851,6214863,42871,4.755,40287,4.468,1395338,526190,869148,8.467,22.452,1250202,494244,755958,7.953,20.116,145136,2.335,40.233,32861,35058,436198
1990,c) 10 to 19,523490,568713,7451945,7361788,21403,3.768,19985,3.518,1452087,463207,988880,6.292,19.725,1272600,448015,824585,6.086,17.287,179487,2.438,34.573,14833,16927,399115
1990,d) 20 to 99,428560,586157,17364904,17141165,28972,4.976,21139,3.631,2999297,879598,2119699,5.131,17.498,2552700,763915,1788785,4.457,14.892,446597,2.605,29.784,8406,11221,605812
1990,e) 100 to 499,69235,254937,13339133,13185384,21295,8.451,15394,6.109,2153287,670548,1482739,5.086,16.331,1846755,516191,1330564,3.915,14.006,306532,2.325,28.012,746,2059,253439
1990,f) 500 to 999,8030,83611,4834912,4768047,9901,12.155,5585,6.857,721835,234413,487422,4.916,15.139,587174,149168,438006,3.128,12.315,134661,2.824,24.63,19,56,24639
1990,g) 1000 to 2499,5146,104058,6713126,6647591,9951,9.69,7221,7.032,909372,325735,583637,4.9,13.68,779455,207679,571776,3.124,11.725,129917,1.954,23.451,7,401,18939
1990,h) 2500 to 4999,1916,83811,4802647,4736511,8734,10.599,5919,7.183,641527,230764,410763,4.872,13.544,508337,133609,374728,2.821,10.732,133190,2.812,21.465,(D),(D),(D)
1990,i) 5000 to 9999,1089,86787,4926939,4867913,6356,7.359,5523,6.395,685903,209788,476115,4.31,14.09,569188,141738,427450,2.912,11.693,116715,2.398,23.385,0,0,0
1990,j) 10000+,985,350209,22077111,22008123,29217,8.386,25641,7.359,2683563,803030,1880533,3.649,12.194,2536506,741390,1795116,3.369,11.525,147057,0.668,23.051,0,0,0
1991,a) 1 to 4,2529111,2538105,6024049,6079811,481570,18.965,483878,19.056,1918634,1255049,663585,20.643,31.557,2032082,1257082,775000,20.676,33.423,-113448,-1.866,63.115,389737,392412,1048056
1991,b) 5 to 9,883695,908489,6162587,6237869,44780,4.935,42483,4.682,1258680,506518,752162,8.12,20.178,1408078,528223,879855,8.468,22.573,-149398,-2.395,40.356,34710,36477,462508
1991,c) 10 to 19,524645,575962,7244366,7347659,30610,5.352,22568,3.946,1314493,496611,817882,6.759,17.89,1520955,515075,1005880,7.01,20.7,-206462,-2.81,35.78,16712,18871,455805
1991,d) 20 to 99,420065,595283,16523893,16856440,46098,7.849,30128,5.13,2760393,1002956,1757437,5.95,16.376,3425407,1093235,2332172,6.486,20.321,-665014,-3.945,32.752,11600,15511,864582
1991,e) 100 to 499,67141,261606,12683885,12905905,24113,9.334,17577,6.804,1896071,680982,1215089,5.277,14.692,2342715,705184,1637531,5.464,18.152,-446644,-3.461,29.383,1161,3419,399857
1991,f) 500 to 999,7948,81584,4686766,4752629,8218,10.156,6889,8.513,629135,216060,413075,4.546,13.238,762334,229804,532530,4.835,16.04,-133199,-2.803,26.475,54,321,73115
1991,g) 1000 to 2499,5154,107517,6636417,6670757,11251,10.627,7960,7.519,837723,319770,517953,4.794,12.558,907461,276022,631439,4.138,13.604,-69738,-1.045,25.116,22,97,62728
1991,h) 2500 to 4999,1930,82756,4672695,4695615,9122,11.236,5982,7.368,572532,221817,350715,4.724,12.193,620911,185615,435296,3.953,13.223,-48379,-1.03,24.386,3,3,22432
1991,i) 5000 to 9999,1128,90931,4889142,4927422,6355,6.969,6866,7.53,576288,186113,390175,3.777,11.696,650398,188597,461801,3.827,13.2,-74110,-1.504,23.391,0,0,0
1991,j) 10000+,959,362932,22257410,22435968,31017,8.569,29052,8.027,2592944,880910,1712034,3.926,11.557,2953405,777742,2175663,3.466,13.164,-360461,-1.607,23.114,(D),(D),(D)
1992,a) 1 to 4,2548525,2554281,6087646,6065922,476258,18.704,460355,18.079,1935987,1230015,705972,20.277,31.916,1893575,1162196,731379,19.159,31.217,42412,0.699,62.433,363424,366161,951539
