year,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1991,b) 5 to 9,883720,908881,6161573,6235221,44934,4.951,42414,4.673,1258193,506358,751835,8.121,20.179,1404105,528211,875894,8.471,22.519,-145912,-2.340,40.358,34740,36498,462923
1991,c) 10 to 19,524583,576729,7240080,7344432,30582,5.340,22467,3.923,1311793,494687,817106,6.736,17.861,1520343,514474,1005869,7.005,20.701,-208550,-2.840,35.722,16717,18871,455954
1991,d) 20 to 99,419853,596149,16496165,16830646,45652,7.764,29310,4.985,2733870,985632,1748238,5.856,16.243,3402773,1078124,2324649,6.406,20.218,-668903,-3.974,32.487,11572,15356,858995
1991,e) 100 to 499,67019,261572,12614368,12831175,23925,9.275,16706,6.476,1834586,647484,1187102,5.046,14.298,2270923,663726,1607197,5.173,17.698,-436337,-3.401,28.596,1127,3234,385082
1991,f) 500 to 999,7923,81767,4650388,4703944,8091,10.010,6209,7.682,601625,204184,397441,4.341,12.790,709790,206880,502910,4.398,15.089,-108165,-2.299,25.580,52,319,70774
1991,g) 1000 to 2499,5162,106821,6574536,6608032,10475,9.936,7686,7.290,790425,288559,501866,4.367,11.962,859611,250679,608932,3.794,13.009,-69186,-1.047,23.923,21,51,59276
1991,h) 2500 to 4999,1968,83206,4677211,4699263,8886,10.892,5644,6.918,549110,204916,344194,4.361,11.685,593840,169421,424419,3.605,12.637,-44730,-0.952,23.370,D,D,D
1991,i) 5000 to 9999,1168,90168,4850251,4884891,6201,6.872,6345,7.031,541136,169029,372107,3.460,11.078,607606,164458,443148,3.367,12.438,-66470,-1.361,22.155,0,0,0
1991,j) 10000+,1012,364190,22162647,22354464,30758,8.473,28397,7.823,2450154,864237,1585917,3.866,10.960,2841162,663523,2177639,2.968,12.710,-391008,-1.749,21.921,D,D,D
1992,a) 1 to 4,2547102,2552817,6084997,6063165,475863,18.698,460086,18.079,1934704,1229268,705436,20.274,31.909,1892097,1161858,730239,19.163,31.206,42607,0.703,62.413,363232,365941,951236
1992,b) 5 to 9,877808,898215,6183023,6171600,42464,4.723,44055,4.900,1290487,470806,819681,7.629,20.910,1267632,480810,786822,7.791,20.540,22855,0.370,41.080,30145,32022,399769
1992,c) 10 to 19,515802,566296,7227499,7234678,24991,4.409,25951,4.579,1372411,434157,938254,6.001,18.970,1387644,459623,928021,6.353,19.180,-15233,-0.211,37.940,13519,15124,365452
1992,d) 20 to 99,410564,599276,16437683,16349066,31466,5.275,25832,4.331,2849450,793064,2056386,4.851,17.429,2673037,761928,1911109,4.660,16.350,176413,1.079,32.700,7721,10720,561744
1992,e) 100 to 499,65529,271128,12634971,12551529,19201,7.125,15949,5.918,1990815,561886,1428929,4.477,15.861,1823813,489890,1333923,3.903,14.531,167002,1.331,29.061,689,2198,236291
1992,f) 500 to 999,7778,82021,4600454,4565237,8055,9.975,5510,6.824,662447,228183,434264,4.998,14.511,593335,151838,441497,3.326,12.997,69112,1.514,25.994,28,422,37321
1992,g) 1000 to 2499,5126,110233,6655008,6627869,9345,8.508,8561,7.794,868636,263092,605544,3.969,13.106,812930,254221,558709,3.836,12.265,55706,0.840,24.531,14,109,49203
1992,h) 2500 to 4999,2000,81229,4771428,4755325,7042,8.658,7254,8.919,607477,174571,432906,3.671,12.775,574742,177184,397558,3.726,12.086,32735,0.688,24.173,3,3,21480
1992,i) 5000 to 9999,1132,94984,5031941,5033603,6248,6.573,6385,6.717,634750,209421,425329,4.160,12.610,637807,181441,456366,3.605,12.671,-3057,-0.061,25.221,D,D,D
1992,j) 10000+,926,359040,21806736,22071583,24473,6.723,34377,9.444,2475511,764035,1711476,3.462,11.216,2998147,1000695,1997452,4.534,13.584,-522636,-2.368,22.432,D,D,D
1993,a) 1 to 4,2601158,2606643,6236002,6092681,502888,19.595,422517,16.463,2031705,1293292,738413,21.227,33.347,1743518,1060243,683275,17.402,28.617,288187,4.730,57.233,339848,341461,884643
1993,b) 5 to 9,887632,906161,6290573,6213684,38279,4.234,33958,3.756,1313335,463008,850327,7.451,21.136,1159218,411152,748066,6.617,18.656,154117,2.480,37.312,27219,28799,360371
1993,c) 10 to 19,520190,570927,7347452,7258619,19363,3.394,18408,3.227,1372557,410304,962253,5.653,18.909,1195983,379180,816803,5.224,16.477,176574,2.433,32.953,12085,13828,325780
1993,d) 20 to 99,415738,603528,16725983,16510196,22728,3.764,23475,3.887,2781309,700849,2080460,4.245,16.846,2350495,644058,1706437,3.901,14.237,430814,2.609,28.473,6594,9890,480000
1993,e) 100 to 499,67364,272474,13063604,12844932,16135,5.887,19347,7.059,2088342,500980,1587362,3.900,16.258,1652790,454167,1198623,3.536,12.867,435552,3.391,25.735,550,2750,189710
1993,f) 500 to 999,7804,80331,4665869,4602949,5842,7.273,5831,7.259,677050,178273,498777,3.873,14.709,551440,163778,387662,3.558,11.980,125610,2.729,23.960,23,289,30872
1993,g) 1000 to 2499,5112,109785,6696155,6643064,8474,7.755,7450,6.818,849068,229566,619502,3.456,12.781,740023,217860,522163,3.280,11.140,109045,1.641,22.280,14,75,37886
1993,h) 2500 to 4999,2002,86586,5004851,4969807,6154,7.048,7623,8.730,597078,160389,436689,3.227,12.014,527753,160863,366890,3.237,10.619,69325,1.395,21.238,D,D,D
1993,i) 5000 to 9999,1148,89975,5021562,4985362,5485,6.088,5734,6.364,610661,182513,428148,3.661,12.249,536790,143951,392839,2.887,10.767,73871,1.482,21.535,0,0,0
1993,j) 10000+,1079,355298,22043890,22157244,24604,6.792,38506,10.630,2610014,739888,1870126,3.339,11.780,2849751,828168,2021583,3.738,12.861,-239737,-1.082,23.559,0,0,0
1994,a) 1 to 4,2650819,2656739,6303400,6204631,508363,19.407,433744,16.559,2035930,1296529,739401,20.896,32.813,1839204,1094870,744334,17.646,29.642,196726,3.171,59.285,349807,351727,913846
1994,b) 5 to 9,899288,918424,6369979,6314431,39045,4.257,36547,3.985,1318619,470506,848113,7.451,20.883,1207091,431967,775124,6.841,19.116,111528,1.766,38.233,28342,30391,376491
1994,c) 10 to 19,527942,576496,7473198,7392630,21091,3.662,19983,3.470,1383068,421663,961405,5.704,18.709,1222159,399345,822814,5.402,16.532,160909,2.177,33.064,12714,14856,342866
1994,d) 20 to 99,425177,612113,17286581,17004791,25794,4.230,21188,3.475,2858250,781287,2076963,4.595,16.808,2294890,667750,1627140,3.927,13.496,563360,3.313,26.991,7288,11168,531537
1994,e) 100 to 499,69336,276636,13523114,13244275,18164,6.623,13444,4.902,2099450,546032,1553418,4.123,15.852,1542894,431076,1111818,3.255,11.650,556556,4.202,23.299,636,2067,213238
1994,f) 500 to 999,8084,82617,4858215,4769447,7687,9.424,5582,6.844,684311,205820,478491,4.315,14.348,507273,141663,365610,2.970,10.636,177038,3.712,21.272,31,256,40422
1994,g) 1000 to 2499,5391,111914,6889822,6787565,10439,9.451,7514,6.803,906702,276528,630174,4.074,13.358,701739,196775,504964,2.899,10.339,204963,3.020,20.677,15,272,39661
1994,h) 2500 to 4999,2131,90387,5153044,5103515,8867,10.013,5211,5.884,600641,185201,415440,3.629,11.769,503216,163420,339796,3.202,9.860,97425,1.909,19.720,3,3,17991
1994,i) 5000 to 9999,1235,92317,5243916,5177296,8798,9.685,5855,6.445,675273,240331,434942,4.642,13.043,539944,130873,409071,2.528,10.429,135329,2.614,20.858,0,0,0
1994,j) 10000+,1212,372070,22536498,22533934,32691,8.799,31622,8.511,2720342,933231,1787111,4.141,12.072,2708734,874242,1834492,3.880,12.021,11608,0.052,24.041,0,0,0
1995,a) 1 to 4,2714245,2720244,6447879,6277629,528306,19.771,432051,16.169,2109996,1347877,762119,21.471,33.611,1767250,1080480,686770,17.212,28.152,342746,5.460,56.303,349940,351887,906353
1995,b) 5 to 9,906784,925999,6469070,6352904,39642,4.292,34919,3.781,1354380,485023,869357,7.635,21.319,1122687,420843,701844,6.624,17.672,231693,3.647,35.344,28022,30003,371828
1995,c) 10 to 19,536550,583737,7652632,7495046,20714,3.554,18857,3.236,1432677,433623,999054,5.785,19.115,1117220,389451,727769,5.196,14.906,315457,4.209,29.812,12590,14883,340956
1995,d) 20 to 99,439446,626525,17952340,17538309,26031,4.173,20514,3.289,2983620,788984,2194636,4.499,17.012,2154147,672871,1481276,3.837,12.283,829473,4.729,24.565,7398,11897,551754
1995,e) 100 to 499,72515,280904,14058552,13751247,19196,6.911,12873,4.635,2184213,589098,1595115,4.284,15.884,1571258,434046,1137212,3.156,11.426,612955,4.457,22.853,631,2098,219224
1995,f) 500 to 999,8226,88293,5014559,4904679,7952,9.157,5048,5.813,737865,233467,504398,4.760,15.044,517798,134338,383460,2.739,10.557,220067,4.487,21.114,30,472,41209
1995,g) 1000 to 2499,5406,114651,6975296,6842952,11867,10.549,7549,6.711,932886,318912,613974,4.660,13.633,668663,184334,484329,2.694,9.772,264223,3.861,19.543,10,416,28898
1995,h) 2500 to 4999,2280,95476,5623749,5505752,10440,11.227,5476,5.889,747019,248423,498596,4.512,13.568,509007,125658,383349,2.282,9.245,238012,4.323,18.490,D,D,D
1995,i) 5000 to 9999,1336,93472,5235297,5169439,10311,11.297,5911,6.476,713867,267706,446161,5.179,13.809,581599,152838,428761,2.957,11.251,132268,2.559,22.501,0,0,0
1995,j) 10000+,1176,391038,23581345,23434961,31896,8.161,31509,8.062,2837945,970993,1866952,4.143,12.110,2540088,717333,1822755,3.061,10.839,297857,1.271,21.678,0,0,0
1996,a) 1 to 4,2743294,2749280,6478980,6354143,522582,19.262,450086,16.590,2076830,1333029,743801,20.979,32.685,1825965,1125557,700408,17.714,28.737,250865,3.948,57.473,364928,366893,945286
1996,b) 5 to 9,915438,934363,6496852,6424123,39852,4.273,36616,3.926,1322266,487981,834285,7.596,20.583,1175885,445157,730728,6.929,18.304,146381,2.279,36.608,29434,31378,392800
1996,c) 10 to 19,542424,587771,7658889,7574024,21309,3.631,19506,3.324,1374301,443802,930499,5.860,18.145,1204355,412035,792320,5.440,15.901,169946,2.244,31.802,13335,15389,360458
1996,d) 20 to 99,445148,631094,17950617,17783707,25830,4.107,21417,3.406,2779889,808516,1971373,4.546,15.632,2446314,737163,1709151,4.145,13.756,333575,1.876,27.512,8095,12838,600500
1996,e) 100 to 499,72242,285205,13871709,13748352,19476,6.909,12832,4.552,2000634,587273,1413361,4.272,14.552,1755061,457257,1297804,3.326,12.766,245573,1.786,25.531,734,2373,252239
1996,f) 500 to 999,8373,87868,5048406,4992225,7206,8.258,5982,6.856,715039,218821,496218,4.383,14.323,601442,165331,436111,3.312,12.048,113597,2.275,24.095,36,287,49048
1996,g) 1000 to 2499,5386,112587,6949782,6878375,10746,9.694,7278,6.565,910002,306769,603233,4.460,13.230,769408,197932,571476,2.878,11.186,140594,2.044,22.372,9,42,23486
1996,h) 2500 to 4999,2180,98008,5448752,5396326,9712,10.065,6681,6.924,681646,229368,452278,4.250,12.632,579222,144029,435193,2.669,10.734,102424,1.898,21.467,D,D,D
1996,i) 5000 to 9999,1316,108501,5595883,5526224,10406,9.734,7214,6.748,741742,259427,482315,4.694,13.422,604382,150111,454271,2.716,10.937,137360,2.486,21.873,0,0,0
1996,j) 10000+,1167,403826,24539338,24456410,34965,8.692,31832,7.913,3142225,1097786,2044439,4.489,12.848,2976028,813694,2162334,3.327,12.169,166197,0.680,24.337,0,0,0
1997,a) 1 to 4,2771233,2775532,6548013,6436235,525301,19.126,467249,17.012,2098135,1333771,764364,20.723,32.599,1872480,1179918,692562,18.332,29.093,225655,3.506,58.186,378373,380998,988132
1997,b) 5 to 9,924747,941087,6580512,6507689,42120,4.473,43181,4.586,1361812,496541,865271,7.630,20.926,1217348,492908,724440,7.574,18.706,144464,2.220,37.413,31473,33563,419793
1997,c) 10 to 19,549936,592953,7802633,7707507,24244,4.083,25942,4.369,1461764,452683,1009081,5.873,18.965,1272459,475595,796864,6.171,16.509,189305,2.456,33.019,14558,16835,393287
1997,d) 20 to 99,453921,641732,18539232,18209375,32912,5.142,29578,4.621,3248211,867182,2381029,4.762,17.838,2587213,877284,1709929,4.818,14.208,660998,3.630,28.416,8832,13463,655252
1997,e) 100 to 499,73679,292721,14406722,14123617,23462,8.118,16043,5.551,2457921,667059,1790862,4.723,17.403,1890125,577206,1312919,4.087,13.383,567796,4.020,26.765,889,3086,315626
1997,f) 500 to 999,8412,92172,5211946,5137516,9673,10.686,6362,7.029,820095,263240,556855,5.124,15.963,670696,210802,459894,4.103,13.055,149399,2.908,26.110,56,778,82268
1997,g) 1000 to 2499,5373,118496,7149902,7023207,13493,11.557,10010,8.574,1160774,414370,746404,5.900,16.528,905138,264477,640661,3.766,12.888,255636,3.640,25.776,14,422,37584
1997,h) 2500 to 4999,2160,93202,5502248,5484910,10989,11.909,9140,9.905,814507,287492,527015,5.242,14.850,779287,238416,540871,4.347,14.208,35220,0.642,28.416,3,3,21865
1997,i) 5000 to 9999,1218,103929,5588382,5555561,11719,11.373,9953,9.659,812434,288575,523859,5.194,14.624,748105,216475,531630,3.897,13.466,64329,1.158,26.932,0,0,0
1997,j) 10000+,1005,423480,25764883,25549777,43382,10.229,44634,10.524,3951319,1360130,2591189,5.323,15.465,3505036,1236418,2268618,4.839,13.718,446283,1.747,27.437,0,0,0
1998,a) 1 to 4,2801620,2804818,6595436,6501123,507614,18.292,448239,16.152,2040856,1282639,758217,19.730,31.392,1847837,1119173,728664,17.215,28.423,193019,2.969,56.847,352247,353644,901581
1998,b) 5 to 9,937999,951795,6681715,6618603,36052,3.788,36068,3.789,1330375,460257,870118,6.954,20.101,1203572,438615,764957,6.627,18.185,126803,1.916,36.369,27344,29050,364965
1998,c) 10 to 19,559731,599980,7970405,7879185,17767,2.956,20107,3.345,1425295,417488,1007807,5.299,18.089,1241568,417321,824247,5.296,15.758,183727,2.332,31.515,12737,14733,345183
1998,d) 20 to 99,467543,647847,19180127,18886626,21807,3.358,24986,3.847,3119689,793899,2325790,4.203,16.518,2533013,734384,1798629,3.888,13.412,586676,3.106,26.823,7406,11513,545315
1998,e) 100 to 499,77201,298526,15135577,14836254,21945,7.404,17673,5.963,2475605,652152,1823453,4.396,16.686,1880545,504503,1376042,3.400,12.675,595060,4.011,25.351,701,3868,253106
1998,f) 500 to 999,8874,95594,5423391,5316260,9962,10.613,6500,6.925,875069,253740,621329,4.773,16.460,658226,187580,470646,3.528,12.381,216843,4.079,24.763,37,312,50196
1998,g) 1000 to 2499,5643,122626,7369243,7211995,14214,11.916,7529,6.312,1096694,358886,737808,4.976,15.207,779172,210649,568523,2.921,10.804,317522,4.403,21.608,6,102,14141
1998,h) 2500 to 4999,2307,94156,5780390,5641998,10586,11.502,6344,6.893,838041,278246,559795,4.932,14.854,559372,153821,405551,2.726,9.914,278669,4.939,19.829,0,0,0
1998,i) 5000 to 9999,1370,114722,6103589,5941111,13891,12.378,8897,7.928,985634,317125,668509,5.338,16.590,659055,183957,475098,3.096,11.093,326579,5.497,22.186,0,0,0
1998,j) 10000+,1226,457320,27435597,27188502,48649,10.787,36014,7.985,3771192,1305827,2465365,4.803,13.871,3258598,1001334,2257264,3.683,11.985,512594,1.885,23.970,0,0,0
1999,a) 1 to 4,2809669,2813471,6564035,6500577,495067,17.723,454939,16.286,1995693,1236882,758811,19.027,30.700,1866733,1136794,729939,17.488,28.716,128960,1.984,57.433,356402,357806,910590
1999,b) 5 to 9,942314,956271,6674452,6631497,33219,3.467,37071,3.869,1293403,423803,869600,6.391,19.504,1208121,460706,747415,6.947,18.218,85282,1.286,36.436,28823,30688,383990
1999,c) 10 to 19,566152,604022,8021879,7954495,16185,2.670,20277,3.346,1373995,371883,1002112,4.675,17.273,1238786,444522,794264,5.588,15.573,135209,1.700,31.147,13706,16191,370299
1999,d) 20 to 99,476311,650104,19364184,19151122,21996,3.381,22902,3.520,2900699,694432,2206267,3.626,15.146,2473218,820629,1652589,4.285,12.914,427481,2.232,25.828,8904,14922,667662
1999,e) 100 to 499,79163,302986,15381207,15149082,24094,8.067,15452,5.174,2327321,654532,1672789,4.321,15.363,1864116,528232,1335884,3.487,12.305,463205,3.058,24.610,806,3450,279240
1999,f) 500 to 999,8942,96599,5483251,5417948,10685,11.284,6867,7.252,844588,272407,572181,5.028,15.589,712551,202069,510482,3.730,13.152,132037,2.437,26.303,44,597,55919
1999,g) 1000 to 2499,5671,122096,7539181,7433789,12439,10.345,8724,7.256,1072412,354817,717595,4.773,14.426,855833,247740,608093,3.333,11.513,216579,2.913,23.025,19,352,52367
1999,h) 2500 to 4999,2336,104873,5850063,5754104,13875,13.721,6371,6.300,866732,332475,534257,5.778,15.063,674313,187852,486461,3.265,11.719,192419,3.344,23.438,D,D,D
1999,i) 5000 to 9999,1371,116937,6251098,6142519,16230,14.293,9467,8.337,1035869,444865,591004,7.242,16.864,816123,219616,596507,3.575,13.286,219746,3.577,26.573,0,0,0
1999,j) 10000+,1224,478727,28668470,28675046,47586,9.899,51515,10.717,3963059,1313031,2650028,4.579,13.821,3986197,1385970,2600227,4.833,13.901,-23138,-0.081,27.641,0,0,0
2000,a) 1 to 4,2800852,2805180,6578606,6498300,482066,17.253,459912,16.460,2001164,1231930,769234,18.958,30.795,1837281,1142274,695007,17.578,28.273,163883,2.522,56.547,355260,356964,901466
2000,b) 5 to 9,947006,961158,6750474,6664853,35315,3.672,36618,3.807,1348443,450405,898038,6.758,20.232,1177463,452687,724776,6.792,17.667,170980,2.565,35.334,27887,29759,371953
2000,c) 10 to 19,575739,612216,8209270,8131293,17484,2.851,19540,3.186,1452312,401525,1050787,4.938,17.861,1295448,427903,867545,5.262,15.932,156864,1.929,31.863,13068,15512,354444
2000,d) 20 to 99,487446,654567,19968003,19593881,21803,3.334,20565,3.145,3092382,734507,2357875,3.749,15.782,2342668,746002,1596666,3.807,11.956,749714,3.826,23.912,8108,13419,595773
2000,e) 100 to 499,81619,306599,15960870,15575547,22213,7.324,15592,5.141,2516455,638209,1878246,4.098,16.156,1744736,479598,1265138,3.079,11.202,771719,4.955,22.404,697,3780,253961
2000,f) 500 to 999,9299,99215,5735802,5603239,10475,10.781,6362,6.548,905423,272732,632691,4.867,16.159,637028,186803,450225,3.334,11.369,268395,4.790,22.738,41,605,53105
2000,g) 1000 to 2499,5890,127959,7720288,7550662,14487,11.605,8245,6.605,1164242,396405,767837,5.250,15.419,823191,221898,601293,2.939,10.902,341051,4.517,21.804,9,239,31201
2000,h) 2500 to 4999,2427,102612,6045892,5934668,11381,11.321,7212,7.174,892851,312159,580692,5.260,15.045,669285,174107,495178,2.934,11.278,223566,3.767,22.555,D,D,D
2000,i) 5000 to 9999,1482,123748,6317883,6239288,14456,11.919,9531,7.858,981837,317593,664244,5.090,15.736,822188,237097,585091,3.800,13.178,159649,2.559,26.355,D,D,D
2000,j) 10000+,1295,508052,30293909,30062170,51149,10.126,45295,8.967,4318048,1403316,2914732,4.668,14.364,3873495,1297143,2576352,4.315,12.885,444553,1.479,25.770,0,0,0
2001,a) 1 to 4,2803709,2809409,6522376,6505144,486422,17.382,464441,16.597,1935319,1232339,702980,18.944,29.751,1899508,1159188,740320,17.820,29.200,35811,0.551,58.400,356855,358720,910453
2001,b) 5 to 9,945337,960418,6660426,6664280,35383,3.680,37514,3.902,1245262,440443,804819,6.609,18.686,1253176,467180,785996,7.010,18.804,-7914,-0.119,37.371,28571,30546,381205
2001,c) 10 to 19,578184,614114,8145770,8127502,18407,2.995,19563,3.183,1335568,401324,934244,4.938,16.433,1299634,436580,863054,5.372,15.991,35934,0.442,31.981,13361,15585,361347
2001,d) 20 to 99,493975,658161,19994811,19886049,25247,3.848,21253,3.239,2869196,756200,2112996,3.803,14.428,2652459,794447,1858012,3.995,13.338,216737,1.090,26.677,8579,13301,640566
2001,e) 100 to 499,82769,311698,15942805,15864143,22537,7.286,17778,5.747,2244079,606037,1638042,3.820,14.146,2086357,587860,1498497,3.706,13.151,157722,0.994,26.303,837,3340,305114
2001,f) 500 to 999,9457,100790,5825376,5788683,9123,9.122,7559,7.558,841196,248338,592858,4.290,14.532,768710,225899,542811,3.902,13.280,72486,1.252,26.559,49,1410,69748
2001,g) 1000 to 2499,5860,130312,7742732,7724797,15152,11.735,12757,9.880,1099503,364224,735279,4.715,14.233,1060257,347769,712488,4.502,13.725,39246,0.508,27.451,29,2507,86146
2001,h) 2500 to 4999,2414,103369,6064778,6038952,13362,13.053,11357,11.094,913786,310771,603015,5.146,15.132,862992,325538,537454,5.391,14.290,50794,0.841,28.581,7,356,48239
2001,i) 5000 to 9999,1366,118668,6403961,6438329,14249,12.085,12725,10.792,959597,383327,576270,5.954,14.904,1020184,352073,668111,5.468,15.845,-60587,-0.941,29.809,D,D,D
2001,j) 10000+,1199,525877,30466096,30613780,54296,10.303,56478,10.718,4323153,1578102,2745051,5.155,14.122,4625606,1625364,3000242,5.309,15.110,-302453,-0.988,28.243,0,0,0
2002,a) 1 to 4,2826690,2830628,6646017,6612832,508274,17.991,497415,17.606,2059292,1303104,756188,19.706,31.141,1992201,1232148,760053,18.633,30.126,67091,1.015,60.253,363620,365741,936180
2002,b) 5 to 9,951520,965127,6710322,6721665,46303,4.802,44688,4.634,1358666,535479,823187,7.966,20.213,1380925,526974,853952,7.840,20.544,-22259,-0.331,40.426,31861,33481,427329
2002,c) 10 to 19,582481,618964,8176837,8193060,32059,5.200,27163,4.406,1510547,571772,938775,6.979,18.437,1541446,543941,997505,6.639,18.814,-30899,-0.377,36.874,16161,17853,438824
2002,d) 20 to 99,490007,664312,19648810,19831155,45631,6.942,31594,4.807,3320336,1302256,2018080,6.567,16.743,3682311,1152710,2529601,5.813,18.568,-361975,-1.825,33.486,11405,15393,880263
2002,e) 100 to 499,81194,318994,15462967,15676361,24208,7.664,17991,5.695,2365713,861147,1504566,5.493,15.091,2793253,734126,2059127,4.683,17.818,-427540,-2.727,30.182,1230,3877,431878
2002,f) 500 to 999,9456,104109,5659038,5755239,10128,9.839,7795,7.572,812293,280769,531524,4.878,14.114,1003810,282315,721495,4.905,17.442,-191517,-3.328,28.228,78,1255,104682
2002,g) 1000 to 2499,5952,127376,7515931,7634358,11146,8.754,11055,8.682,1071667,377020,694647,4.938,14.037,1306336,394426,911910,5.166,17.111,-234669,-3.074,28.075,35,1154,102297
2002,h) 2500 to 4999,2433,101764,5896695,5969536,10428,10.277,9843,9.700,842227,291948,550279,4.891,14.109,988968,293635,695333,4.919,16.567,-146741,-2.458,28.218,6,695,43239
2002,i) 5000 to 9999,1403,120399,6193835,6317316,12370,10.319,11332,9.453,906148,337790,568358,5.347,14.344,1144033,316182,827851,5.005,18.109,-237885,-3.766,28.688,D,D,D
2002,j) 10000+,1246,540820,29896054,30442762,58399,10.802,58010,10.730,4291118,1601776,2689342,5.262,14.096,5410957,1670328,3740629,5.487,17.774,-1119839,-3.679,28.191,D,D,D
2003,a) 1 to 4,2871624,2875226,6735749,6634189,537634,18.907,474383,16.682,2097225,1347245,749980,20.308,31.612,1889275,1153596,735679,17.389,28.478,207950,3.135,56.956,366937,368383,929847
2003,b) 5 to 9,954523,966770,6751460,6690998,38870,4.028,35487,3.677,1341069,483682,857387,7.229,20.043,1220255,436448,783807,6.523,18.237,120814,1.806,36.475,28481,29887,378261
2003,c) 10 to 19,584751,620632,8250845,8173194,20903,3.371,19870,3.204,1453586,447979,1005607,5.481,17.785,1297757,410123,887634,5.018,15.878,155829,1.907,31.756,12872,14558,347249
2003,d) 20 to 99,491739,666032,19889702,19629416,25945,3.899,24715,3.714,3190561,815271,2375290,4.153,16.254,2669400,734007,1935393,3.739,13.599,521161,2.655,27.198,7460,11124,551654
2003,e) 100 to 499,82987,327282,16059785,15817351,20637,6.325,18581,5.695,2557596,616393,1941203,3.897,16.170,2071247,588394,1482853,3.720,13.095,486349,3.075,26.190,760,2617,266454
2003,f) 500 to 999,9394,104849,5617947,5601841,7304,6.968,7253,6.919,791167,211432,579735,3.774,14.123,757695,211126,546569,3.769,13.526,33472,0.598,27.052,40,354,55584
2003,g) 1000 to 2499,5888,129406,7525652,7515231,11837,9.213,9992,7.777,1033488,334402,699086,4.450,13.752,1004486,305022,699464,4.059,13.366,29002,0.386,26.732,23,1038,69442
2003,h) 2500 to 4999,2405,104576,5876344,5903193,9163,8.763,9131,8.733,760840,226495,534345,3.837,12.889,811404,240846,570558,4.080,13.745,-50564,-0.857,25.777,D,D,D
2003,i) 5000 to 9999,1396,117115,6265390,6301880,11997,10.321,10250,8.818,831889,236942,594947,3.760,13.201,903630,285700,617930,4.534,14.339,-71741,-1.138,26.401,0,0,0
2003,j) 10000+,1525,548287,29506092,29874904,50726,9.212,55474,10.074,3639306,1308057,2331249,4.378,12.182,4401643,1478011,2923632,4.947,14.734,-762337,-2.552,24.364,D,D,D
2004,a) 1 to 4,2927899,2932174,6868477,6725975,559148,19.364,469994,16.276,2145579,1383542,762037,20.570,31.900,1862614,1146859,715755,17.051,27.693,282965,4.207,55.386,364429,365558,924870
2004,b) 5 to 9,969983,983311,6891145,6804026,37942,3.865,34628,3.528,1371620,488561,883059,7.180,20.159,1197817,439948,757869,6.466,17.605,173803,2.554,35.209,28463,29709,379513
2004,c) 10 to 19,593089,629099,8409332,8309572,18388,2.924,17742,2.822,1458848,434295,1024553,5.226,17.556,1258582,408827,849755,4.920,15.146,200266,2.410,30.292,13057,14808,352520
2004,d) 20 to 99,499693,672429,20232803,19999588,19894,2.964,17577,2.618,2950058,784587,2165471,3.923,14.751,2482265,696249,1786016,3.481,12.412,467793,2.339,24.823,7688,11230,570829
2004,e) 100 to 499,84516,330321,16394873,16249345,17968,5.465,14906,4.534,2155330,553467,1601863,3.406,13.264,1865965,507056,1358909,3.120,11.483,289365,1.781,22.967,771,3296,279885
2004,f) 500 to 999,9280,104351,5671120,5616757,6885,6.580,7464,7.133,742752,199040,543712,3.544,13.224,637581,187816,449765,3.344,11.351,105171,1.872,22.703,36,1092,47064
2004,g) 1000 to 2499,5797,132422,7631818,7566227,13222,10.219,7162,5.535,973915,311690,662225,4.119,12.872,843462,241966,601496,3.198,11.148,130453,1.724,22.295,17,21,51163
2004,h) 2500 to 4999,2339,108178,6071144,6073886,10610,9.913,8321,7.774,749560,232701,516859,3.831,12.341,757546,245037,512509,4.034,12.472,-7986,-0.131,24.681,6,722,38330
2004,i) 5000 to 9999,1344,118305,6384329,6372610,12046,10.334,8569,7.351,876192,265329,610863,4.164,13.749,855927,300659,555268,4.718,13.431,20265,0.318,26.863,0,0,0
2004,j) 10000+,1176,557237,29607578,29665470,53621,9.598,56479,10.110,3819265,1186775,2632490,4.001,12.874,3958803,1364253,2594550,4.599,13.345,-139538,-0.470,25.749,0,0,0
2005,a) 1 to 4,2989099,2994110,6894323,6838146,568850,19.246,492064,16.648,2121379,1392480,728899,20.363,31.023,2011106,1195423,815683,17.482,29.410,110273,1.613,58.820,379595,381231,957667
2005,b) 5 to 9,982331,996405,6898689,6895085,40203,4.043,36023,3.623,1339901,512339,827562,7.430,19.433,1331301,453460,877841,6.577,19.308,8600,0.125,38.616,29242,30807,389568
2005,c) 10 to 19,597598,633105,8348470,8363252,20000,3.164,18112,2.865,1395921,465058,930863,5.561,16.691,1424437,416750,1007687,4.983,17.032,-28516,-0.341,33.382,13307,15100,358912
2005,d) 20 to 99,503147,675393,20214640,20136317,22934,3.408,17920,2.663,2880981,824864,2056117,4.096,14.307,2721554,701352,2020202,3.483,13.516,159427,0.792,27.031,7772,11644,571994
