YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,COMP_DIV_FRN_CORP_IND,COMP_DIV_FRN_CORP,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,DP_PROD_ACTVTY_DED_IND,DP_PROD_ACTVTY_DED,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,(cash_dist + prpty_dist)_IND,(cash_dist + prpty_dist),STCK_DIST_IND,STCK_DIST
2012,1,1,13,0,3051,0,69128469740,0,3220145152,0,10601248858,0,186390978,0,751585847,0,2618945218,0,1341266608,0,4607380336,0,168386113,0,7190997483,0,26724154053,0,6589804951,0,2864943254,0,696579213,0,292192109,0,287625942,0,3818484225,0,638034125,0,4493426205,0,69128469740,0,4027503111,0,2823755543,0,15334974218,0,231251307,0,12230066192,0,10201105684,0,24279813684,0,1884876065,0,19509710677,0,354534826,0,4498500302,0,1967808185,0,15106988326,0,12481604025,0,1049764533,0,35752098,0,105927617,0,158615681,0,28335201,0,92047620,0,70467096,0,21124743,0,99916172,0,963433540,0,14006929718,0,8193159806,0,53909822,0,1230801836,0,96890230,0,147339341,0,151531772,0,250467304,0,612924424,0,13090751,0,134156835,0,452686329,0,21000640,0,150082558,0,115082666,0,186278680,0,24175304,0,23683735,0,2109169921,0,1100058608,0,128811431,0,1193117941,0,1300810421,0,107692480,0,11107159,0,411683216,0,146918785,0,14333701,0,886522222,0,312676805,0,309917636,0,2538894,0,102698718,0,19066671,0,2218522,0,188340837,0,598380275,0,8412678
2012,1,1,12,0,7020,0,8090772207,0,339774317,0,983033786,0,24132416,0,259368994,0,244804863,0,360137275,0,287085381,0,10839138,0,231910782,0,3627531844,0,1233280140,0,580102005,0,109938688,0,48309617,0,82145265,0,836851708,0,159173702,0,295787768,0,8090772207,0,489362814,0,222412826,0,1261538037,0,65891018,0,1029788909,0,533859251,0,4487919352,0,515278034,0,4004309864,0,27142569,0,146593580,0,205404695,0,3365371040,0,3060644060,0,82668262,0,13013950,0,20721564,0,15331683,0,8029891,0,14723065,0,10856513,0,1328965,0,6900755,0,131152332,0,3173798410,0,1986196133,0,21978358,0,336051954,0,20531155,0,16473165,0,56657841,0,63477333,0,80987939,0,1555363,0,31866384,0,81858924,0,3334468,0,32328611,0,19026713,0,53111755,0,4305975,0,6649589,0,342161043,0,191572630,0,7622602,0,186181281,0,233879752,0,47698471,0,19832205,0,92157169,0,25010251,0,1075187,0,122526008,0,43230473,0,42773134,0,430580,0,4300345,0,1851235,0,305496,0,36757405,0,119337358,0,1677008
2012,1,1,11,0,5430,0,1949087782,0,117192839,0,352184890,0,8424658,0,82352070,0,67465720,0,82062344,0,84029866,0,3661250,0,66050854,0,725931122,0,325554733,0,164786064,0,17649459,0,9290751,0,21076316,0,152921339,0,28134924,0,61591376,0,1949087782,0,143073511,0,67521137,0,429858073,0,16934727,0,223215726,0,121912624,0,946571983,0,126825635,0,853869536,0,5515684,0,-15362909,0,24275963,0,951512596,0,870076684,0,22604670,0,3268301,0,4488863,0,4201972,0,1583006,0,6067348,0,3071738,0,403795,0,1172131,0,34574089,0,922085322,0,579198930,0,9027286,0,93432551,0,5275704,0,5174832,0,16603156,0,15519764,0,21083311,0,334519,0,8452714,0,23972680,0,759755,0,8718078,0,3803399,0,12957235,0,966784,0,12847512,0,100706731,0,29427274,0,1398167,0,27557140,0,58879216,0,31322076,0,10418008,0,17474984,0,5160978,0,263558,0,29767115,0,10445714,0,10361157,0,80337,0,764836,0,304074,0,76508,0,9296929,0,24024268,0,88169
2012,1,1,10,0,10234,0,1635912309,0,126003382,0,336794401,0,7535806,0,100565139,0,46633956,0,57151948,0,79017878,0,4050223,0,49017935,0,489478215,0,355436340,0,183341854,0,11987897,0,5517639,0,24438505,0,123295838,0,25087046,0,53522997,0,1635912309,0,146082987,0,68906247,0,373187716,0,24204196,0,198791704,0,96123692,0,728615767,0,104015371,0,654712370,0,3127237,0,-14048370,0,19190841,0,1138352553,0,1070417747,0,14428564,0,2333899,0,4896351,0,2391555,0,1193986,0,4538097,0,3340384,0,406809,0,633558,0,33771603,0,1095838253,0,724944230,0,12338047,0,111077777,0,6031048,0,4333265,0,20270410,0,19012716,0,16968461,0,288267,0,6927193,0,24760746,0,676013,0,10338248,0,4018599,0,14177846,0,772149,0,2558999,0,114498436,0,42514301,0,786488,0,40966889,0,63920991,0,22954102,0,21102837,0,14463700,0,6585188,0,312188,0,25864245,0,9070340,0,8951036,0,103193,0,530115,0,270229,0,63343,0,8190184,0,24788775,0,179472
2012,1,1,9,0,11316,0,805565691,0,78114470,0,156005866,0,4814937,0,76223079,0,14892078,0,15689915,0,53990584,0,3966601,0,14803760,0,193261885,0,233508589,0,126152639,0,7044478,0,3386162,0,17494919,0,60484879,0,13648370,0,28086696,0,805565691,0,81850768,0,53942348,0,140141763,0,17260180,0,118118878,0,59717415,0,334534339,0,66190953,0,299889371,0,1837135,0,-22516437,0,10866684,0,849594891,0,813610296,0,4362626,0,713927,0,2411978,0,1061682,0,399994,0,3476456,0,2029757,0,262727,0,239488,0,21025959,0,824799784,0,572161120,0,10206354,0,77037716,0,3858029,0,2480130,0,13407541,0,14649112,0,9459112,0,137043,0,3657536,0,15949228,0,319899,0,6896884,0,2641488,0,10335051,0,382663,0,2147795,0,78498973,0,24795106,0,522575,0,24603754,0,42317130,0,17713376,0,18974158,0,6857821,0,4232891,0,177469,0,14208452,0,4951005,0,4888072,0,59337,0,198991,0,129501,0,26651,0,4595414,0,9116715,0,60510
2012,1,1,8,0,17876,0,624834325,0,68492691,0,117375239,0,3620901,0,85138337,0,4879044,0,5424690,0,47957634,0,4825027,0,7655049,0,120507602,0,225472907,0,127295985,0,4125480,0,1585458,0,17364820,0,38371157,0,11046020,0,20793011,0,624834325,0,71391658,0,59078457,0,84095040,0,20938520,0,98014573,0,71375907,0,219940171,0,58855149,0,212136254,0,1476469,0,-43601338,0,8926362,0,887048148,0,860566126,0,1996594,0,315538,0,1360172,0,497674,0,233919,0,2288590,0,1866109,0,237893,0,178220,0,17507314,0,860776251,0,610571668,0,13048056,0,83241063,0,3946986,0,1901963,0,14760571,0,14453582,0,7280915,0,118488,0,2486949,0,14820004,0,212644,0,7280130,0,2803382,0,10319427,0,310505,0,1211694,0,71728473,0,26271897,0,199632,0,26155991,0,42391835,0,16235844,0,23002540,0,4941630,0,3524242,0,170136,0,11351559,0,3921446,0,3869714,0,48709,0,100918,0,108745,0,21368,0,3690098,0,7261191,0,161797
2012,1,1,7,0,46934,0,726057661,0,92148705,0,146194585,0,4175431,0,121873704,0,2522165,0,2706704,0,54861540,0,8320356,0,4569472,0,107223906,0,297439995,0,177888647,0,3628587,0,1521657,0,24392684,0,34028872,0,11833101,0,21565222,0,726057661,0,91348493,0,86023667,0,79470083,0,35302571,0,117751797,0,38294369,0,277866681,0,69041235,0,211073760,0,1363241,0,10252748,0,13864303,0,1308661231,0,1275395285,0,1674612,0,333640,0,1374676,0,580473,0,558045,0,2559854,0,2593171,0,229355,0,271340,0,23090781,0,1272877435,0,923009619,0,23345911,0,116504067,0,5844390,0,2463167,0,23213754,0,22082203,0,8400055,0,149454,0,2671202,0,17932562,0,245156,0,9923237,0,3671234,0,13989044,0,334669,0,1283170,0,97652654,0,35783796,0,215460,0,35665616,0,59644274,0,23978658,0,36535597,0,5171159,0,3816820,0,177878,0,12704824,0,4376716,0,4315057,0,56980,0,138531,0,111766,0,19588,0,4106800,0,7215144,0,79917
2012,1,1,6,0,68684,0,483680326,0,67785010,0,101010393,0,2080157,0,81863395,0,823991,0,1082494,0,36086563,0,8147350,0,3379045,0,55886157,0,230240487,0,143360594,0,1356619,0,651335,0,21231365,0,16566816,0,6609776,0,10922503,0,483680326,0,64938488,0,53930602,0,49419692,0,33167638,0,92204786,0,22682556,0,167336563,0,88518039,0,114112632,0,957155,0,-24773253,0,11478009,0,949870774,0,928095931,0,1096754,0,140625,0,839392,0,497020,0,98073,0,1300190,0,1619394,0,188192,0,71425,0,15923777,0,923258762,0,632590188,0,23545915,0,93710010,0,5177618,0,2147195,0,20055645,0,17161780,0,6764405,0,97812,0,1351490,0,12548126,0,137665,0,6882332,0,3243108,0,10783310,0,191185,0,741350,0,86089200,0,26612011,0,47311,0,26518697,0,44258546,0,17739849,0,28897769,0,2511906,0,2233868,0,118046,0,7556977,0,2549678,0,2516359,0,31659,0,42204,0,57296,0,12204,0,2437850,0,3167264,0,49545
2012,1,1,5,0,408910,0,866460014,0,139746581,0,153247576,0,3052409,0,120891656,0,502382,0,1092721,0,58158261,0,22267857,0,7328244,0,79147212,0,527605094,0,338768238,0,1884825,0,887409,0,55908628,0,39233771,0,18541496,0,20694758,0,866460014,0,107107055,0,68000730,0,80475103,0,95508807,0,201660188,0,48675421,0,265032711,0,74583070,0,193597794,0,3747949,0,16723124,0,23619225,0,1794011575,0,1752213370,0,1289636,0,326032,0,1503341,0,234309,0,140939,0,2716041,0,3614449,0,288710,0,52566,0,31632183,0,1729799611,0,1069069273,0,71075430,0,210664136,0,13413067,0,3941215,0,46605229,0,42116472,0,12124066,0,189373,0,2538294,0,25127760,0,196021,0,13891724,0,7022218,0,18658771,0,248774,0,1105397,0,191790310,0,64211964,0,35440,0,63921372,0,96734412,0,32813041,0,66092888,0,5808196,0,5364471,0,216540,0,11869694,0,3601610,0,3575877,0,23306,0,37938,0,115424,0,15786,0,3432452,0,6904678,0,121923
2012,1,1,4,0,371090,0,261222540,0,49799856,0,34528160,0,436696,0,29986344,0,123503,0,185111,0,16004805,0,11852726,0,1741125,0,17619478,0,210768457,0,147560833,0,626238,0,275275,0,19353999,0,19376243,0,8877962,0,6407261,0,261222540,0,28251632,0,19296750,0,21942171,0,44280058,0,71558221,0,6272309,0,69621400,0,19561951,0,59906955,0,1645777,0,-1317401,0,10175882,0,660123812,0,644449740,0,285794,0,22375,0,474764,0,45493,0,14547,0,740454,0,1254759,0,105451,0,33009,0,12697426,0,632773419,0,336702493,0,40806799,0,85461949,0,6040084,0,1020729,0,22351327,0,17082437,0,4585182,0,78739,0,1196462,0,10124717,0,27663,0,5164847,0,3292723,0,6956865,0,60504,0,301991,0,91512023,0,27350393,1,16933,0,27344951,0,39134592,0,11789642,0,27451632,0,2229233,0,2143386,0,79516,0,3521011,0,844368,0,847217,0,2835,1,13707,0,44562,1,983,0,785116,0,1685341,1,26058
