YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,EXMT_INTRST_IND,EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,DIV_FRN_IND,DIV_FRN,OTHR_RCPTS_IND,OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,POSS_TX_CR_IND,POSS_TX_CR,NCS_FL_CR_IND,NCS_FL_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,CASH_PRPTY_DIST_IND,CASH_PRPTY_DIST,STCK_DIST_IND,STCK_DIST
2004,1,327105,10,0,15,0,2689711,0,177318,0,572885,0,15234,0,474375,0,0,0,0,0,102155,0,0,0,3957,0,339862,0,1761973,0,882395,0,23076,0,4850,0,44442,0,282357,0,49127,0,-141084,0,2689711,0,202590,0,173232,0,295591,0,20134,0,633443,0,121231,0,1243491,0,177448,0,509809,0,0,0,562751,0,6518,0,2415564,0,2350767,0,3672,0,9,0,692,0,1479,0,90,0,10674,0,6473,0,1722,0,0,0,39987,0,2310767,0,1618293,0,21125,0,176240,0,13386,0,2891,0,23075,0,46259,0,38654,0,464,0,5518,0,130118,0,28141,0,12798,0,13672,0,49817,0,109,0,130207,0,104797,0,1829,0,106616,0,124328,0,17712,0,9941,0,16650,0,15444,0,1205,0,97737,0,38433,0,33944,0,4489,0,553,0,0,0,0,0,1111,0,3571,0,33198,0,15877,0,0
2004,1,327105,11,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,2,,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,2,,0,0,2,,2,,2,,0,0,2,,2,,0,0,2,,2,,2,,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,0,0,2,,0,0,0,0,2,,2,,2,,2,,0,0
2004,1,327105,12,0,6,0,28066404,0,239967,0,6907938,0,56232,0,683472,0,3,0,0,0,4752010,0,80573,0,0,0,11186388,0,4972466,0,2740886,0,2051,0,0,0,91576,0,1398470,0,472101,0,1020710,0,28066404,0,6504951,0,2530887,0,1063207,0,792702,0,6937663,0,4612672,0,5624321,0,593428,0,10861927,0,4547,0,-5741986,0,93594,0,8818180,0,8053195,0,194832,0,0,0,23618,0,259352,0,0,0,165,0,3878,0,146,0,60278,0,222716,0,8740658,0,5590243,0,35917,0,624294,0,126195,0,24306,0,111918,0,102109,0,390795,0,184,0,63364,0,354363,0,2004,0,69994,0,204589,0,158107,0,23264,0,859012,0,77522,0,28028,0,105549,0,197554,0,92004,0,0,0,22746,0,22644,0,102,0,174809,0,63648,0,61183,0,2464,0,36825,0,0,0,0,0,0,0,0,0,26823,0,0,0,0
2004,1,327105,13,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,2,,2,,0,0,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,0,0,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,0,0,2,,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,327210,1,0,1868,0,27948711,0,770233,0,2805519,0,131065,0,2916931,0,796,0,2842,0,1275149,0,91037,1,30568,0,7119914,0,15941066,0,9465250,0,1129,0,357,0,278620,0,4180206,0,976681,0,3108054,0,27948711,0,1856352,0,1457557,0,2893821,0,2445533,0,8101387,0,2611474,0,8582588,0,776951,0,10684219,0,24282,0,-2585825,0,317038,0,23750273,0,23186249,0,96984,0,2136,0,14907,0,96961,0,198,0,33832,0,51734,0,17535,0,40587,0,209149,0,23862596,0,15537237,0,311689,0,1564177,0,384892,0,69847,0,469461,0,568951,0,771746,0,8624,0,75072,0,1078084,0,4593,0,120579,0,311765,0,774019,0,37692,0,1774170,0,-112323,0,33468,0,-80991,0,701872,0,782863,0,179328,0,54691,0,41894,0,12797,0,380308,0,132479,0,131457,0,1022,1,7343,0,0,0,0,0,1693,0,0,0,123443,0,46414,0,280
2004,1,327210,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,1,327210,3,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,1,327210,4,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,1,327210,5,0,334,0,659240,0,61466,0,201288,1,76,0,131978,0,0,0,0,1,15439,0,0,0,0,1,12110,0,549014,0,329561,0,0,0,0,1,10523,1,7115,1,3689,1,3634,0,659240,0,82020,1,18858,1,31864,1,76660,0,195744,1,25424,0,228671,0,7754,1,14221,0,0,0,213093,1,6397,0,1648728,0,1636178,1,816,0,0,0,0,0,0,0,0,1,64,1,288,1,103,0,0,1,11278,0,1532900,0,1015144,1,125308,0,124935,0,5100,1,11915,1,38121,0,34821,0,8529,1,107,1,430,0,27775,0,0,0,7168,1,2265,1,22573,0,2488,0,106221,0,115828,0,0,0,115828,1,117256,1,1429,1,74962,1,11850,1,11778,1,72,1,30443,1,10045,1,10041,0,4,0,0,0,0,0,0,0,5,0,0,1,10040,0,0,0,0
2004,1,327210,6,0,63,0,399191,0,20493,0,122473,1,2565,0,95037,0,796,0,1345,0,15906,0,58,1,28969,1,26563,0,190213,0,121002,0,0,0,0,1,13945,1,4076,1,1515,1,4400,0,399191,0,56031,1,5293,0,31713,1,5286,0,92888,1,8168,0,199812,0,25918,1,38794,0,0,0,142517,1,7418,0,797781,0,791332,1,64,0,47,0,0,1,20,0,0,1,24,1,4918,1,15,0,0,1,1363,0,778259,0,615667,1,15872,0,34866,0,4754,1,4457,1,2445,0,10269,0,7236,1,17,1,117,0,13001,0,14,0,2396,0,965,1,4114,0,78,0,61991,0,19522,0,0,0,19475,1,33078,0,13603,1,21820,1,98,0,88,1,10,1,11160,1,3790,1,3790,0,0,1,1,0,0,0,0,0,114,0,0,1,3676,1,89,0,0
2004,1,327210,7,0,32,0,495910,0,48636,0,104378,0,2829,0,105904,0,0,0,1497,0,10773,0,18564,0,1599,0,20202,0,368359,0,215408,0,0,0,0,0,9037,0,20916,0,5697,0,9979,0,495910,0,64504,0,95948,0,41492,0,18935,0,81555,0,10367,0,183109,0,25929,0,35510,0,2726,0,128133,0,9190,0,883817,0,863626,0,385,0,55,0,648,0,2,0,0,0,312,0,6552,0,53,0,5613,0,6572,0,862795,0,602903,0,12543,0,56975,0,4833,0,1808,0,17909,0,18492,0,10711,0,70,0,1497,0,34146,0,0,0,3353,0,3190,0,18531,0,1027,0,74809,0,21022,0,0,0,20968,0,33500,0,12533,0,21683,0,5634,0,5597,0,37,0,4362,0,1547,0,1485,0,62,0,0,0,0,0,0,0,16,0,0,0,1531,0,2731,0,0
2004,1,327210,8,0,9,0,325908,0,27877,0,65121,0,1071,0,62673,0,0,0,0,0,8806,0,5,0,0,0,43488,0,213327,0,137434,0,0,0,0,0,9452,0,36271,0,8825,0,6218,0,325908,0,42722,0,45380,0,18849,0,2842,0,76297,0,15740,0,124079,0,32169,0,15451,0,0,0,76459,0,0,0,510883,0,507957,0,470,0,174,0,396,0,146,0,160,0,132,0,52,0,227,0,0,0,1170,0,492981,0,348045,0,5607,0,38293,0,1344,0,559,0,9913,0,15612,0,8368,0,86,0,695,0,16831,0,0,0,2136,0,1677,0,8075,0,9,0,35731,0,17902,0,0,0,17728,0,22553,0,4825,0,13435,0,159,0,0,0,159,0,7811,0,2656,0,2656,0,0,0,0,0,0,0,0,0,15,0,0,0,2640,0,607,0,0
2004,1,327210,9,0,7,0,448895,0,12728,0,94718,0,2562,0,106081,0,0,0,0,0,13667,0,0,0,0,0,14236,0,347184,0,196136,0,0,0,0,0,5531,0,47646,0,2202,0,8003,0,448895,0,61382,0,58596,0,32139,0,33957,0,77652,0,21212,0,163958,0,14746,0,65532,0,0,0,115374,0,31694,0,642682,0,636038,0,11,0,0,0,301,0,0,0,0,0,2550,0,627,0,0,0,744,0,2411,0,590000,0,434749,0,4132,0,26918,0,2321,0,876,0,6452,0,17393,0,6699,0,49,0,1436,0,22887,0,0,0,1007,0,4506,0,25574,0,149,0,34852,0,52682,0,443,0,53125,0,69180,0,16056,0,13554,0,3404,0,3404,0,0,0,49111,0,17958,0,17189,0,769,0,416,0,0,0,0,0,45,0,0,0,17497,0,28004,0,280
2004,1,327210,10,0,9,0,1287262,0,139963,0,172457,0,13131,0,205446,0,0,0,0,0,69657,0,19226,0,0,0,222988,0,1544191,0,1155705,0,0,0,0,0,14961,0,218948,0,95640,0,-56098,0,1287262,0,236933,0,296746,0,200951,0,0,0,320617,0,161812,0,70203,0,178405,0,534841,0,0,0,-643042,0,0,0,1829432,0,1739885,0,10814,0,41,0,1692,0,15520,0,0,0,0,0,638,0,1533,0,0,0,59307,0,2004916,0,1406355,0,12260,0,130424,0,3791,0,4277,0,35360,0,55730,0,36857,0,51,0,7770,0,83440,0,0,0,29128,0,19305,0,44907,0,1312,0,133951,0,-175484,0,0,0,-175525,0,15562,0,191087,0,0,0,9719,0,9681,0,38,0,5881,0,2187,0,1999,0,188,0,82,0,0,0,0,0,0,0,0,0,2105,0,0,0,0
2004,1,327210,11,0,4,0,1553949,0,27544,0,331946,0,14142,0,244466,0,0,0,0,0,173626,0,0,0,0,0,129689,0,830759,0,451052,0,0,0,0,0,19112,0,155750,0,15178,0,121429,0,1553949,0,122922,0,874,0,196825,0,0,0,414996,0,171341,0,646990,0,23203,0,298157,0,0,0,328925,0,3295,0,1963053,0,1911012,0,5762,0,975,0,417,0,1441,0,38,0,10080,0,1342,0,7174,0,3918,0,20896,0,1924537,0,1258320,0,9980,0,152952,0,30822,0,2740,0,44124,0,46416,0,25520,0,3367,0,5479,0,74533,0,186,0,14934,0,6150,0,88852,0,16804,0,143359,0,38516,0,1237,0,38778,0,59125,0,20346,0,0,0,5736,0,0,0,5736,0,59111,0,20588,0,20588,0,0,0,645,0,0,0,0,0,1093,0,0,0,18850,0,14982,0,0
2004,1,327210,12,0,7,0,22143203,0,360608,0,1618517,0,94683,0,1773363,0,0,0,0,0,949602,0,0,0,0,0,6650638,0,10999123,0,6161625,0,1129,0,357,0,196059,0,3682046,0,839467,0,3008249,0,22143203,0,1102482,0,645017,0,2307943,0,1957306,0,6686112,0,2186497,0,7257847,0,459642,0,9663511,0,21556,0,-2645514,0,241347,0,14034501,0,13663447,0,78663,0,845,0,11453,0,79832,0,0,0,20670,0,34718,0,8431,0,30312,0,106129,0,14170256,0,9300633,0,35977,0,659765,0,320907,0,40073,0,205567,0,336279,0,624381,0,4703,0,56844,0,736862,0,4393,0,44335,0,273536,0,547817,0,15825,0,962359,0,-135754,0,31789,0,-104810,0,299681,0,404491,0,79733,0,17967,0,11222,0,6745,0,208726,0,73054,0,73054,0,0,0,6199,0,0,0,0,0,405,0,0,0,66450,0,0,0,0
2004,1,327210,13,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,0,0,2,,2,,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,0,0,2,,2,,2,,0,0,2,,0,0,0,0,2,,0,0,2,,0,0,0,0
2004,1,327305,1,0,4835,0,72082445,0,3310340,0,10566847,0,224451,0,4688391,0,111045,0,12114,0,2420050,0,1055062,0,43059,0,8721806,0,44091629,0,21590600,0,5714142,0,649267,0,3079607,0,7720213,0,1285611,0,4298069,0,72082445,0,6573336,0,3391288,0,7208794,0,333179,0,20430749,0,7399234,0,26745865,0,1236024,0,12653874,1,22371,0,13232305,0,398709,0,63735068,0,61520096,0,766845,0,16086,0,57807,0,43600,0,201,0,110500,0,167233,0,77971,0,6655,0,968074,0,60424716,0,40175986,0,652710,0,3757236,0,496471,0,161879,0,1136584,0,1403432,0,2115900,0,55690,0,287087,0,3662677,0,324390,0,200822,0,507022,0,1444507,0,23662,0,4018662,0,3310352,0,36387,0,3330653,0,3790345,0,459693,0,674449,0,236390,0,194386,0,42004,0,2727042,0,964869,0,947629,0,17089,0,11276,0,652,0,256,0,1642,0,23964,0,927078,0,645079,0,0
2004,1,327305,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,1,327305,3,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,1,327305,4,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,1,327305,5,0,1461,0,3238323,0,366744,0,1000471,0,11048,0,357569,0,0,0,0,0,99423,0,11802,1,14166,0,106227,0,3630575,0,2466514,1,5086,1,4833,0,98496,0,31568,0,14426,0,13017,0,3238323,0,485832,0,398565,0,151970,0,159777,0,772923,0,32752,0,1236505,0,106508,0,317911,0,0,0,977215,0,165130,0,6652626,0,6518772,0,5019,0,0,1,9437,0,0,0,0,1,28567,0,11328,1,18,0,0,0,79485,0,6503580,0,4183978,0,197335,0,475805,0,105081,0,30727,0,192302,0,173333,0,64383,0,899,0,3389,0,303684,1,231,0,27164,0,28570,0,117882,1,2351,0,596468,0,149046,0,0,0,149046,0,253489,0,104443,0,152361,1,6816,1,6804,1,12,0,27211,0,7278,0,7278,0,0,0,0,0,35,0,0,0,59,1,117,0,7067,0,3911,0,0
2004,1,327305,6,0,249,0,1853413,0,114955,0,375476,0,2951,0,250534,0,5611,0,0,0,135176,1,53852,1,704,0,61774,0,1615440,0,833473,1,3125,1,1638,0,53632,0,19614,0,8790,0,10373,0,1853413,0,283433,0,219952,0,83324,1,57653,0,688179,1,4091,0,516781,0,20097,0,235237,1,7075,0,286215,1,31843,0,2749547,0,2723894,0,2300,1,18,1,2390,1,136,0,0,1,5649,0,10273,1,594,0,0,0,4291,0,2659673,0,1855432,0,63636,0,163082,0,20793,0,9657,0,62612,0,60765,0,33701,1,1846,0,831,0,144305,1,20,0,9981,0,11326,0,41307,1,241,0,180137,0,89874,0,0,0,89856,0,120252,1,30396,0,36686,1,12235,1,11819,1,416,0,54939,0,18342,0,18239,1,103,5,,0,0,0,0,1,178,0,0,0,18163,1,926,0,0
2004,1,327305,7,0,167,0,2550816,0,300891,0,700770,0,14818,0,295019,0,8903,0,1972,0,108745,0,31237,0,1484,0,128587,0,2179996,0,1357171,0,7361,0,1394,0,112838,0,36570,0,7123,0,16948,0,2550816,0,342552,0,238015,0,161553,0,54594,0,404992,0,73266,0,1275844,0,62566,0,109640,0,8444,0,1126298,0,31104,0,4501100,0,4436503,0,3700,0,6702,0,2367,0,643,0,96,0,3965,0,6883,0,601,0,376,0,39266,0,4312312,0,3110485,0,78529,0,269301,0,44341,0,11560,0,79937,0,95035,0,33284,0,1116,0,4946,0,217232,0,3122,0,15365,0,19912,0,59814,0,925,0,267408,0,188788,0,103,0,182190,0,209112,0,26922,0,134449,0,7270,0,6834,0,436,0,52837,0,18006,0,17923,0,83,0,103,0,617,0,0,0,3,0,14,0,17268,0,4002,0,0
2004,1,327305,8,0,53,0,1879341,0,98445,0,445143,0,11228,0,248478,0,33371,0,0,0,133299,0,5842,0,2093,0,52873,0,1638748,0,954722,0,4069,0,1015,0,108593,0,40712,0,15896,0,50537,0,1879341,0,190945,0,155776,0,136143,0,19420,0,344439,0,68286,0,964334,0,89550,0,98664,0,0,0,799645,0,23525,0,2774817,0,2744679,0,1818,0,183,0,1176,0,48,0,7,0,3703,0,6367,0,520,0,0,0,16315,0,2666985,0,1880502,0,48021,0,183097,0,22502,0,6156,0,50784,0,64297,0,23836,0,999,0,7226,0,154964,0,2515,0,10749,0,21276,0,63394,0,157,0,126509,0,107831,0,206,0,107854,0,133147,0,25293,0,51622,0,4835,0,4451,0,384,0,56164,0,19157,0,19141,0,9,0,28,0,0,0,0,0,246,0,2,0,18882,0,14005,0,0
2004,1,327305,9,0,22,0,1567538,0,114190,0,385694,0,9129,0,149026,0,0,0,0,0,85229,0,2795,0,2689,0,111370,0,1332639,0,824828,0,25999,0,5917,0,115535,0,66245,0,13173,0,29174,0,1567538,0,159468,0,120806,0,125836,0,20376,0,185703,0,87230,0,868119,0,26324,0,84635,0,0,0,778843,0,21684,0,2322430,0,2299679,0,2675,0,102,0,1639,0,0,0,3,0,2042,0,4546,0,25,0,3537,0,8180,0,2178931,0,1664040,0,24478,0,96579,0,5568,0,4027,0,32668,0,37482,0,18334,0,921,0,5276,0,129637,0,3965,0,11771,0,9929,0,42094,0,254,0,91907,0,143499,0,1474,0,144870,0,150854,0,5984,0,76221,0,1662,0,1644,0,18,0,73015,0,25229,0,25226,0,3,0,328,0,0,0,0,0,9,0,0,0,24892,0,4917,0,0
2004,1,327305,10,0,21,0,3396263,0,211002,0,545340,0,12118,0,286771,0,63159,0,10143,0,145633,0,20,0,3543,0,482233,0,2756191,0,1694911,0,68105,0,13653,0,174966,0,243374,0,20969,0,147434,0,3396263,0,215816,0,131887,0,189128,0,6364,0,782051,0,322318,0,1748698,0,262572,0,224790,0,0,0,1265135,0,3800,0,3983887,0,3815779,0,8844,0,543,0,6497,0,10875,0,71,0,3720,0,23707,0,4134,0,280,0,109436,0,3678877,0,2614521,0,32636,0,200615,0,35121,0,3843,0,58029,0,92997,0,45105,0,2170,0,17046,0,214926,0,13842,0,31240,0,25624,0,77921,0,143,0,213096,0,305010,0,17,0,304484,0,339491,0,35008,0,129847,0,9666,0,6773,0,2894,0,172169,0,59981,0,59894,0,68,0,17,0,0,0,0,0,0,0,0,0,59964,0,31146,0,0
2004,1,327305,11,0,9,0,3455977,0,170308,0,418166,0,12747,0,209204,0,0,0,0,0,131315,0,0,0,0,0,563717,0,2547460,0,1348738,0,143520,0,30113,0,227140,0,403193,0,63826,0,97377,0,3455977,0,190816,0,148100,0,182490,0,0,0,978690,0,376067,0,1579815,0,95777,0,617212,0,6852,0,909149,0,49174,0,2781658,0,2643490,0,21844,0,0,0,3039,0,9457,0,21,0,15359,0,9359,0,9868,4,,0,69221,0,2651384,0,1775246,0,20273,0,152930,0,14699,0,5920,0,37815,0,64385,0,94236,0,1813,0,28342,0,170675,0,21821,0,4924,0,17192,0,55795,0,380,0,184941,0,130274,0,5072,0,135346,0,170319,0,34973,0,0,0,8686,0,794,0,7892,0,161760,0,56358,0,56358,0,0,0,1611,0,0,0,69,0,553,0,13348,0,40777,0,60984,0,0
2004,1,327305,12,0,14,0,18111235,0,408400,0,2110472,0,49506,0,962386,0,0,0,0,0,1084623,0,0,0,0,0,2363956,0,11852987,0,5197548,0,2108395,0,249508,0,1261380,0,1208465,0,283766,0,530497,0,18111235,0,1213341,0,1485143,0,982871,0,0,0,4550451,0,2451113,0,7428316,0,274440,0,4098084,0,0,0,3122269,0,66477,0,12529889,0,12193281,0,99704,0,5911,0,13620,0,2971,0,3,0,21853,0,19445,0,5075,0,2215,0,165810,0,11705665,0,8017432,0,45681,0,548633,0,69866,0,37130,0,190361,0,266490,0,445080,0,17280,0,66991,0,861896,0,103465,0,17700,0,85240,0,307083,0,13633,0,611703,0,824224,0,9045,0,827358,0,834204,0,6846,0,0,0,62459,0,58596,0,3863,0,771745,0,276161,0,270066,0,6095,0,3299,0,0,0,187,0,98,0,5672,0,266906,0,263411,0,0
2004,1,327305,13,0,8,0,35203004,0,1427353,0,4464036,0,99809,0,1874417,0,0,0,0,0,476670,0,913376,0,18381,0,4835013,0,15153219,0,5871680,0,3348482,0,341196,0,826318,0,5640631,0,846045,0,3383838,0,35203004,0,3407964,0,466740,0,5150122,0,1456,0,11401318,0,3982057,0,10793348,0,279221,0,6798103,0,0,0,3719390,0,3366,0,22586588,0,21366275,0,618411,0,2563,0,14748,0,18957,0,0,0,16310,0,48588,0,57136,0,246,0,443353,0,21260609,0,13627779,0,56690,0,1326328,0,121452,0,49579,0,343525,0,447018,0,1311646,0,28504,0,149699,0,1231626,0,174927,0,59508,0,276894,0,631497,0,4370,0,1419566,0,1325979,0,20470,0,1343886,0,1449526,0,105640,0,0,0,101855,0,75765,0,26090,0,1347672,0,482270,0,471685,0,10513,0,5890,0,0,0,0,0,484,0,4757,0,471139,0,240704,0,0
