YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,EXMT_INTRST_IND,EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,DIV_FRN_IND,DIV_FRN,OTHR_RCPTS_IND,OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,DP_PROD_ACTVTY_DED_IND,DP_PROD_ACTVTY_DED,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,POSS_TX_CR_IND,POSS_TX_CR,NCS_FL_CR_IND,NCS_FL_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,CASH_PRPTY_DIST_IND,CASH_PRPTY_DIST,STCK_DIST_IND,STCK_DIST
2005,1,311500,10,0,10,0,1703974,0,173791,0,245179,0,2455,0,226800,0,0,0,5357,0,21221,0,0,0,0,0,401689,0,980794,0,536787,0,0,0,0,0,14683,0,163036,0,9963,0,20628,0,1703974,0,191968,0,136217,0,139545,0,216159,0,414672,0,45733,0,559680,0,22857,0,321990,0,0,0,214833,0,0,0,3323135,0,3284790,0,8980,0,969,0,842,0,8,0,0,0,231,0,2497,0,5,0,0,0,24812,0,3286599,0,2728371,0,25216,0,100908,0,10947,0,1523,0,11854,0,25939,0,47495,0,840,0,16181,0,46740,0,0,0,54201,0,15004,0,37268,0,714,0,20782,0,142615,0,36536,0,0,0,35567,0,97116,0,61549,0,71912,0,183,0,180,0,4,0,25021,0,8613,0,8613,0,0,0,0,0,0,0,0,0,115,0,209,0,8289,0,0,0,0
2005,1,311500,9,0,21,0,1447026,0,140985,0,251148,0,3702,0,224147,0,4502,0,0,0,46258,0,2558,0,0,0,189783,0,1072926,0,633712,0,0,0,0,0,26649,0,88435,0,3749,0,40799,0,1447026,0,155403,0,73963,0,149189,0,8717,0,252022,0,51665,0,756067,0,14853,0,61037,0,0,0,719895,0,39718,0,2717216,0,2711653,0,3604,0,930,0,913,0,2719,0,0,0,410,0,2644,0,231,0,0,0,-5888,0,2634621,0,2002873,0,12967,0,165063,0,15318,0,2812,0,16055,0,32598,0,21700,0,849,0,2334,0,60516,0,0,0,46309,0,13216,0,36766,0,1396,0,523,0,203328,0,82594,0,0,0,81665,0,108750,0,27086,0,15651,0,6779,0,6616,0,163,0,65064,0,21167,0,22382,0,27,0,0,0,0,0,0,0,35,0,164,0,20968,0,6307,0,0
2005,1,311500,8,0,34,0,1164748,0,57433,0,238727,0,6754,0,169047,0,0,0,0,0,23305,1,14798,0,50,0,40795,0,1144258,0,686616,0,0,0,0,0,31722,0,129930,0,7861,0,15913,0,1164748,0,183416,0,118739,0,66739,1,4072,0,198512,0,55458,0,537813,0,59639,0,194988,1,34439,0,275174,1,26427,0,3114078,0,3098009,1,804,0,137,1,487,0,0,0,0,1,142,0,1203,1,39,0,0,0,13257,0,3088921,0,2362517,0,22416,0,222867,0,28566,0,6542,0,16524,0,40139,0,22991,1,451,0,3839,0,64346,1,1375,0,27215,0,17236,0,40765,1,102,1,71,0,210959,0,25157,0,0,0,25020,0,67854,1,42834,0,52856,1,27,0,0,1,27,1,9476,1,3552,1,3223,0,0,0,0,0,0,0,0,1,87,0,0,1,3465,1,197,0,0
2005,1,311500,7,0,47,0,743355,0,67225,0,162156,0,2569,0,177368,0,0,0,0,0,44121,1,241,0,0,0,12398,0,655015,0,393421,0,0,0,0,0,11310,1,12209,1,3355,1,655,0,743355,0,123733,0,72902,0,40864,1,7066,0,127104,1,26504,0,345181,0,30750,0,14261,0,0,0,331724,1,31553,0,2225747,0,2209802,1,234,1,537,1,129,0,0,0,0,0,0,1,9857,0,0,0,0,0,5188,0,2158524,0,1776792,0,35803,0,100857,0,7850,0,2524,0,15145,0,24793,0,11377,1,13,1,986,0,33800,0,0,0,20674,0,5021,0,8304,1,109,1,1020,0,113455,0,67223,0,0,0,66685,0,75771,1,9086,0,60758,1,4998,1,4998,0,0,1,2150,1,799,1,696,1,103,0,0,0,0,0,0,1,186,1,15,1,599,0,100,0,0
2005,1,311500,6,1,74,1,475915,1,38565,1,152808,1,1747,1,89100,0,0,0,0,1,25137,1,58,0,0,1,2606,1,395018,1,245027,0,0,0,0,1,15900,1,2526,1,1607,1,2578,1,475915,1,97963,1,14113,1,46135,1,32576,1,41653,1,8603,1,234872,1,27776,1,17021,0,0,1,190438,1,362,1,2066656,1,2046784,1,1711,1,29,1,2277,0,0,0,0,1,12502,1,1286,1,76,0,0,1,1990,1,2007319,1,1688146,1,40271,1,62085,1,6693,1,2951,1,15529,1,22258,1,5414,1,613,1,334,1,25697,0,0,1,18432,1,4825,1,15227,1,342,1,432,1,98069,1,59337,0,0,1,59308,1,59310,1,2,1,7356,1,25323,1,25270,1,54,1,26631,1,10063,1,8995,1,1069,0,0,0,0,0,0,0,0,0,0,1,10063,1,2251,0,0
2005,1,311500,5,1,94,1,330795,1,41133,1,84133,1,1601,1,69938,0,0,0,0,1,2174,0,0,1,307,1,2098,1,445223,1,320464,0,0,0,0,1,3446,1,278,1,130,1,4261,1,330795,1,61309,1,42317,1,9257,1,435,1,78847,1,7293,1,131336,1,15389,1,9185,0,0,1,106820,1,58,1,1274267,1,1270932,1,712,0,0,0,0,0,0,0,0,1,187,1,888,0,0,0,0,1,1547,1,1266879,1,1035473,1,14201,1,26228,1,7152,1,2393,1,11885,1,20120,1,5350,1,114,0,0,1,52466,0,0,1,551,1,4598,1,15328,1,92,0,0,1,70928,1,7388,0,0,1,7388,1,7388,0,0,0,0,1,4026,1,4026,0,0,1,3362,1,728,1,728,0,0,0,0,0,0,0,0,1,2,0,0,1,727,1,389,0,0
2005,1,311500,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,311500,3,1,498,1,64728,1,33785,1,4073,0,0,1,1091,0,0,0,0,1,52,0,0,0,0,1,981,1,75017,1,67187,0,0,0,0,0,0,1,10832,1,1384,1,7467,1,64728,1,2368,1,22195,1,189,0,0,1,20874,0,0,1,19102,1,10137,0,0,0,0,1,8965,0,0,1,188262,1,186210,0,0,1,251,0,0,0,0,0,0,0,0,0,0,1,1800,0,0,1,1,1,209313,1,80992,1,7549,1,33401,1,5872,0,0,1,15184,1,9108,1,1825,0,0,1,722,1,6557,0,0,1,1885,0,0,1,5103,0,0,0,0,1,41115,1,-21051,0,0,1,-21302,0,0,1,21302,0,0,1,1260,0,0,1,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,311500,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10657,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,10635,0,0,1,10635,1,10635,0,0,1,10635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,311500,1,0,791,0,21250846,0,686695,0,2762836,0,68151,0,2163863,0,4502,0,5357,0,774668,1,17655,1,357,0,811328,0,11120004,0,5294403,0,0,0,0,0,274072,0,7686450,0,465892,0,771504,0,21250846,0,2154714,0,3973936,0,1739701,0,335018,0,5919995,0,110549,0,7016934,0,452690,0,3149985,1,34439,0,3505484,0,125663,0,35916969,0,35360800,0,70604,0,6606,0,8648,0,10869,0,0,1,143789,0,52968,0,6633,0,0,0,256052,0,35739321,0,26824444,0,245569,0,1757530,0,206609,0,33716,0,277172,0,370665,0,437803,0,15621,0,190553,0,755125,1,1375,0,613348,0,146028,0,357063,0,13897,0,629937,0,2862866,0,177649,0,0,0,171042,0,1144646,0,973603,0,287899,0,57138,0,52493,0,4645,0,766252,0,267044,0,266670,1,1287,0,277,0,0,0,0,1,1578,1,388,0,264801,0,32192,0,0
2005,1,311615,13,0,3,0,19091305,0,227765,0,1883629,0,21166,0,3804985,0,0,0,0,0,834272,0,0,0,0,0,1632170,0,10866406,0,4905502,0,0,0,0,0,288087,0,4281437,0,74054,0,273278,0,19091305,0,1439402,0,2218813,0,1697729,0,0,0,4913742,0,1403723,0,7417896,0,47329,0,2361242,0,0,0,5247613,0,238288,0,41552546,0,40699079,0,59093,0,907,0,20305,0,4359,0,6036,0,12518,0,45048,0,401,0,411872,0,292929,0,40081263,0,33862302,0,93173,0,1128894,0,154414,0,15932,0,170355,0,421480,0,444150,0,34675,0,-44871,0,320284,0,0,0,276196,0,127678,0,268707,0,10071,0,28851,0,2768972,0,1471283,0,18191,0,1488567,0,1488567,0,0,0,0,0,370320,0,52361,0,317960,0,1118247,0,391386,0,391386,0,0,0,12998,0,0,0,0,0,19963,0,0,0,358426,0,148683,0,0
2005,1,311615,12,0,8,0,11212112,0,315576,0,1863144,0,12653,0,1936581,0,318913,0,0,0,2289817,0,0,0,0,0,2061537,0,5137248,0,2578154,0,0,0,0,0,112098,0,685953,0,74704,0,-843244,0,11212112,0,1739443,0,348529,0,1259355,0,0,0,3330385,0,811876,0,3722524,0,320052,0,1523793,0,0,0,1880626,0,1947,0,24843347,0,24307692,0,54849,0,9897,0,2347,0,25546,0,0,0,135,0,28179,0,3566,0,226421,0,184714,0,24418789,0,21499318,0,53772,0,946581,0,115050,0,14064,0,127585,0,144500,0,309406,0,4013,0,19793,0,250054,0,3,0,66060,0,27896,0,157911,0,13241,0,16435,0,653109,0,424558,0,24080,0,438741,0,683721,0,244980,0,0,0,190498,0,0,0,190498,0,493223,0,172628,0,172628,0,0,0,9164,0,0,0,0,0,8994,0,5533,0,148937,0,45446,0,0
2005,1,311615,11,0,8,0,2705906,0,147794,0,318578,0,6658,0,493579,0,0,0,0,0,219897,0,61357,0,0,0,194426,0,1831527,0,879003,0,0,0,0,0,28171,0,292781,0,7311,0,10768,0,2705906,0,224640,0,413413,0,397646,0,50541,0,454262,0,80122,0,1085281,0,70252,0,141977,0,0,0,935998,0,62946,0,5388775,0,5228547,0,9533,0,987,0,2589,0,55,0,0,0,90,0,372,0,1,0,33581,0,113021,0,5038700,0,4031109,0,49839,0,127903,0,9881,0,6049,0,16566,0,64109,0,41654,0,4078,0,14369,0,90163,0,0,0,101998,0,12202,0,62434,0,1249,0,3172,0,401924,0,350075,0,9837,0,358925,0,358925,0,0,0,145029,0,19091,0,0,0,19091,0,194805,0,68157,0,68157,0,0,0,8810,0,0,0,0,0,2019,0,0,0,57328,0,12886,0,0
2005,1,311615,10,0,27,0,4345637,0,242059,0,764747,0,14673,0,1045237,0,0,0,44803,0,135193,0,8167,0,0,0,315986,0,3120708,0,1700895,0,0,0,0,0,103517,0,269174,0,48912,0,60525,0,4345637,0,414796,0,455249,0,425166,0,33911,0,912996,0,120053,0,1983466,0,129001,0,477370,0,0,0,1452639,0,75544,0,11093466,0,11019862,0,10062,0,2597,0,1986,4,,0,0,0,501,0,4729,4,,0,475,0,53253,0,10735617,0,9294625,0,44907,0,329998,0,46758,0,5966,0,69331,0,98573,0,70652,0,1143,0,10449,0,159699,0,0,0,59140,0,19145,0,100077,0,2407,0,574,0,422173,0,357849,0,99,0,355350,0,382475,0,27125,0,266782,0,20078,0,20078,4,,0,97122,0,34037,0,33397,0,298,0,9,0,0,0,0,0,57,0,595,0,33376,0,3983,0,0
2005,1,311615,9,0,32,0,2351836,0,68038,0,430354,0,7361,0,582538,0,1620,0,574,0,68134,0,1740,0,2583,0,195898,0,1920140,0,1049000,0,165,0,0,0,20671,0,139044,0,50688,0,27385,0,2351836,0,344601,0,303470,0,209281,0,23387,0,494993,0,42483,0,933622,0,139768,0,207368,0,0,0,610556,0,24071,0,7088736,0,7062913,0,1908,0,211,0,26,0,0,0,7,0,988,0,1125,0,73,0,0,0,21485,0,6953652,0,5887947,0,28939,0,219963,0,16106,0,6018,0,29629,0,66369,0,62231,0,708,0,3574,0,111492,0,0,0,122673,0,11742,0,57788,0,319,0,841,0,327310,0,135083,0,0,0,134872,0,173771,0,38899,0,106428,0,14372,0,14321,0,51,0,30980,0,12305,0,10724,0,1580,0,0,0,6697,0,0,0,279,0,23,0,5306,0,52548,0,0
2005,1,311615,8,0,54,0,1940853,0,103764,0,351286,0,5285,0,399937,0,0,0,0,0,111286,1,5437,0,0,0,279342,0,1322639,0,726826,0,0,0,0,0,36807,0,96148,0,63015,0,29335,0,1940853,0,245176,0,218171,0,117541,0,25242,0,286328,0,92001,0,956393,0,66400,0,266078,0,151,0,677846,1,54082,0,4306434,0,4268315,0,2628,1,352,1,388,0,0,1,39,1,13544,0,924,1,189,0,0,0,20056,0,4157431,0,3419086,0,41685,0,193245,0,17085,0,5251,0,23811,0,50542,0,25042,1,502,0,4654,0,70562,0,0,0,27174,0,14261,0,43335,1,513,0,1738,0,218946,0,149003,1,2241,0,150892,0,185454,0,34561,0,116149,1,15559,1,15426,1,133,1,33008,1,11386,1,11268,0,118,0,0,0,2042,0,0,1,41,0,0,1,9303,1,3720,0,0
2005,1,311615,7,0,146,0,2246618,0,136326,0,575807,0,2983,0,462349,0,0,0,0,0,77091,1,2719,1,2196,0,148033,0,1623653,0,912445,0,0,0,0,0,37220,0,75253,0,24536,0,45934,0,2246618,0,307833,0,353372,0,174291,0,108824,0,334948,0,77997,0,889353,0,116543,0,186412,0,0,0,676811,0,90414,0,8778473,0,8737761,0,3135,1,89,1,346,0,0,1,59,1,7231,0,6727,1,182,1,11185,0,11758,0,8613997,0,7423479,0,68933,0,319069,0,41671,0,4611,0,52933,0,90204,0,55640,0,937,0,5746,0,98467,0,0,0,41742,0,12126,0,46477,1,1167,1,663,0,350131,0,164475,0,0,0,164386,0,214540,0,50154,0,115936,0,12658,1,3039,1,9619,0,71897,0,24446,0,24398,1,48,1,3,0,0,0,0,1,617,1,34,0,23792,1,1340,0,0
2005,1,311615,6,0,125,0,826407,0,47037,0,236411,1,2481,0,62817,0,0,0,0,0,61605,1,1080,0,0,1,20808,0,454254,0,218506,0,0,0,0,1,17758,1,136186,1,38934,1,48372,0,826407,0,210770,0,103738,0,47961,1,30242,1,211678,1,8180,0,213838,0,59036,1,5057,0,0,0,157390,1,7645,0,3540633,0,3490815,1,1679,0,0,1,2945,0,0,0,0,1,3900,1,23343,0,0,0,0,0,17951,0,3483699,0,2804641,0,54885,0,181851,0,36820,1,1838,0,36212,0,36684,0,18809,0,43,1,2089,0,46113,0,0,0,3342,0,4326,0,20281,0,2,1,44,0,235717,0,56934,0,0,0,56934,0,93069,1,36136,1,81030,0,0,0,0,0,0,1,12039,1,4071,1,4071,0,0,0,0,0,0,0,0,0,176,0,0,1,3895,0,0,0,0
2005,1,311615,5,0,260,0,639936,0,26528,0,135186,1,565,0,40076,1,4918,0,50,0,14979,1,3053,1,3019,1,49352,0,788552,0,458515,0,0,0,0,1,18622,1,911,1,39,1,13808,0,639936,0,64220,0,27731,0,14318,1,712370,0,152818,1,100237,0,-431758,0,15230,1,49508,0,0,0,-487817,1,8678,0,1689308,0,1667665,1,464,0,3,1,1360,0,0,0,0,1,5093,1,2759,1,727,0,0,0,11237,0,1701909,0,1295983,0,35253,0,105312,0,20032,1,370,0,9350,0,29724,0,14719,1,121,1,328,0,53551,0,0,0,5021,1,3418,0,16525,1,51,0,0,0,112149,0,-12601,0,0,0,-12604,0,20964,1,33568,1,-14258,1,7216,1,6707,1,509,1,3407,1,770,1,770,0,0,0,0,0,0,0,0,0,52,0,0,1,719,1,993,1,9858
2005,1,311615,4,1,133,1,101181,1,7910,1,14953,0,0,1,13909,0,0,0,0,1,763,1,2494,0,0,1,52278,1,53806,1,45106,0,0,0,0,0,0,0,0,0,0,0,175,1,101181,1,4735,1,4244,1,2362,0,0,0,76,0,22,1,89742,1,3858,0,0,0,0,1,85909,0,25,1,240199,1,237832,1,660,1,475,1,147,0,0,0,0,1,421,4,,1,637,0,0,1,27,1,236993,1,167649,1,11155,1,10689,1,3231,0,0,1,6034,1,6918,1,127,1,4,0,0,1,1773,0,0,1,7722,1,360,1,2760,1,37,1,20,1,18515,1,3207,0,0,1,2731,1,2911,0,180,0,0,1,1646,1,1200,1,446,1,1265,1,190,1,190,0,0,0,0,0,0,0,0,1,29,0,0,1,161,0,0,0,0
2005,1,311615,3,1,1536,1,85487,1,6135,1,23756,0,0,1,3594,0,0,0,0,1,778,0,29,0,0,1,1790,1,151434,1,102397,0,0,0,0,0,0,0,0,0,0,1,368,1,85487,1,1638,1,94220,1,15507,1,7916,0,350,1,2543,1,-36688,1,57071,1,17846,0,0,1,-111605,0,0,1,678901,1,672840,1,191,0,0,0,0,0,0,0,0,0,3380,0,2473,0,0,0,0,1,17,1,720228,1,451787,1,39406,1,53443,1,10917,1,3112,1,11126,1,19481,1,3601,0,0,1,343,1,13182,0,0,1,3346,1,281,1,17664,0,0,1,80,1,92458,1,-41327,0,0,1,-41327,1,5596,1,46923,1,1649,0,3350,0,3350,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
2005,1,311615,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138074,1,129647,1,2691,0,0,0,0,0,0,0,0,1,2860,0,842,1,18,0,0,1,2017,1,184947,1,110395,1,1940,1,6177,1,1289,1,140,1,1635,1,1932,1,1777,1,2,1,1376,1,986,0,0,1,626,0,0,1,2975,1,33,1,39483,1,14182,1,-46873,0,0,1,-46873,1,1073,1,47946,0,-5433,1,12,0,0,1,12,1,1073,1,351,1,347,0,0,0,0,0,0,0,0,0,0,0,0,1,351,0,0,1,3724
2005,1,311615,1,0,2363,0,45547277,0,1328931,0,6597851,0,73822,0,8845602,1,325452,0,45427,0,3813814,0,86075,1,7798,0,4951620,0,27270366,0,13576349,0,165,0,0,0,662949,0,5976887,0,382192,0,-333296,0,45547277,0,4997255,0,4540949,0,4361158,0,992433,0,11092577,0,2739237,0,16823669,0,1024541,0,5236651,0,151,0,11125966,0,563641,0,109338891,0,107522967,0,146892,0,15518,0,32439,0,29960,1,6142,0,50660,0,116522,0,5794,0,683533,0,728465,0,106327226,0,90248321,0,523887,0,3623126,0,473255,0,63352,0,554569,0,1030515,0,1047808,0,46225,0,17851,0,1216325,0,3,0,715040,0,233435,0,796934,0,29091,0,91903,0,5615586,0,3011665,1,54448,0,3050596,0,3611067,0,560471,0,813314,0,654801,0,116483,0,538318,0,2057067,0,719748,0,717337,1,2065,1,30984,0,8739,0,0,0,32226,1,6184,0,641615,0,269598,1,13582
2005,1,311800,13,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,0,0,2,,0,0,2,,2,,2,,2,,2,,0,0
2005,1,311800,12,0,11,0,139834194,0,5360509,0,4816432,0,130923,0,5546338,0,0,0,0,0,3126428,0,56091,0,487,0,43254340,0,25248282,0,12340787,0,0,0,0,0,550597,0,45838266,0,6620965,0,25129098,0,139834194,0,3837128,0,6607767,0,16587282,0,0,0,21113284,0,31651013,0,60037721,0,4025405,0,21908636,0,3416,0,59190558,0,25090294,0,87465171,0,71106382,0,657840,0,42911,0,2002138,0,404735,0,-77562,0,1312514,0,497528,0,472,0,8721370,0,2796842,0,71043177,0,35292630,0,200935,0,4805859,0,376309,0,25644,0,723307,0,5196751,0,3011714,0,186769,0,359063,0,2043749,0,2,0,1616001,0,1619891,0,2035037,0,175128,0,71080,0,13303308,0,16421994,0,4658454,0,21037537,0,21221478,0,183941,0,0,0,5140817,0,33718,0,5107099,0,16080661,0,5628516,0,5628516,0,0,0,2460856,0,0,0,401,0,42085,0,72338,0,3052836,0,7012049,0,0
2005,1,311800,11,0,7,0,2441888,0,167513,0,343622,0,12148,0,215669,0,0,0,0,0,52584,0,0,0,0,0,128065,0,1838146,0,1015686,0,0,0,0,0,25308,0,424361,0,69879,0,344332,0,2441888,0,202724,0,76207,0,377537,0,15000,0,475044,0,105525,0,1189851,0,146519,0,320975,0,0,0,727172,0,4815,0,4096890,0,3953309,0,4251,0,42,0,282,0,73169,0,0,0,24,0,964,0,1076,0,2140,0,61634,0,3902065,0,2275001,0,17717,0,642323,0,29020,0,6479,0,94342,0,117020,0,37115,0,8512,0,22612,0,107973,0,0,0,25450,0,55720,0,112980,0,2679,0,1352,0,345770,0,194825,0,68,0,194851,0,214486,0,19635,0,43172,0,2695,0,123,0,2572,0,168620,0,58895,0,58895,0,0,0,363,0,0,0,0,0,114,0,28,0,58390,0,23910,0,1956
2005,1,311800,10,0,16,0,2523846,0,67861,0,355239,0,36063,0,197907,0,0,0,0,0,56644,0,11916,0,0,0,338021,0,1668606,0,819178,0,0,0,0,0,66557,0,494398,0,30399,0,152338,0,2523846,0,586259,0,71353,0,548876,0,0,0,1033594,0,178475,0,105290,0,96074,0,1989709,0,0,0,-1968302,0,12191,0,3763665,0,3727639,0,6532,0,0,0,58,0,1555,0,0,0,5340,0,3160,0,0,0,91,0,19289,0,3900701,0,2592105,0,15387,0,315262,0,18505,0,7893,0,45041,0,65316,0,90006,0,137,0,50165,0,147405,0,0,0,54293,0,31015,0,130289,0,227,0,10989,0,326665,0,-137037,0,67,0,-136970,0,39517,0,176487,0,-8918,0,16625,0,16625,0,0,0,14939,0,6444,0,5348,0,1096,0,0,0,0,0,0,0,360,0,99,0,5985,0,4531,0,0
2005,1,311800,9,0,20,0,1414367,0,108566,0,237828,0,3883,0,116050,0,0,0,0,0,41231,0,4826,0,0,0,139206,0,1525934,0,853702,0,0,0,0,0,31977,0,49575,0,8062,0,24821,0,1414367,0,180553,0,96989,0,142326,0,26152,0,216845,0,55585,0,695916,0,48823,0,97225,0,0,0,578373,0,28505,0,3061413,0,3042525,0,1296,0,1190,0,267,0,1,0,0,0,448,0,955,0,342,0,325,0,14063,0,2950630,0,1997990,0,39900,0,312310,0,18542,0,487,0,44985,0,54954,0,20704,0,803,0,2256,0,83236,0,0,0,28516,0,52706,0,102218,0,221,0,222,0,190580,0,110783,0,0,0,109593,0,111612,0,2020,0,85545,0,1577,0,1334,0,243,0,24207,0,8230,0,8230,0,0,0,244,0,0,0,0,0,235,0,131,0,7620,0,4270,0,0
